head,relation,tail
户外运动,subclass of,体育运动
陈树兰,educated at,宁夏医科大学
长征二号丁运载火箭,start point,西昌卫星发射中心
长征二号丁运载火箭,subclass of,长征系列运载火箭
匡廷云,date of birth,1934年12月
资中,located in the administrative territorial entity,四川
馆陶县,located in the administrative territorial entity,邯郸市
第一届全国机关党建理论研讨会,point in time,11月23日
温州市,located in the administrative territorial entity,四川省
美兰国际机场,place served by transport hub,海口
国际民航组织,headquarters location,海口
中国光大银行武汉分行,headquarters location,武汉
2023TCR世界巡回赛,point in time,2023
2023年,point in time,2023
高质量发展,part of,新时代
高质量发展,part of,新时代新征程
交通运输部,subsidiary,交通运输部公路局
交通运输部公路局,part of,交通运输部
新型电力系统,subclass of,电力
兰溪市,located in the administrative territorial entity,金华市
金建铁路,located in the administrative territorial entity,金华市
建德市,located in the administrative territorial entity,金华市
湘江,located in the administrative territorial entity,湖南省
上湖乡,located in the administrative territorial entity,高安市
沈阳桃仙国际机场,located in the administrative territorial entity,辽宁省
桥中街道,located in the administrative territorial entity,荔湾区
海州,located in the administrative territorial entity,连云港
海州区,located in the administrative territorial entity,连云港
青岛港,located in the administrative territorial entity,山东
<unk>桥街道,located in the administrative territorial entity,上城区
高平市,located in the administrative territorial entity,山西省
东城街街道,located in the administrative territorial entity,高平市
沟北村,located in the administrative territorial entity,高平市
郯城县,located in the administrative territorial entity,临沂市
郯城街道,located in the administrative territorial entity,郯城县
南京邮电大学,located in the administrative territorial entity,南京市
于都县,located in the administrative territorial entity,江西省
仙下中心小学,located in the administrative territorial entity,于都县
邮储银行河北省分行,instance of,银行
国际可再生能源署,field of work,可再生能源
国际可再生能源署,field of work,可再生
百年学府南开大学,part of,南开大学
谷佳维,employer,百年学府南开大学
谷佳维,educated at,南开大学
劳拉·卡斯蒂略,employer,百年学府南开大学
谷佳维,employer,南开大学
自然,country of origin,英国
自然,instance of,杂志
自然指数,country,英国
自然指数,instance of,杂志
自然指数,country of origin,英国
遂昌县,located in the administrative territorial entity,丽水市
金竹镇,located in the administrative territorial entity,遂昌县
都兰县,located in the administrative territorial entity,海西蒙古族藏族自治州
宗加镇,located in the administrative territorial entity,都兰县
位奇镇,located in the administrative territorial entity,山丹县
范镇,located in the administrative territorial entity,岱岳区
墨脱县,located in the administrative territorial entity,林芝市
德兴乡,located in the administrative territorial entity,墨脱县
鲁朗镇,located in the administrative territorial entity,墨脱县
智能家电,subclass of,家用电器
桥西区,located in the administrative territorial entity,石家庄市
南长街道,located in the administrative territorial entity,桥西区
河北省总工会权益保障部,applies to jurisdiction,河北省
人世间,screenwriter,王海<unk>
三体,screenwriter,王海<unk>
泉州市,located in the administrative territorial entity,福建
珠玉,occupation,编剧
国务院新闻办公室,chairperson,习近平
第二届全球数字贸易博览会,location,杭州国际博览中心
中国学,studies,中国
党中央,position held,国务院总理
阿拉伯联合酋长国,head of state,穆罕默德
阿拉伯联合酋长国,diplomatic relation,阿联酋
穆罕默德,country of citizenship,阿拉伯联合酋长国
阿联酋,diplomatic relation,阿拉伯联合酋长国
中国商飞公司,item operated,ARJ21
中法关系,participant,李强
中法关系,participant,习近平主席
斯克利亚尔,country of citizenship,哈萨克斯坦
严赋憬,country of citizenship,中国
共建“一带一路”建设工作领导小组办公室,country,中国
共建“一带一路”高质量发展走深走实的愿景与行动——共建“一带一路”未来十年发展展望,country,中国
中国,significant event,共建“一带一路”高质量发展走深走实的愿景与行动——共建“一带一路”未来十年发展展望
中国,significant event,共建“一带一路”高质量发展走深走实的愿景与行动
共建“一带一路”高质量发展走深走实的愿景与行动,country,中国
吉塔·戈皮纳特,position held,国际货币基金组织第一副总裁
科隆纳,position held,法国外交部长
穆塞韦尼,position held,乌干达总统
塔耶布瓦,position held,乌干达总统
世界中国学大会·上海论坛,organizer,国务院新闻办公室
世界中国学大会·上海论坛,organizer,上海市人民政府
文化和旅游部,part of,国务院新闻办公室
中国社科院,part of,国务院新闻办公室
北京大学,part of,国务院新闻办公室
清华大学,part of,国务院新闻办公室
贵阳至成都高速公路,highway system,国家高速公路网
筑蓉高速,highway system,国家高速公路网
流感,has cause,新冠病毒
肺炎支原体感染,has cause,新冠病毒
韩中国人民志愿军烈士遗骸安葬仪式,located in the administrative territorial entity,沈阳
韩中国人民志愿军烈士遗骸安葬仪式,location,沈阳抗美援朝烈士陵园
韩中国人民志愿军烈士遗骸安葬仪式,commemorates,中华人民共和国国歌
沈阳抗美援朝烈士陵园,located in the administrative territorial entity,沈阳
中国人民解放军仪仗司,commemorates,中华人民共和国国歌
公安部,subsidiary,北京市公安局
北京市公安局,part of,公安部
中国共产党,founded by,毛泽东同志
国家服务业,subclass of,服务业
中央组织部,subsidiary,人力资源社会保障部
人力资源社会保障部,part of,中央组织部
四川电视节,located in the administrative territorial entity,成都
西部(重庆)科学城,located in the administrative territorial entity,重庆市
中华文明,location,中国历史研究院
薛生金,educated at,清华大学
太行山区,located in the administrative territorial entity,晋东南
淳熙,country,南宋
太行山,located in the administrative territorial entity,河北
南石门镇,located in the administrative territorial entity,信都区
柏乡县,located in the administrative territorial entity,邢台市
车辆段,item operated,铁道车辆
应季,location,乡村
保山市,located in the administrative territorial entity,云南
隆阳区,located in the administrative territorial entity,保山市
潞江镇,located in the administrative territorial entity,隆阳区
内江市,located in the administrative territorial entity,四川
雷切尔·墨菲,employer,牛津大学
徐建平,employer,国家发展改革委
泰顺县,located in the administrative territorial entity,温州市
泗溪镇,located in the administrative territorial entity,泰顺县
国家医保局,subsidiary,国家医保局规划财务和法规司
海阳市,located in the administrative territorial entity,烟台
威海乳山市,located in the administrative territorial entity,威海
伊拉克哈法亚天然气处理厂,country,伊拉克
伊拉克,member of,世界银行
扩员后的金砖大家庭,part of,金砖合作机制
新开发银行,part of,扩员后的金砖大家庭
釜山,located in the administrative territorial entity,韩国
英国,diplomatic relation,巴基斯坦
英国,diplomatic relation,赞比亚
巴基斯坦,diplomatic relation,英国
巴基斯坦,diplomatic relation,赞比亚
赞比亚,diplomatic relation,英国
赞比亚,diplomatic relation,巴基斯坦
曼尼托巴大学,country,加拿大
马丁·雅克,country of citizenship,英国
盖尼特拉大西洋自贸区,country,摩洛哥
戴卡北非工厂,country,摩洛哥
戴卡北非工厂,headquarters location,盖尼特拉大西洋自贸区
戴卡北非工厂,country,盖尼特拉
都柏林,twinned administrative body,爱
爱,twinned administrative body,都柏林
爱参议长,applies to jurisdiction,爱
爱,office held by head of government,爱参议长
爱,office held,爱参议长
韩志强,position held,中国驻泰国大使馆
武汉大学,located on terrain feature,珞珈山麓
武汉大学,located in or next to body of water,东湖水
武汉大学,located on terrain,珞珈山麓
生态环境部,subsidiary,生态环境系统
密云水库站,instance of,国家生态质量综合监测站
呼伦贝尔站,instance of,国家生态质量综合监测站
金华上黄站,instance of,国家生态质量综合监测站
生态环境部门,subsidiary,生态环境部
川青铁路,located in the administrative territorial entity,四川
祁连山,mountain range,青藏高原
长丰县,located in the administrative territorial entity,合肥
杨庙镇,located in the administrative territorial entity,长丰县
江淮,located in the administrative territorial entity,安徽
八路军,conflict,革命战争
舰载机飞行员,field of this occupation,舰载机飞行
尊干爱兵,subclass of,教育
切吉乡,located in the administrative territorial entity,共和县
卢布尔雅那大学,country,斯洛文尼亚
洛杉矶郡立美术馆,country,美国
伯明翰艺术博物馆,country,美国
颐和园,country,斯洛文尼亚
拙政园,country,斯洛文尼亚
留园,country,斯洛文尼亚
狮子林,country,斯洛文尼亚
巴塞罗那,country,西班牙
阿尔及利亚,diplomatic relation,西班牙
康斯坦丁,country,阿尔及利亚
红色娘子军,subclass of,芭蕾
美术,subclass of,视觉文化
杨柳青古镇,located in the administrative territorial entity,西青区
杨柳青年画馆,located in the administrative territorial entity,西青区
黄河,mouth of the watercourse,东海
中国科学院深圳先进技术研究院,located in the administrative territorial entity,深圳
深圳,located in the administrative,广东
10月,follows,9月
10月,follows,9
湖北,head of state,习近平总书记
恩施,located in the administrative territorial entity,湖北
丽江至香格里拉铁路,located in the administrative territorial entity,云南
迪庆藏族自治州,located in the administrative territorial entity,云南
丽江市,located in the administrative territorial entity,云南
玉龙纳西族自治县,located in the administrative territorial entity,迪庆藏族自治州
玉龙纳西族自治县,located in the administrative territorial entity,云南
香格里拉市,item operated,香格里拉站
香格里拉站,located in the administrative territorial entity,香格里拉市
昆明,located in the administrative territorial enti,云南
国家发展改革委,subsidiary,国家发展改革委投资司
国家发展改革委投资司,part of,国家发展改革委
圆环阵太阳射电成像望远镜,located in the administrative territorial entity,稻城县
雅万高铁,country,雅加达
大米,country of origin,马达加斯加
大米,country of origin,马
中泰两国,country,泰国
泰国,part of,中泰两国
中泰两国政府,country,泰国
中泰铁路合作项目一期,country,泰国
中泰铁路合作项目一期,part of,中泰铁路
朴振,country of citizenship,韩国
上川阳子,country of citizenship,日本
中日韩合作,participant,王毅
中日韩合作,participant,朴振
中日韩合作,participant,上川阳子
西安外国语大学,located in the administrative territorial entity,西安
伊,capital,巴格达
巴格达,country,伊
流感,subclass of,呼吸道病原体
习近平,movement,习近平法治思想
习近平,movement,习近平文化思想
长江经济带,location,江苏
黔南布依族苗族自治州,located in the administrative territorial entity,贵州
小七孔景区,located in the administrative territorial entity,黔南布依族苗族自治州
青西郊野公园,located in the administrative territorial entity,上海市
莒县,located in the administrative territorial entity,日照市
流浪地球2,genre,科幻
三体,genre,科幻
发动机,part of,飞机
全球重要农业文化遗产,conferred by,联合国粮农组织
乡村短视频,subclass of,短视频
党建引领,creator,习近平总书记
党建引领基层治理工作领导小组,founded by,习近平总书记
塔克拉玛干沙漠,located in the administrative territorial entity,新疆维吾尔自治区
且末县,located in the administrative territorial entity,塔克拉玛干沙漠
庄河市,located in the administrative territorial entity,辽宁
光明山镇,located in the administrative territorial entity,庄河市
何维,position held,农工党中央主席
2023世界文物古迹保护与利用博览会暨合作大会,located in the administrative territorial entity,成都
2023世界文物古迹保护与利用博览会暨合作大会,located in the administrative territorial entity,四川
市场监管总局,part of,国家市场监督管理总局
望江县,located in the administrative territorial entity,安徽
平顶山市,located in the administrative territorial entity,河南
辽阳市,located in the administrative territorial entity,辽宁
OneVillage,industry,农业大数据
习近平,member of political party,关系党
习近平同志,member of political party,关系党
环境史,subclass of,历史学
环境史学,subclass of,历史学
历史学,studies,历史
侯外庐,member of,中国社会科学院
侯外庐,occupation,历史学家
薛其坤,award received,巴克利奖
薛其坤,educated at,清华大学
薛其坤,employer,南方科技大学
薛其坤,educated,清华大学
国有企业,field of work,科技创新
定州,located in the administrative territorial entity,河北
国家体育总局,headquarters location,上海
2023中国足协杯,sports season of league or competition,中国足协杯
2023中国足协杯,winner,上海申花队
2023中国足协杯,number of participants,64
2024中国足协杯,sports season of league or competition,中国足协杯
2024中国足协杯,number of participants,64
国网荆州供电公司,headquarters location,荆州
荆州供电公司,headquarters location,荆州
水利部,subsidiary,水利部成都山地灾害与环境研究所
水利部成都山地灾害与环境研究所,part of,水利部
水利部成都山地灾害与环境研究所,part of,水利部成都山地灾害与环境研究所
中国南水北调集团有限公司,item operated,国家水网
突尼斯,capital,突尼斯城
突尼斯城,country,突尼斯
西迪布萨义德,country,突尼斯
地中海,basin country,突尼斯
苏拉威西省,capital,肯达里
肯达里,located in the administrative territorial entity,苏拉威西省
山度·玛利亚姆创新科技大学,country,孟加拉国
山度·玛利亚姆创新科技大学,located in the administrative territorial entity,达卡
山度·玛利亚姆—红河孔子课堂,country,孟加拉国
山度·玛利亚姆—红河孔子课堂,located in the administrative territorial entity,达卡
山度·玛利亚姆—红河孔子课堂,located in the administrative,达卡
衡山县,located in the administrative territorial entity,衡阳市
永和乡,located in the administrative territorial entity,衡山县
苏州,part of,长三角
宁波,part of,长三角
佛山,part of,长三角
东莞,part of,长三角
厦门,part of,长三角
曹晓阳,member of,中国工程院
张鹏,educated at,中国科学院大学
中国(绵阳)科技城国际科技博览会,instance of,科博会
证券时报,publisher,人民日报社
证券时报,inception,1993年11月27日
刘嘉麒院士,employer,中国科学院地质与地球物理研究所
刘嘉麒,employer,中国科学院地质与地球物理研究所
金坛区,located in the administrative territorial entity,常州市
直溪镇,located in the administrative territorial entity,金坛区
豫,shares border with,晋
晋,shares border with,豫
晋,shares border with,晋
黄河,located in the administrative territorial entity,豫
黄河,located in the administrative territorial entity,晋
彭阳,located in the administrative territorial entity,宁夏
彭阳县,located in the administrative territorial entity,宁夏
WY40,subclass of,挖掘机
刘志强,employer,国家统计局
工业企业利润数据,publisher,国家统计局
工业企业利润,publish,国家统计局
克里斯托弗·拉克森,position held,新西兰政府总理
新西兰政府总理,country,新西兰
新西兰,head of government,克里斯托弗·拉克森
新西兰,office held by head of government,新西兰政府总理
哈萨克斯坦,head of government,斯迈洛夫
哈萨克斯坦,head of state,习近平主席
哈萨克斯坦,member of,一带一路
斯迈洛夫,country of citizenship,哈萨克斯坦
斯克利亚尔,country,哈萨克斯坦
习近平主席,member of,中共中央政治局常委
共建“一带一路”,founded by,习近平主席
抚松县,located in the administrative territorial entity,白山市
东岗镇,located in the administrative territorial entity,抚松县
吴秋余,place of birth,北京
常泰长江大桥,located in the administrative territorial entity,常州市
国家盐碱地综合利用技术创新中心,affiliation,中国农业科学院
中国科学院大学,located in the administrative territorial entity,北京
普吉特湾,country,美国
塔科马市,country,美国
塔科马市,located in the administrative territorial entity,华盛顿州
福建省,located in the administrative territorial entity,美国
福州市,country,美国
福州市,country,中国
百年变局,participant,习近平主席
福鑫,country of citizenship,巴西
牛津大学,country,英国
罗伯特·沃克,country of citizenship,英国
罗伯特·沃克,employer,牛津大学
阿联酋乌姆盖万海水淡化项目,country,阿联酋
汇丰,country,英国
渣打,country,英国
阿斯利康,country,英国
塞尔维亚,office held by head of state,塞尔维亚总统
塞尔维亚总统,country,塞尔维亚
中国外文局,headquarters location,京
中国外文局,headquarters,京
拱辰街道,located in the administrative territorial entity,房山区
长阳镇,located in the administrative territorial entity,房山区
良乡镇,located in the administrative territorial entity,房山区
北京建工机施集团,headquarters location,北京市
蓬溪县,located in the administrative territorial entity,遂宁市
大石镇,located in the administrative territorial entity,蓬溪县
江门市,located in the administrative territorial entity,广东省
河北省委,applies to jurisdiction,河北省
海南省,executive body,海南省政府
海南省政府,applies to jurisdiction,海南省
中国环保行动,country,中国
敦煌研究院,located in the administrative territorial entity,敦煌
豫,part of,京津冀
于保月,located in the administrative territorial entity,西城区
未成年人保护法,signatory,习近平总书记
王鹏飞,position held,商务部电子商务和信息化司副司长
漳州市区,located in the administrative territorial entity,福建省
官浔镇,located in the administrative territorial entity,漳浦县
漳浦县,located in the administrative territorial entity,福建省
十二吐乡,located in the administrative territorial entity,林西县
深圳证券交易所,headquarters location,深圳
韩玉龙,award received,全国五一劳动奖章
韩玉龙,place of birth,化隆回族自治县
韩玉龙,award received,化隆
重庆市人民政府,located in the administrative territorial entity,重庆
启东市,located in the administrative territorial entity,江苏省
复旦大学,headquarters location,启东市
张江药谷,located in the administrative territorial entity,上海市
冯艾,country of citizenship,中华人民共和国
大国关系,participant,大国
清水绿岸,located in the administrative territorial entity,北京
吕梁山区,located in the administrative territorial entity,山西省
四川,office held by head of government,总书记
总书记,applies to jurisdiction,四川
东乡区,located in the administrative territorial entity,抚州
经开区,located in the administrative territorial entity,抚州
广西玉林制药集团有限责任公司,affiliation,商务部
广西玉林制药厂,affiliation,商务部
水库,subclass of,水域
北京市,legislative body,北京市十六届人大常委会
北京市十六届人大常委会,applies to jurisdiction,北京市
山东省政府,headquarters location,济南
山东省政府,applies to jurisdiction,山东
山东,executive body,山东省政府
交通银行,instance of,商业银行
江岸区,located in the administrative territorial entity,武汉
黎黄陂路,located in the administrative territorial entity,江岸区
巴西农业研究公司,country,巴西
巴西智库瓦加斯基金会,country,巴西
泰国政府,country,泰国
泰国工业部,country,泰国
杭州亚运会,sport,全民健身
宣威市,located in the administrative territorial entity,云南省
杨柳镇,located in the administrative territorial entity,宣威市
川黔,located in the administrative territorial entity,云南省
滇,located in the administrative territorial entity,云南省
德龙钢铁有限公司,headquarters location,邢台市
贺兰县,located in the administrative territorial entity,银川市
洪广镇,located in the administrative territorial entity,贺兰县
第一批主题教育,main subject,习近平新时代中国特色社会主义思想
永登县,located in the administrative territorial entity,兰州市
通远镇,located in the administrative territorial entity,永登县
洪都拉斯,part of,中美洲
神舟十五号载人飞船,part of,中国载人航天工程
传感器,part of,信息系统
人民日报记者说:好稿怎样写到位,author,费伟伟
普惠金融,subclass of,金融
涉外法治,subclass of,法律
深中通道,located in the administrative territorial entity,粤港澳大湾区
港珠澳大桥,carries,深中通道
港珠澳大桥,located in the administrative territorial entity,粤港澳大湾区
中山马鞍岛,located in the administrative territorial entity,粤港澳大湾区
中山大桥,carries,深中通道
中山大桥,located in the administrative territorial entity,粤港澳大湾区
伶仃洋大桥,located in the administrative territorial entity,粤港澳大湾区
西人工岛,located in the administrative territorial entity,粤港澳大湾区
海底隧道,carries,深中通道
海底隧道,located in the administrative territorial entity,粤港澳大湾区
住房城乡建设部,headquarters location,北京
2035年,follows,2025年
2025年,point in time,2035年
2023年第三季度中国货币政策执行报告,publisher,中国人民银行
华夏华润商业REIT,stock exchange,深交所
青白江,located in the administrative territorial entity,四川
阿坝藏族羌族自治州,located in the administrative territorial entity,四川
成都东站,connecting line,川青铁路
西宁站,connecting line,西宁铁路
三星堆,located in or next to body of water,青白江
镇江关站,located in or next to body of water,青白江
中国古羌城,located in or next to body of water,青白江
牟尼沟,located in or next to body of water,青白江
曼德海峡,country,埃塞俄比亚
吉布提,shares border with,埃塞俄比亚
吉布提,capital,亚的斯亚贝巴
吉布提,part of,非洲之角
吉布提,capital,吉布提市
埃塞俄比亚,diplomatic relation,吉布提
埃塞俄比亚,part of,非洲之角
埃塞俄比亚,capital,吉布提市
吉布提港口,located in the administrative territorial entity,吉布提
吉布提港口,country,埃塞俄比亚
吉布提港口,located in the administrative territorial entity,吉布提市
亚吉铁路,located in the administrative territorial entity,吉布提
亚吉铁路,country,埃塞俄比亚
亚吉铁路,terminus,亚的斯亚贝巴
亚吉铁路,terminus,吉布提港口
亚吉铁路,located,吉布提市
金砖扩员,part of,金砖大家庭
阿斯利康全球首席执行官,owned by,阿斯利康
梅达顺,position held,新加坡最高法院首席大法官
张军,member of political party,中共中央政治局
谭莫尼万,country of citizenship,柬埔寨
塞浦路斯议会,country,塞方
塞方,legislative body,塞浦路斯议会
沙特阿拉伯红海门户码头,country,沙特
沙特阿拉伯红海门户码头,located in the administrative territorial entity,吉达港
吉达港,country,沙特阿拉伯
中国邮政集团,political ideology,习近平新时代中国特色社会主义思想
中国载人航天工程办公室,located in the administrative territorial entity,香港
共青团中央,subsidiary,农业农村部
河北,capital,北京
北京交通大学,located in the administrative territorial entity,北京
北京科技大学,located in the administrative territorial entity,北京
北京林业大学,located in the administrative territorial entity,北京
中国地质大学,located in the administrative territorial entity,北京
香港特别行政区,executive body,澳门特别行政区政府
澳门特别行政区政府,applies to jurisdiction,香港特别行政区
香港,located in the administrative territorial entity,香港特别行政区
澳门,diplomatic relation,香港特别行政区
中国空间站,crew member(s),刘伯明
中国空间站,crew member(s),王亚平
中国空间站,crew member(s),陈冬
中国空间站,crew member(s),张陆
神舟十二号,part of,中国空间站
神舟十二号,crew member(s),刘伯明
神舟十二号,crew member(s),王亚平
