head,relation,tail
巴拉圭,diplomatic relation,巴西
巴拉圭,diplomatic relation,阿根廷
天水街道,located in the administrative territorial entity,拱墅区
海关总署,field of work,跨境电子商务
满足社会对食品安全的新要求,facet of,食品安全
道恩集团,headquarters location,烟台市
国家发展改革委,country,国家
应急管理部,subsidiary,应急管理部督导核查危化品企业
春,part of,四季
秋天,part of,四季
西溪,located in the administrative territorial entity,杭州
白菜,subclass of,菜蔬
菘,subclass of,菜蔬
三亚中央商务区,located in the administrative territorial entity,三亚
习近平,spouse,阮富仲
阮富仲,spouse,习近平
中越关系,participant,习近平
共建“一带一路”倡议,participant,习近平
王庭惠,position held,越南国会主席
阮富仲,position held,越南国会主席
胡志明,member of political party,越南共产党
越南共产党,founded by,胡志明
阮富仲,position held,越南社会主义共和国主席
习近平,position held,中国共产党中央委员会总书记
范明政,position held,越南社会主义共和国主席
王庭惠,position held,越南社会主义共和国主席
习近平夫人彭丽媛,spouse,武文赏夫人潘氏清心
武文赏夫人潘氏清心,spouse,习近平夫人彭丽媛
武文赏夫人潘氏清心,spouse,彭丽媛
彭丽媛,spouse,习近平夫人彭丽媛
戈利科娃,position held,俄罗斯副总理
马达加斯加共和国,head of state,习近平
马达加斯加共和国,capital,塔那那利佛
拉乔利纳,country of citizenship,马达加斯加共和国
塔那那利佛,country,马达加斯加共和国
人文哥伦比亚党,chairperson,阿纳丘里
阿纳丘里,member of political party,人文哥伦比亚党
因若若,position held,莫桑比克议会副议长
中共中央,subsidiary,国务院
国务院,subsidiary,中共中央
南京大屠杀遇难同胞纪念馆集会广场,located in the administrative territorial entity,南京
二季度,follows,一季度
三季度,follows,二季度
蒋作君,member of political party,致公党
蒋作君,member,致公党
深入推进长三角一体化发展座谈会,participant,习近平总书记
乐清,located in the administrative territorial entity,浙江
慈善法,country,中华民国
国家林草局,field of work,森林可持续
静海区,located in the administrative territorial entity,天津
2023年国家基本医疗保险、工伤保险、生育保险药品目录调整,point in time,2023年
招聘,subclass of,人力资源
2020年国家医保药品目录谈判,point in time,2020年
易县,located in the administrative territorial entity,保定市
独乐乡,located in the administrative territorial entity,易县
呼和浩特铁路局,part of,国家铁路集团有限公司
南麂岛,located in the administrative territorial entity,浙江省
新时代推动东北全面振兴座谈会,participant,习近平
习近平,significant event,新时代推动东北全面振兴座谈会
多式联运,subclass of,物流
麻豪口镇,located in the administrative territorial entity,公安县
第九届亚洲冬季运动会,location,亚布力
邮储银行河北雄安分行,owned by,邮储银行
双流区,located in the administrative territorial entity,成都
温江区,located in the administrative territorial entity,成都
成都轨道交通集团有限公司,headquarters location,成都
红桥区,located in the administrative territorial entity,天津市
和苑街道,located in the administrative territorial entity,红桥区
司法部全国戒毒工作先进个人称号,conferred by,司法部
虎牙藏族乡,located in the administrative territorial entity,平武县
中伟新材料,industry,制造业
中伟兴阳储能,industry,制造业
凯金新能源,industry,制造业
裕能新能源,industry,制造业
阮富仲,spouse,武文赏
武文赏,spouse,阮富仲
印度尼西亚中央统计局,country,印尼
印尼,central bank,印度尼西亚中央统计局
印尼,member of,亚洲开发银行
印尼,central bank,印尼央行
印尼,executive body,印尼政府
印尼经济,location,印尼
印尼央行,country,印尼
印尼政府,subsidiary,印度尼西亚中央统计局
印尼政府,applies to jurisdiction,印尼
朱美拉海滩,country,阿联酋
谢赫扎耶德大道,country,阿联酋
管克江 闫 梦,country of citizenship,阿联酋
阿联酋,diplomatic relation,阿塞拜疆
阿塞拜疆,diplomatic relation,阿联酋
以色列和巴勒斯坦冲突,location,加沙地带
培养用好青年科技人才,subclass of,青年科技人才
景德镇,located in the administrative territorial entity,千年瓷都
新能源汽车,manufacturer,宝马
新能源汽车,manufacture,宝马
珠江,mouth of the watercourse,长江
辽河,mouth of the watercourse,长江
松花江,mouth of the watercourse,长江
广西壮族自治区医疗保障局,applies to jurisdiction,广西壮族自治区
临海,located in the administrative territorial entity,台州市
东京奥运会,participant,汪周雨
王皓,sport,国际象棋
马群,sport,国际象棋
陈晨曦,member of sports team,浙江队
浙江队,league,中超
莫伊塞斯,member of sports team,浙江队
费莱尼,member of sports team,浙江队
范明政,position held,越南国家主席
王庭惠,position held,越南国家主席
中华人民共和国,office held by head of state,党中央
十四五,creator,习近平同志
遗体器官捐献人,subclass of,器官捐献
国家现代农业全产业链标准化示范基地,instance of,示范基地
卢映川,member of,文化和旅游部
墨脱乡,located in the administrative territorial entity,墨脱县
比亚迪,headquarters location,深圳
肯尼亚,office held by head of state,国家主席
肯尼亚,head of state,鲁托
肯尼亚,head of,鲁托
加莱韦勒镇,country,斯里兰卡
马哈威利河,country,斯里兰卡
希腊文化基金会,headquarters location,雅典城
莫特兰蒂,country of citizenship,南非
文物保护单位,field of work,文物保护
2024年新年招待会,location,中国国家博物馆
市发改委,applies to jurisdiction,海南省
北京,located in the administrative territorial entity,北京市
北京市,located in the administrative territorial entity,北京
河北省,capital,北京
元旦,follows,冬明春
蔬菜,manufacturer,菜农
应急管理部,headquarters location,北京
网络暴力,subclass of,网络戾气
杨翘楚文,notable work,社会消费品零售总额
新型工业化,subclass of,工业
网约车,subclass of,公交
绥德县,located in the administrative territorial entity,长于斯
长于斯,located in the administrative territorial entity,陕西省
谢华安,occupation,中国科学院院士
一辈子一件事,subclass of,工作
福清核电,item operated,华龙一号
华龙一号,part of,福清核电
玲龙一号,part of,福清核电
东北地区,part of,京津冀
民政部,subsidiary,全国老龄办
道外区,located in the administrative territorial entity,哈尔滨市
团结镇,located in the administrative territorial entity,道外区
三江镇,located in the administrative territorial entity,锦屏县
十二届全国人大五次会议,office contested,总书记
禾信,headquarters location,广东省
中国民航局,instance of,航空公司
慈湖高新区,located in the administrative territorial entity,马鞍山
仁怀市,located in the administrative territorial entity,遵义市
茅台镇,located in the administrative territorial entity,仁怀市
最高法,legislated by,最高人民法院
罗庄区,located in the administrative territorial entity,临沂市
傅庄街道,located in the administrative territorial entity,罗庄区
鄂尔多斯市,located in the administrative territorial entity,呼和浩特
洛江区,located in the administrative territorial entity,泉州市
城南路街道,located in the administrative territorial entity,天心区
重庆,head of government,习近平总书记
渝,located in the administrative territorial entity,重庆
垫江,located in the administrative territorial entity,重庆
云阳县,located in the administrative territorial entity,重庆
小西湖片区,located in the administrative territorial entity,南京市
万里街道,located in the administrative territorial entity,普陀区
中国电子科技集团公司第十四研究所,founded by,杨元
杨元,employer,中国电子科技集团公司第十四研究所
文化数字化,subclass of,文化产业
泰山新闻出版小镇,located in the administrative territorial entity,泰安市
泰山印刷博物馆,located in the administrative territorial entity,泰安市
阿塞拜疆,capital,迪拜
巴黎协定,part of,联合国气候变化框架公约
自监守自盗丑闻,location,大英博物馆
大英博物馆,director / manager,乔治·奥斯本
乔治·奥斯本,employer,大
戴尔·斯威里斯,spouse,康妮·斯威里斯
康妮·斯威里斯,spouse,戴尔·斯威里斯
匈牙利福林,country,匈牙利
匈牙利,currency,匈牙利福林
德国,central bank,德意志银行
德意志银行,country,德国
伊弗商业景气指数,country,德国
哈雷经济研究所,country,德国
奥利弗·霍特默勒,country of citizenship,德国
吴江浩,country of citizenship,日本
西凤酒,subclass of,白酒
昌江区,located in the administrative territorial entity,景德镇市
鲇鱼山镇,located in the administrative territorial entity,昌江区
三单乡,located in the administrative territorial entity,东阳市
南丰县,located in the administrative territorial entity,抚州市
宁晋县,located in the administrative territorial entity,河北省
前进镇,located in the administrative territorial entity,嫩江市
翟俊杰,place of birth,开封
欢迎来到麦乐村,original broadcaster,湖南卫视
贵州珍酒,headquarters location,贵州
中国—东盟信息港,located in the administrative territorial entity,广西
越南之行,participant,阮富仲
越南之行,participant,武文赏
越南之行,participant,习近平
武文,position held,越南国家主席
中越关系,participant,武文
中越关系,participant,阮黄英
阮黄英,position held,越共中央总书记
西索达,country of citizenship,柬埔寨
澜湄国家命运共同体,part of,东盟
澜湄国家命运共同体,part,东盟
胡莱吉,country of citizenship,沙特
巴盖里,country of citizenship,伊朗
特鲁特涅夫,country of citizenship,俄罗斯
中共中央对外联络部,office held by head of the organization,部长
刘建超,position held,部长
穆达瓦迪,country of citizenship,肯尼亚
周平剑,country of citizenship,肯尼亚
青羊区,located in the administrative territorial entity,重庆
诺瓦克,position held,俄罗斯副总理
中俄能源合作委员会,chairperson,丁薛祥
中共中央,subsidiary,中共中央政治局
中共中央政治局,part of,中共中央
石泰峰,member of,中共中央
石泰峰,member of,中共中央政治局
习近平,member of,中共中央
中国共产党,part of,中共中央
民主党派,part of,中国共产党
工商联,part of,中国共产党
人民日报社,headquarters location,北京
何维,member of political party,农工党
杨震,member of political party,中国农工民主党
杨震,member of political party,农工党
习近平总书记,relative,习近平同志
习近平同志,relative,习近平总书记
铜陵白姜种植系统,heritage designation,全球重要农业文化遗产
仙居古杨梅群复合种养系统,heritage designation,全球重要农业文化遗产
全球重要农业文化遗产,conferred,联合国粮农组织
一冬日的阳光洒满中车,owned by,株洲电力机车有限公司
株洲电力机车有限公司,item operated,一冬日的阳光洒满中车
鲁迅,notable work,从百草园到三味书屋
从百草园到三味书屋,author,鲁迅
广西壮族自治区,located in the administrative territorial entity,广西
广西,located in the administrative territorial entity,广西壮族自治区
广西来宾东糖集团有限公司,headquarters location,广西
广西壮族自治区工业和信息化厅,applies to jurisdiction,广西
中国气象局,subsidiary,中国气象局应急减灾与公共服务司
刘爱华,employer,国家统计局
刘爱华,position held,新闻发言人
拜登总统,position held,国家主席
阿联酋艾尔达芙拉光伏电站,country,阿联酋
阿联酋艾尔达芙拉光伏电站,located in the administrative territorial entity,迪拜
鲁斯塔姆,country of citizenship,塔吉克斯坦
佐基尔佐达,country of citizenship,塔吉克斯坦
乌斯蒙佐达,country of citizenship,塔吉克斯坦
中国,diplomatic relation,约旦
约旦,diplomatic relation,中国
约旦,member of,阿拉伯国家联盟
约旦,head of state,阿卜杜拉二世
约旦,part of,中东
阿拉伯国家联盟,located on terrain feature,中东
阿卜杜拉二世,country of citizenship,约旦
资溪县,located in the administrative territorial entity,江西省
丹棱县,located in the administrative territorial entity,四川省
国家能源局,subsidiary,国家防灾减灾救灾委员会办公室
北京交通大学,field of work,高等教育
当阳市,located in the administrative territorial entity,湖北省
窑湾小学,located in the administrative territorial entity,当阳市
半月小学,located in the administrative territorial entity,当阳市
龙台小学,located in the administrative territorial entity,当阳市
光明路站,connecting line,上海地铁11号线
嫦娥五号工程,vehicle,神舟十一号载人飞船
神舟十一号载人飞船,part of,嫦娥五号工程
桑梓,located in the administrative territorial entity,广东
支付宝,item operated,支付宝搜 医保
龙腾大湾,depicts,改革开放
碧海长虹,depicts,改革开放
笔墨,subclass of,中国画
莲花山,located in the administrative territorial entity,深圳
埃米尔纳瓦夫,country of citizenship,科威特
埃米尔米沙勒,country of citizenship,科威特
艾哈迈德,country of citizenship,科威特
国务院令,author,国务院总理
中国人民银行,office held by head of the organization,国务院总理
华润集团,founded by,王祥明
王祥明,employer,华润集团
木里藏族自治县,located in the administrative territorial entity,凉山彝族自治州
改革开放,start time,2012年11月15日
改革开放,end time,2012年12月7日
恩里克·杜塞尔,employer,墨西哥国立自治大学
爱德华多·雷加拉多,employer,古巴国际政策研究中心
拉乔利纳,position held,马达加斯加共和国总统
拉乔利纳总统就职典礼,participant,拉乔利纳
拉乔利纳总统就职典礼,location,塔那那利佛
布朗利,country of citizenship,新西兰
2024年,point in time,2023年
淄博,located in the administrative territorial entity,贵州
国家卫生健康委,subsidiary,中国疾控中心
中国疾控中心,part of,国家卫生健康委
中国空间站梦天实验舱,located in the administrative territorial entity,上海
长征六号甲运载火箭,located in the administrative territorial entity,上海
越山川,highway system,国道
习水县,located in the administrative territorial entity,遵义市
隆兴镇,located in the administrative territorial entity,习水县
人民网,instance of,邮箱
CHINA EXPORT & CREDIT INSURANCE CORPORATION 22ND ANNIVERSARY,instance of,ANNIVERSARY
中共中央总书记,different from,国家主席
国家主席,different from,中共中央总书记
阮富仲,position held,越南共中央总书记
米兰国际手工艺博览会,country,意大利
米兰国际手工艺博览会,located in the administrative territorial entity,米兰
米兰,country,意大利
中国文化和旅游部,country,中国
阿佤山,located in the administrative territorial entity,临沧市
惠州市,located in the administrative territorial entity,广东省
惠东县,located in the administrative territorial entity,惠州市
宝口镇,located in the administrative territorial entity,惠东县
人民日报社,country,中华人民共和国
中华人民共和国,main regulatory text,中华人民共和国宪法
中华人民共和国宪法,country,中华人民共和国
中国人民保险,owned by,中国人民人寿保险股份有限公司
舞阳县,located in the administrative territorial entity,漯河市
贾湖遗址,located in the administrative territorial entity,漯河市
北舞渡镇,located in the administrative territorial entity,舞阳县
三角镇,located in the administrative territorial entity,<unk>江区
汉代海昏侯国遗址国家考古遗址公园,located in the administrative territorial entity,南昌市
海昏侯刘贺,place of burial,汉代海昏侯国遗址国家考古遗址公园
回民区,located in the administrative territorial entity,呼和浩特市
冼星海,educated at,星海音乐学院
冼星海,notable work,星海星海
共建“一带一路”,participant,徐建平
霞云岭乡,located in the administrative territorial entity,房山区
龙岩,located in the administrative territorial entity,泉州
国家粮食和物资储备局,subsidiary,国家防灾减灾救灾委员会
水利部,subsidiary,国家防灾减灾救灾委员会
中国国际名酒博览会,located in the administrative territorial entity,宜宾
西三环,located in the administrative territorial entity,北京市
香港特别行政区行政长官,part of,特别行政区政府
李家超,position held,香港特别行政区行政长官
贺一诚,position held,澳门特别行政区行政长官
基里巴斯,head of state,习近平主席
改革开放,facet of,社会主义市场经济体制
社会主义市场经济体制,facet of,改革开放
社会主义市场经济体制,facet,改革开放
朴明浩,position held,朝鲜外务省副相
切尔内申科,position held,俄罗斯副总理
中俄总理定期会晤委员会,chairperson,何立峰
中俄总理定期会晤委员会,chairperson,切尔内申科
顾学明,employer,商务部国际贸易经济合作研究院
白雅婷,employer,商务部国际贸易经济合作研究院
恩吉伦特,country of citizenship,卢旺达
卡加梅,country of citizenship,卢旺达
执政党总书记,country,卢旺达
全国妇联,secretary general,黄晓薇
黄晓薇,member of political party,全国妇联
统一党,chairperson,巴孔戈
巴孔戈,member of political party,统一党
达特卡—克明输变电线项目,country,吉尔吉斯斯坦
克明,country,吉尔吉斯斯坦
鲍卫忠,date of birth,1976年6月
盛秋平,position held,商务部副部长
国务院办公厅,subsidiary,中央网信办
国家防灾减灾救灾委员会办公室,subsidiary,中国气象局
文物和文化遗产,subclass of,文化遗产
文物和文化遗产,sub,文化遗产
蒸湘区,located in the administrative territorial entity,衡阳市
呆鹰岭镇,located in the administrative territorial entity,蒸湘区
中国船舶集团,item operated,梦想”号
开阳县,located in the administrative territorial entity,贵阳市
2024年元旦春节送温暖,point in time,2024年
雄安,located in the administrative territorial entity,京津冀
雄安,located in the administrative territorial entity,京津
良庆区,located in the administrative territorial entity,南宁市
江苏,shares border with,上海
阳澄湖大闸蟹,country of origin,江苏
上海,shares border with,江苏
苏州轨道交通11号线,located in the administrative territorial entity,上海
上海轨道交通11号线,located in the administrative territorial entity,上海
骨折,subclass of,老年常见病
串点成线,part of,中老铁路
三府村,located in the administrative territorial entity,北票市
洪江市,located in the administrative territorial entity,怀化市
天星寺镇,located in the administrative territorial entity,巴南区
鼎山街道,located in the administrative territorial entity,江津区
三台县,located in the administrative territorial entity,绵阳市
三元镇,located in the administrative territorial entity,三台县
樊振东,member of,国际乒联
王楚钦,member of,国际乒联
马龙,member of,国际乒联
林高远,member of,国际乒联
孙颖莎,member of,国际乒联
王曼昱,member of,国际乒联
陈梦,member of,国际乒联
王艺迪,member of,国际乒联
杭州亚运会,participant,曾文蕙
杭州亚运会,participant,科维尔
杭州亚运会,participant,莱亚尔
杭州亚运会,participant,西矢花
科维尔,country of citizenship,澳大利亚
莱亚尔,country of citizenship,巴西
西矢花,country of citizenship,巴西
崔宸曦,country of citizenship,巴西
北流市,located in the administrative territorial entity,广西
国家发展改革委,part of,国家发展改革系统
盐碱荒滩,located in the administrative territorial entity,山东
东营,located in the administrative territorial entity,山东
2023年国有企业应用场景发布会,point in time,12月18日
汕尾市,located in the administrative territorial entity,广东
海丰县,located in the administrative territorial entity,汕尾市
丰顺县,located in the administrative territorial entity,梅州市
崇川区,located in the administrative territorial entity,南通市
虹桥街道,located in the administrative territorial entity,崇川区
南京大屠杀,country,日本
日本,diplomatic relation,中国
侵华日军,country,日本
南京,country,日本
生物质能,subclass of,可再生能源
印尼国家电力公司,country,印度尼西亚
第八届开罗国际食品和包装展,country,埃及
第八届开罗国际食品和包装展,location,开罗国际会展中心
开罗国际会展中心,country,埃及
艾哈迈德·萨米尔,country of citizenship,埃及
埃及和国际公司,country,埃及
奇幻小道,country,西班牙
奇幻小道,located in the administrative territorial entity,马德里
奇幻小道,instance of,可持续旅游
里约热内卢,country,玻利维亚
玻利维亚,capital,里约热内卢
乌尤尼盐沼,country,玻利维亚
乌尤尼盐沼,located in the administrative territorial entity,波托西省
波托西省,located in the administrative territorial entity,玻利维亚
波托西省,located in the administrative territorial,玻利维亚
斯里兰卡供水部,country,斯里兰卡
佩拉德尼亚大学,country,斯里兰卡
斯供水部,country,斯里兰卡
苏力雅,country,蒙古国
蒙古国,capital,苏力雅
布达佩斯动植物园,country,匈牙利
孙杰,country of citizenship,匈牙利
硕什·安德烈,country of citizenship,匈牙利
生态环境部,part of,国务院
国家林草局,subsidiary,中国林业科学研究院
番禺区,located in the administrative territorial entity,广州市
石楼镇,located in the administrative territorial entity,番禺区
城口县,located in the administrative territorial entity,重庆市
南海,located in the administrative territorial entity,海南
海南,located in or next to body of water,南海
甘肃,shares border with,青海
临夏州,located in the administrative territorial entity,甘肃
积石山县,located in the administrative territorial entity,临夏州
李强,position held,中共中央总书记
李强,position held,国家主席
李强,position held,中央军委主席
阿卜杜勒法塔赫·塞西,position held,阿拉伯埃及共和国总统
九龙街道,located in the administrative territorial entity,胶州市
涉县,located in the administrative territorial entity,胶州市
地震,point in time,12月18日
地震,located in the administrative territorial entity,甘肃
地震,located in the administrative territorial entity,青海
中共中央政治局常委,chairperson,习近平
中央书记处,chairperson,习近平
蔡奇,member of,中央书记处
习近平,member of,中共中央政治局常委
习近平,member of,中央书记处
北京市,instance of,超大城市
中宣部,located in the administrative territorial entity,北京
中宣部,located,北京
国家发展改革委会,headquarters location,北京
韩震,educated at,北京师范大学
大河家镇,located in the administrative territorial entity,积石山县
石塬镇,located in the administrative territorial entity,积石山县
中川乡,located in the administrative territorial entity,民和县
维尔维达基斯,country of citizenship,希腊
希腊,office held by head of state,国家主席
维尔维达基斯,country,希腊
彼得斯,position held,新西兰副总理兼外长
纳瓦夫埃米尔,country of citizenship,科威特
纳瓦夫埃米尔,place of death,科威特城
科威特埃米尔,country of citizenship,科威特
科威特埃米尔,place of death,科威特城
赣州国际陆港,located in the administrative territorial entity,江西省
赣州国际陆港货运场站,connecting line,赣州国际陆港
马塞卢,country,莱索托
莱索托,capital,马塞卢
莱索托,head of government,马特凯恩
马特凯恩,country of citizenship,莱索托
优势特色产业集群,subclass of,农业
海南国际旅游岛欢乐节,location,海南商业航天发射场
海南商业航天发射场,significant event,海南国际旅游岛欢乐节
实施更加积极、更加开放、更加有效的人才政策,applies to jurisdiction,辽宁
物联网,instance of,信息技术
生成式人工智能,subclass of,信息技术
公交线网,instance of,信息技术
杨 阳文,employer,住房城乡建设部
中共中央国务院关于加强新时代老龄工作的意见,legislated by,中共中央国务院
农业强省,located in the administrative territorial entity,陕西省
国家图书馆,part of,北京大学
天津图书馆,part of,北京大学
天一阁博物馆,located in the administrative territorial entity,宁波市
北京大学,subsidiary,国家图书馆
中核集团,subsidiary,中核工程
大理,located in the administrative territorial entity,云南
潍城区,located in the administrative territorial entity,潍坊市
香港,country,中华人民共和国
何善衡,country of citizenship,中华人民共和国
梁<unk>琚,country of citizenship,中华人民共和国
何添,country of citizenship,中华人民共和国
利国伟,country of citizenship,中华人民共和国
柯家井路,located in the administrative territorial entity,广安区
山东半岛,located in the administrative territorial entity,内蒙古
万源市,located in the administrative territorial entity,四川省
两当县,located in the administrative territorial entity,甘肃省
艾哈迈德·哈提卜,country of citizenship,沙特阿拉伯
韩国,member of,经济合作与发展组织
韩国,diplomatic relation,经合组织
韩国,central bank,美联储
经济合作与发展组织,founded by,韩国
经合组织,diplomatic relation,韩国
韩国,diplomatic,经合组织
中国海军,item operated,淄博舰
中国海军,item operated,荆州舰
中国海军,item operated,千岛湖舰
淄博舰,part of,中国海军
荆州舰,part of,中国海军
千岛湖舰,part of,中国海军
巴基斯坦,capital,卡拉奇
纳菲斯·艾哈迈德·汗,employer,联合国粮食及农业组织
玛蒂尔达·穆维弥,employer,联合国粮食及农业组织
屈四喜,employer,联合国粮食及农业组织
卢安然,employer,世界银行中国
奥利弗·沃内卡,employer,世界银行中国
拉库托松·菲利贝尔,employer,世界银行中国
王亚华,employer,清华大学
宁乡市,located in the administrative territorial entity,长沙市
楚天科技,headquarters location,宁乡
广西百色铁路,located in the administrative territorial entity,广西
昆明铁路,located in the administrative territorial entity,广西
浏阳市,located in the administrative territorial entity,湖南省
磐石大峡谷,located in the administrative territorial entity,浏阳市
<unk>水,located in the administrative territorial entity,陕西
沙颍河,located in the administrative territorial entity,河南省
新能源汽车,powered by,动力电池
动力电池,part of,新能源汽车
奥尔特加,position held,尼加拉瓜总统
积石山,located in the administrative territorial entity,甘肃
罗培新作,educated at,华东政法大学
王小洪,position held,国务院副总理
吴政隆,position held,国务院副总理
西双版纳,located in the administrative territorial entity,云南
玉溪,located in the administrative territorial entity,云南
景洪市,located in the administrative territorial entity,云南
西双版纳州,located in the administrative territorial entity,云南
西山区,located in the administrative territorial entity,云南
西平县,located in the administrative territorial entity,驻马店市
杨庄乡,located in the administrative territorial entity,西平县
国务院侨务办公室,located in the administrative territorial entity,北京
何报翔,member of political party,民革
王少峰,employer,人力资源和社会保障部
人力资源和社会保障部,chairperson,王少峰
泸州,located in the administrative territorial entity,四川
李超,occupation,新闻发言人
中华人民共和国,office held by head of state,中国国家主席
中国国家主席,country,中华人民共和国
奥尔特加通电话,participant,习近平
奥尔特加通电话,participant,奥尔特加
中尼关系,country,中华人民共和国
中尼关系,country,尼加拉瓜共和国
中尼关系,participant,习近平
中尼,diplomatic relation,尼加拉瓜共和国
尼加拉瓜共和国,diplomatic relation,中华人民共和国
尼加拉瓜共和国,head of state,习近平
尼加拉瓜共和国,head of state,奥尔特加
奥尔特加,country of citizenship,尼加拉瓜共和国
尼加拉瓜,diplomatic relation,中华人民共和国
米·弗·米舒斯京,position held,俄罗斯联邦政府总理
普京,position held,俄罗斯联邦政府总理
菲律宾,diplomatic relation,仁爱礁
马纳罗通,country of citizenship,菲律宾
仁爱礁,diplomatic relation,菲律宾
乌兹别克斯坦,head of government,阿里波夫
阿里波夫,country of citizenship,乌兹别克斯坦
纳尔巴耶娃,country of citizenship,乌兹别克斯坦
图尔季莫夫,country of citizenship,乌兹别克斯坦
高云龙,position held,中国和平发展基金会理事长
赛冲,position held,中国和平发展基金会理事长
奥尔特加通电话,participant,习近平主席
中尼关系,participant,习近平主席
中尼关系,participant,奥尔特加
塞内加尔,head of government,恩迪亚耶
恩迪亚耶,country of citizenship,塞内加尔
赵美心,position held,美国联邦众议员
考萨尔·阿卜杜拉·马利克,country of citizenship,巴基斯坦
古哈尔·伊贾兹,country of citizenship,巴基斯坦
中央组织部,chairperson,习近平同志
积石山,located in the administrative territorial entity,青海
化隆,located in the administrative territorial entity,临夏州
循化,located in the administrative territorial entity,临夏州
官亭镇,located in the administrative territorial entity,循化
中川乡,located in the administrative territorial entity,循化
来宾市,located in the administrative territorial entity,广西
云州区,located in the administrative territorial entity,大同
2023北京马拉松,instance of,马拉松赛场上
北京稻香村,instance of,马拉松赛场上
北京马拉松,instance of,马拉松赛场上
新龙门客栈,instance of,越剧
曹雪盟,member of political party,中国共产党
最高法,instance of,法律
民政部,instance of,法律
长效智能胰岛素,subclass of,胰岛素
艾尔肯·吐尼亚孜,position held,自治区主席
桐柏县,located in the administrative territorial entity,河南省
新时代,part of,中国特色社会主义
中共党史党建学,subclass of,哲学社会科学
深入学习贯彻习近平总书记关于涉外法治工作的重要论述,author,习近平
国家综合立体交通网,subclass of,交通运输
国家发展改革委,subsidiary,市场监管总局
中华人民共和国,ethnic group,葡语国家
澳门特别行政区政府,country,中华人民共和国
澳门特别行政区政府,head of government,贺一诚
澳门特别行政区政府,head of government,崔世安
升旗仪式,country,中华人民共和国
升旗仪式,participant,贺一诚
升旗仪式,participant,何厚<unk>
升旗仪式,participant,崔世安
澳门回归祖国,country,中华人民共和国
贺一诚,country of citizenship,中华人民共和国
何厚<unk>,country of citizenship,中华人民共和国
崔世安,country of citizenship,中华人民共和国
刘显法,country of citizenship,中华人民共和国
林庆华,country of citizenship,中华人民共和国
高开贤,country of citizenship,中华人民共和国
岑浩辉,country of citizenship,中华人民共和国
西咸新区,located in the administrative territorial entity,西安
泾河新城,located in the administrative territorial entity,西咸新区
<unk>茶镇,located in the administrative territorial entity,西咸新区
通辽,located in the administrative territorial entity,内蒙古自治区
锡林郭勒,located in the administrative territorial entity,内蒙古自治区
考拉悠然,headquarters location,成都市
成都高校,located in the administrative territorial entity,成都市
<unk>震,employer,人民日报社
习近平总书记关于品牌建设的重要指示精神,author,习近平总书记
中国移动通信集团有限公司,subsidiary,中国移动
董昕,employer,中国移动通信集团有限公司
任友群,position held,教育部学位管理与研究生教育司司长
文化和旅游部,subsidiary,国家文物局
余杭良渚,located in the administrative territorial entity,浙江
神木石<unk>,located in the administrative territorial entity,陕西
