head,relation,tail
徐一<unk>,country of citizenship,比利时
弗列根,country of citizenship,比利时
多勒海德,country of citizenship,美国
环城生态区,located in the administrative territorial entity,成都市
天府艺术公园,located in the administrative territorial entity,成都市
蓉宝,located in the administrative territorial entity,四川
2023年圣保罗国际消费类电子及家用电器产品展览会,country,巴西
2023年圣保罗国际消费类电子及家用电器产品展览会,located in the administrative territorial entity,圣保罗
乌克兰危机,location,乌克兰
俄罗斯,member of,北约
珀勒德布尔,country,尼泊尔
纳拉扬·卡吉·什雷斯塔,country of citizenship,尼泊尔
卡塔尔航空公司,member of,国际航协
埃及,office held by head of state,埃及总统
埃及,diplomatic relation,利比亚
埃及,diplomatic relation,南苏丹
埃及,member of,阿拉伯国家联盟
埃及总统,country,埃及
塞西,position held,埃及总统
埃塞俄比亚,diplomatic relation,埃及
利比亚,diplomatic relation,埃及
南苏丹,diplomatic relation,埃及
法基,member of,阿拉伯国家联盟
农业科技,subclass of,科技
中国,member of,石油输出国组织
海赛姆·盖斯,employer,石油输出国组织
中共一大会址,located in the administrative territorial entity,上海
上海广富林文化遗址,located in the administrative territorial entity,上海
阿纳斯·艾勒布凯,position held,叙利亚经济和对外贸易部国际经济合作司司长
索马里,office held by head of government,叙利亚经济和对外贸易部国际经济合作司司长
上海硅产业集团股份有限公司,headquarters location,上海
中国式现代化关键核心技术攻关,subclass of,关键核心技术攻关
意外伤害保险,subclass of,保险
健康保险,subclass of,保险
中国保险行业协会,industry,保险
杰青基金,conferred by,国家自然科学基金委员会
孤山路,located in the administrative territorial entity,杭州
猫屎咖啡馆,located in the administrative territorial entity,杭州
临江市,located in the administrative territorial entity,吉林省
鸭绿江,located in the administrative territorial entity,吉林省
江河,located in the administrative territorial entity,吉林省
菲律宾,head of state,杜特尔特
杜特尔特,country of citizenship,菲律宾
中菲关系,country,菲律宾
中菲关系,participant,杜特尔特
黄峥,position held,中华人民共和国驻密克罗尼西亚联邦特命全权大使
黄峥,position held,中华人民共和国驻乌兹别克斯坦共和国特命全权大使
姜岩,position held,中华人民共和国驻乌兹别克斯坦共和国特命全权大使
于骏,position held,中华人民共和国驻乌兹别克斯坦共和国特命全权大使
中国经济半年报,publisher,国家统计局
夏粮,subclass of,农业
2023年中国经济半年报,point in time,2023年
国家统计局,subsidiary,国民经济综合统计司
国民经济综合统计司,part of,国家统计局
付凌晖,employer,国家统计局
李慧,employer,国家统计局
刘元春,educated at,上海财经大学
上海财经大学,chairperson,刘元春
赵乐际,member of political party,中国共产党
米罗诺夫,member of political party,公正俄罗斯—爱国者—为了真理
米罗诺夫,member of political party,中国共产党
普京总统,member of political party,中国共产党
中国共产党,office held by head of the organization,全国人大常委会委员长
经济社会全面恢复常态化运行,part of,国民经济
巴宜区,located in the administrative territorial entity,林芝市
柴堡镇,located in the administrative territorial entity,馆陶县
夏粮,subclass of,秋粮
国家统计局,field of work,宏观经济
改革开放,location,中国经济
社会主义核心价值观,discoverer or inventor,习近平同志
共建“一带一路”追求的互联互通目标,facet of,共建“一带一路”
黑龙江,capital,哈尔滨
哈尔滨,located in the administrative territorial entity,黑龙江
白雅婷,position held,联合国开发计划署驻华代表
撒哈拉沙漠,continent,非洲
萨赫勒,continent,非洲
新西兰,central bank,澳新银行
奥克兰,country,新西兰
澳新银行,country,新西兰
滨海省,located in the administrative territorial entity,赤几
巴塔市,country,赤几
巴塔市,located in the administrative territorial entity,滨海省
延边,located in the administrative territorial entity,吉林
延吉市,located in the administrative territorial entity,延边朝鲜族自治州
珲春市,located in the administrative territorial entity,延边朝鲜族自治州
阜成门内大街,located in the administrative territorial entity,西城区
白塔寺,located in the administrative territorial entity,西城区
西城区,located in the administrative territorial entity,北京
京雄大桥,located in the administrative territorial entity,北京
京雄大桥,crosses,永定河
湖北,located in or next to body of water,黄淮
舟山港,located in the administrative territorial entity,宁波
江苏,shares border with,浙江
泰山,located in the administrative territorial entity,江苏
徐 之文,field of work,新能源汽车
游泳救生员,field of this occupation,游泳
四川省,shares border with,广西
四川省,shares border with,重庆
四川省,shares border with,贵州
四川省,shares border with,云南
四川省,shares border with,西藏
云南省,shares border with,广西
云南省,shares border with,重庆
云南省,shares border with,四川
云南省,shares border with,贵州
云南省,shares border with,云南
云南省,shares border with,西藏
广西,shares border with,四川省
广西,shares border with,云南省
广西,shares border with,云南
重庆,shares border with,广西
四川,shares border with,广西
贵州,shares border with,云南省
贵州,shares border with,云南
党的十八大,start time,2013年8月19日
党的十八大,end time,2016年4月19日
纳西民族乡,located in the administrative territorial entity,芒康县
芒康盐井盐田,located in the administrative territorial entity,芒康县
彭新华,educated at,中国科学技术大学
周颖,educated at,同济大学
邹丽,educated at,大连理工大学
杨振宁,educated at,中国科学技术大学
施一公,educated at,中国科学技术大学
谢晓亮,educated at,中国科学技术大学
朱玉贤,educated at,北京大学
城郊乡,located in the administrative territorial entity,虞城县
张丹峰,field of work,制图
中国文化源远流长,facet of,中华文明
中华文明,instance of,历史悠久
塔拉滩,located in the administrative territorial entity,海南藏族自治州
戈壁荒滩,located in the administrative territorial entity,海南藏族自治州
海南州,located in the administrative territorial entity,青海省
中国中车集团,subsidiary,中国中车
长海县,located in the administrative territorial entity,大连
大长山岛,located in the administrative territorial entity,辽宁
大连长海供电分公司,located in the administrative territorial entity,大连
天津师范大学,located in the administrative territorial entity,天津
白云区,located in the administrative territorial entity,广州市
2024年,point in time,2024年1月
古荡街道,located in the administrative territorial entity,西湖区
芙蓉区,located in the administrative territorial entity,长沙市
湖南博物院,located in the administrative territorial entity,长沙市
长沙市博物馆,located in the administrative territorial entity,长沙市
民政部,located in the administrative territorial entity,北京
四川广播电视台,headquarters location,四川
七星关区,located in the administrative territorial entity,毕节市
澳大利亚,capital,珀斯
2023年女足世界杯,participant,中国女足
陈艺文,country of citizenship,日本
昌雅妮,country of citizenship,日本
杨昊,country of citizenship,日本
练俊杰,country of citizenship,日本
锦官新城,located in the administrative territorial entity,武侯区
成都大运会,located in the administrative territorial entity,四川省
临安区人民法院,located in the administrative territorial entity,杭州市
浙江法院,located in the administrative territorial entity,杭州市
中科大苏州高等研究院,located in the administrative territorial entity,苏州
苏州大学,named after,苏州
安头屯镇,located in the administrative territorial entity,香河县
营口市,located in the administrative territorial entity,辽宁
营口市,located in the administrative territorial entity,辽宁省
坡头区,located in the administrative territorial entity,湛江市
南三岛,located in the administrative territorial entity,湛江市
广西,located in or next to body of water,北部湾
左江,located in the administrative territorial entity,广西
郁江,located in the administrative territorial entity,广西
北江,located in the administrative territorial entity,广西
南渡江,located in the administrative territorial entity,广西
昌化江,located in the administrative territorial entity,广西
万泉河,located in the administrative territorial entity,广西
威宁彝族回族苗族自治县,located in the administrative territorial entity,毕节市
石门乡,located in the administrative territorial entity,威宁彝族回族苗族自治县
地铁站,country,巴西
地铁站,located in the administrative territorial entity,圣保罗
圣保罗公共安全秘书处,country,巴西
法尔汉·哈克,position held,联合国秘书长副发言人
古特雷斯,position held,联合国秘书长副发言人
贝尔伯克,position held,德国外交部长
玛加丽塔·罗夫莱斯,position held,西班牙国防大臣
南非电力系统,country,南非
南非国家电力公司,country,南非
南非政府,country,南非
南非经济研究局,country,南非
暖武里府,located in the administrative territorial entity,泰国
英国,diplomatic relation,冰山
英国,legislative body,英国议会
英国司法部,country,英国
冰山,diplomatic relation,英国
英国议会,country,英国
纽约,country,联合国
联合国,headquarters location,纽约
联合国,secretary general,李军华
李军华,employer,联合国
忠清北道,capital,清州市
清州市,located in the administrative territorial entity,忠清北道
叙州区,located in the administrative territorial entity,宜宾市
朱治国,award received,全国优秀组织工作干部
咸阳市,located in the administrative territorial entity,陕西省
长武县,located in the administrative territorial entity,咸阳市
枣园镇,located in the administrative territorial entity,长武县
调查研究,subclass of,调研
核心阅读,subclass of,文学
核心阅读,sub,文学
永远玩具店,genre,儿童文学
秦始皇陵跪射俑,time period,西周
府东,located in the administrative territorial entity,常州
莫高窟,located in the administrative territorial entity,金黄
美丽中国,subclass of,生态文明
习近平关于治水的重要论述,publisher,人民出版社
政协第十四届全国委员会第六次主席会议,chairperson,王沪宁
盛秋平,employer,商务部
通州区,located in the administrative territorial entity,北京
生态环境部,applies to jurisdiction,北京市
发明专利,facet of,知识产权
姜各庄镇,located in the administrative territorial entity,乐亭县
阿尔及利亚民主人民共和国,head of state,阿卜杜勒马吉德·特本
阿卜杜勒马吉德·特本,country of citizenship,阿尔及利亚民主人民共和国
吉尔吉斯斯坦和平基金会,chairperson,阿齐姆·达尼克耶夫
阿齐姆·达尼克耶夫,member of,吉尔吉斯斯坦和平基金会
中柬关系,country,中国
中柬关系,country,柬埔寨
茶胶省,located in the administrative territorial entity,柬埔寨
周达观,country of citizenship,中国
周恩来,country of citizenship,中国
西哈努克太皇,country of citizenship,中国
莫尼列,country of citizenship,中国
习近平,position held,美国总统气候问题特使克里
基辛格,country of citizenship,美国
基辛格,position held,国务卿
汉南,position held,孟加拉国空军参谋长
基里巴斯,office held by head of state,基里巴斯总统
基里巴斯总统,country,基里巴斯
塔内希·马茂,position held,基里巴斯总统
新时代新征程党,political ideology,习近平新时代中国特色社会主义思想
社会主义市场经济,subclass of,经济
黎平县,located in the administrative territorial entity,黔东南苗族侗族自治州
肇兴侗寨,located in the administrative territorial entity,黎平县
董经纬,position held,中央人民政府驻香港特别行政区维护国家安全公署署长
香炉山街道,located in the administrative territorial entity,高新区
广东,shares border with,广西
广西,shares border with,广东
普陀区,located in the administrative territorial entity,上海
万代南梦宫文化中心,located in the administrative territorial entity,上海
十三五,follows,十三五
张明瑟文,notable work,电力安全保供
屏南县,located in the administrative territorial entity,福建
延川县,located in the administrative territorial entity,陕西
晋城市,located in the administrative territorial entity,山西
传统村落,subclass of,文化遗产
章金媛,date of birth,1929年5月
李老,located in the administrative territorial entity,虞城县
刘庄村,located in the administrative territorial entity,虞城县
扣河子镇,located in the administrative territorial entity,库伦旗
新华字典,language of work or name,现代汉语
吕廷安,educated at,江苏省戏剧学校
中国科学院,subsidiary,中国科学院古脊椎动物与古人类研究所
中国科学院古脊椎动物与古人类研究所,part of,中国科学院
周口店遗址,occupant,中国科学院古脊椎动物与古人类研究所
江西省科技厅,located in the administrative territorial entity,南昌
中国特色社会主义,discoverer or inventor,总书记
中国特色社会主义,discoverer or,总书记
金融,part of,国家安全
国民经济,instance of,经济
经济结构,facet of,经济
制造业,part of,经济
外贸,part of,经济
宁国市,located in the administrative territorial entity,安徽省
青龙乡,located in the administrative territorial entity,宁国市
人形机器人,subclass of,机器人
广西壮族自治区人民政府,headquarters location,南宁
南沙新区,located in the administrative territorial entity,广州
越城区,located in,绍兴市
龙文区,located in the administrative territorial entity,漳州
蓝田街道,located in the administrative territorial entity,龙文区
新能源汽车,subclass of,新能源
广州仲裁委员会,headquarters location,广州
广州仲裁委,headquarters location,广州
数据存储,subclass of,数据
观山湖区,located in the administrative territorial entity,贵阳市
金阳街道,located in the administrative territorial entity,观山湖区
果洛藏族自治州,located in the administrative territorial entity,青海省
达日县,located in the administrative territorial entity,果洛藏族自治州
青藏高原,located in the administrative territorial entity,青海省
人力资源社会保障部,subsidiary,人力资源社会保障部百日千万招聘专项行动
人力资源社会保障部百日千万招聘专项行动,organizer,人力资源社会保障部
小龙坎街道,located in the administrative territorial entity,沙坪坝区
雄安新区,located in the administrative territorial entity,北京市
宕昌县,located in the administrative territorial entity,甘肃省
宕昌,located in the administrative territorial entity,甘肃省
龙泉驿区,located in the administrative territorial entity,成都市
东安湖体育公园,located in the administrative territorial entity,龙泉驿区
成都大学,located in the administrative territorial entity,成都市
成都大运会,location,东安湖体育公园
东安湖体育公园,significant event,成都大运会
成都大运会,instance of,大运会
乌克兰问题公开会,participant,耿爽
联合国可持续发展高级别政治论坛部长级会议,participant,古特雷斯
连日来,country,塞浦路斯
地中海,basin country,塞浦路斯
塞浦路斯,located in or next to body of water,地中海
尼科西亚,located in or next to body of water,地中海
尼科西亚,country,塞浦路斯
乔治·克里斯托弗鲁,country of citizenship,塞浦路斯
西兰岛,country,丹麦
沃尔丁堡市,country,丹麦
德国,located in the administrative territorial entity,欧盟
比利时,located in the administrative territorial entity,欧盟
瑞典,located in the administrative territorial entity,欧盟
埃克斯杰尔,country,瑞典
印尼国家电力公司,country,印尼
李军华,position held,联合国副秘书长
联合国2030年可持续发展议程,main subject,联合国2030年可持续发展目标
联合国2030年可持续发展议程,main subject,联合国2030年可持续发展
荣成,located in the administrative territorial entity,山东
国务院国资委,subsidiary,国资委规划发展局
国资委规划发展局,part of,国务院国资委
日照市,located in the administrative territorial entity,山东
林州市,located in the administrative territorial entity,河南省
太行山,located in the administrative territorial entity,河南省
商朝,head of state,武丁
武丁,family,商朝
西哈莫尼,country of citizenship,柬埔寨
改革开放,creator,习近平主席
新时代,follows,党的十八大
习近平总书记在全国生态环境保护大会,participant,习近平总书记
阿德利,member of political party,埃及共产党
习近平主席,position held,国务卿
李显龙,member of political party,新加坡人民行动党
习近平主席,member of political party,新加坡人民行动党
李强,member of political party,新加坡人民行动党
西哈努克太皇,country of citizenship,柬埔寨
西哈努克太皇,position held,柬埔寨首相
周恩来总理,country of citizenship,柬埔寨
诺罗敦·西哈莫尼,country of citizenship,柬埔寨
诺罗敦·西哈莫尼,position held,柬埔寨首相
莫尼列太后,country of citizenship,柬埔寨
洪森顶风冒雪“逆行”访华,country,柬埔寨
南非总统府,country,南非
恩特沙韦尼,position held,南非总统府
恩特沙韦尼,country of citizenship,南非
肯尼亚,diplomatic relation,南非
南非,executive body,南非总统府
威沙努,position held,泰国副总理
加里萨,country,肯尼亚
阿尔及利亚,head of state,特本
特本,country of citizenship,阿尔及利亚
刚果(布),capital,黑角市
黑角市,country,刚果(布)
杜文战,position held,越南祖国阵线中央委员会主席
阮富仲,position held,越南祖国阵线中央委员会主席
克里,position held,美国总统
一季度,follows,上半年
郭婷婷,position held,商务部副部长
装备制造业,subclass of,制造业
装备制造业,sub,制造业
人民日报,headquarters location,福建省
郑场镇,located in the administrative territorial entity,绥阳县
传统工艺,subclass of,非物质文化遗产
中国共产党,history of topic,历史
历史,facet of,中国共产党
高质量发展,part of,社会主义现代化强国
海口新海港综合交通枢纽站,instance of,口岸
黄山区,located in the administrative territorial entity,黄山市
新明乡,located in the administrative territorial entity,黄山区
汪村镇,located in the administrative territorial entity,休宁县
正乙祠戏楼,located in the administrative territorial entity,北京
中国运输生产指数,publisher,交通运输部科学研究院
人民推进治国理政,creator,习近平同志
文化传承发展座谈会,participant,习近平同志
焦裕禄,member of political party,共产党人
廖俊波,member of political party,共产党人
黄大发,member of political party,共产党人
县域,part of,经济社会发展
经济社会发展,creator,习近平总书记
新型城镇化,subclass of,城镇化
二十届中央政治局第三次集体学习,participant,习近平总书记
财政部,subsidiary,财政部国库支付中心
财政部国库支付中心,part of,财政部
长江三峡集团有限公司,country,中国
海上风电场,country,中国
海上风电场,located in the administrative territorial entity,福建
绿电,subclass of,电能
国家能源局,located in the administrative territorial entity,北京
孙邦,military branch,中国人民解放军陆军
伊犁哈萨克自治州,located in the administrative territorial entity,新疆维吾尔自治区
巩留县,located in the administrative territorial entity,伊犁哈萨克自治州
上海市网信办,located in the administrative territorial entity,上海
大连市城市管理局,located in the administrative territorial entity,大连市
大连市,capital,沈阳
大连市纪委监委,applies to jurisdiction,大连市
王博,occupation,移民管理警察
汝官窑遗址,heritage designation,全国重点文物保护单位
全国妇联,subsidiary,全国青少年爱国主义读书教育活动
中国国家版本馆,director / manager,陈 斌
杨致俭,instrument,古琴
科技部,subsidiary,科技部火炬中心
小店区,located in the administrative territorial entity,太原市
龙城街道,located in the administrative territorial entity,小店区
热射病,subclass of,中暑
热射病,subclass,中暑
南昌,located in the administrative territorial entity,江西省
江西省,capital,南昌
仁寿县,located in the administrative territorial entity,四川省
黄河,located in the administrative territorial entity,山东
黄河,located in the administrative territorial entity,福建
镇江,located in the administrative territorial entity,江苏
丹徒区,located in the administrative territorial entity,镇江
达坂城区,located in the administrative territorial entity,新疆
万里河山,located in or next to body of water,黄河
万里河山,located in the administrative territorial entity,江苏
生态环境部,subsidiary,水利部
2023年世界游泳锦标赛,point in time,2023年
陈芋汐,sport,跳水
全红婵,sport,跳水
水域,sport,跳水
水球,sport,跳水
高台跳水,sport,跳水
陈国豪,place of birth,成都
方佳晨,place of birth,成都
邹阳,place of birth,成都
矣进宏,place of birth,成都
影像中国,headquarters location,安徽省
珀斯,country,澳大利亚
2023年女足世界杯,location,伊甸公园体育场
2023年女足世界杯,number of participants,32
2023年女足世界杯,number of matches played/races/starts,64
2023年女足世界杯,organizer,国际足联
伊甸公园体育场,located in the administrative territorial entity,珀斯
伊甸公园体育场,country,新西兰
伊甸公园体育场,located in the administrative territorial entity,奥克兰
新西兰队,country for sport,新西兰
挪威队,country for sport,新西兰
澳大利亚队,country for sport,澳大利亚
爱尔兰队,country,澳大利亚
李轩豪,country of citizenship,中国
卞相壹,country of citizenship,韩国
成都大运会,location,成都
成都大运会,instance of,世界大学生夏季运动会
西村康稔,position held,日本经济产业大臣
美国司法部,applies to jurisdiction,美国
美方飞机强行送往美国,country,美国
美式跨国绑架,country,美国
美方跨国绑架行径,country,美国
美国执法部门,applies to jurisdiction,美国
氮氧化物,has cause,空气污染
氨,has cause,空气污染
世界卫生组织,subsidiary,联合国儿童基金会
联合国儿童基金会,affiliation,世界卫生组织
新冠大流行,organizer,世界卫生组织
曼兹拉,country,希腊
莱夫特里斯·帕察里斯,country of citizenship,希腊
巴西教育部,country,巴西
坎皮纳斯州立大学,country,巴西
巴西国家公共安全秘书处,country,巴西
荔湾区,located in the administrative territorial entity,广州市
云山,located in the administrative territorial entity,广东省
珠水,located in the administrative territorial entity,广东省
靳灵展,position held,全国人大代表
优秀传统文化,subclass of,中华优秀传统文化
胡同口,located in the administrative territorial entity,北京市
儿童智能手表,subclass of,智能手表
丽水市,located in the administrative territorial entity,浙江省
丽水法院,located in the administrative territorial entity,丽水市
中国动画,subclass of,动画
中国动画,subclass,动画
铁笼山,author,厉慧良
坐楼杀惜,author,厉慧良
三月不知肉味,part of,韶
韶,language of work or name,周语
王光祈,country of citizenship,中国
耕地保护,facet of,农业
毛泽东主席,position held,国家主席
周恩来总理,position held,国家主席
尼克松总统,country of citizenship,美国
新时代中国特色社会主义,subclass of,马克思主义
生态文明,part of,社会主义现代化国家
习近平,member of political party,中共中央
王东峰,member of political party,中共中央政治局常委
中国,instance of,多民族国家
多民族国家,subclass of,国家
中华民族,country,中国
中华民族,part of,多民族国家
中华民族,chairperson,习近平总书记
中国,part of,多民族国家
日方早已预设核污染水排海的结果,instance of,自欺欺人
阿尔及利亚东西高速,country,阿尔及利亚
阿尔及利亚,diplomatic relation,突尼斯
阿特拉斯山脉,country,阿尔及利亚
突尼斯,diplomatic relation,阿尔及利亚
塔里夫省,located in the administrative territorial entity,阿尔及利亚
哈夫谢·贝纳拉尔,country of citizenship,阿尔及利亚
地中海,basin country,阿尔及利亚
福岛核污染水排海计划,instance of,核污染水
陈吉宁,member of,中共中央政治局
杨柳青镇,located in the administrative territorial entity,天津市
吴忠,located in the administrative territorial entity,宁夏
闽宁镇,located in the administrative territorial entity,永宁县
国家发展改革委,chairperson,习近平同志
马依彤,employer,中国科学院
邓景辉,employer,中国科学院
刘中民,employer,中国科学院
李桂科,employer,中国科学院
李德生,employer,中国科学院
陈章,employer,中国科学院
范代娣,employer,中国科学院
柯卫东,employer,中国科学院
袁守根,employer,中国科学院
唐立梅,employer,中国科学院
北京,part of,京津冀
延安,country,中华人民共和国
华北抗日根据地,country,中华人民共和国
中国共产党人,country,中华人民共和国
中共中央政治局,country,中华人民共和国
余江区,located in the administrative territorial entity,鹰潭市
杨翘楚文,field of work,科技创新
天山明月城,located in the administrative territorial entity,乌鲁木齐市
新疆国际大巴扎景区,located in the administrative territorial entity,乌鲁木齐市
喀什古城景区,located in the administrative territorial entity,喀什市
清水镇,located in the administrative territorial entity,昭化区
平江历史文化街区,located in the administrative territorial entity,苏州
朱芝松,position held,上海市委常委
康马县,located in the administrative territorial entity,日喀则市
潮州,located in the administrative territorial entity,广东
广济桥,located in the administrative territorial entity,广东
潮州市,located in the administrative territorial entity,广东
稳压器,part of,核反应堆
博鳌亚洲论坛第二届创新与知识产权保护会议,location,广州
电子科技大学,located in the administrative territorial entity,成都
广元市,located in the administrative territorial entity,四川
王柳懿,country of citizenship,日本
王芊懿,country of citizenship,日本
王宗源,country of citizenship,日本
龙道一,country of citizenship,日本
发展全过程人民民主,subclass of,社会主义民主
宪法,country,中华人民共和国
中华人民共和国,main regulatory text,宪法
民主选举,country,中华人民共和国
眉山市,located in the administrative territorial entity,四川
文宫镇,located in the administrative territorial entity,仁寿县
青云谱区,located in the administrative territorial entity,南昌市
洪都街道,located in the administrative territorial entity,青云谱区
洪科社区,located in the administrative territorial entity,洪都街道
嘉峪关市,located in the administrative territorial entity,甘肃省
嘉峪关,located in the administrative territorial entity,甘肃省
国网保定供电公司,owned by,河北电力
青州,located in the administrative territorial entity,山东
南阳湖,located in the administrative territorial entity,山东
青州博物馆,located in the administrative territorial entity,山东
讲解应着力挖掘文物丰富的内涵,subclass of,讲解
讲解应着力挖掘文物丰富的内涵,subclass,讲解
神舟十六号,crew member(s),景海鹏
神舟十六号,crew member(s),朱杨柱
神舟十六号,crew member(s),桂海潮
景海鹏,astronaut mission,神舟十六号
朱杨柱,astronaut mission,神舟十六号
中国科学院,subsidiary,中国科学院空间应用中心
中国科学院空间应用中心,part of,中国科学院
青羊区,located in the administrative territorial entity,成都
中国新疆国际民族舞蹈节,located in the administrative territorial entity,乌鲁木齐
新疆艺术剧院,located in the administrative territorial entity,乌鲁木齐
青岛啤酒,headquarters location,青岛
张丹峰,spouse,汪哲平
汪哲平,spouse,张丹峰
椰影斑驳间,located in the administrative territorial entity,海口市
教育部,subsidiary,人力资源社会保障部
李娟,educated at,北京林业大学
新时代城市建设者管理者之家,located in the administrative territorial entity,上海
技工院校,subclass of,职业院校
盘古矿山大模型,developer,山东能源集团
盘古矿山大模型,developer,华为
盘古矿山大模型,developer,华为公司
晋商银行,headquarters location,香港
德国,instance of,国家
雷弗超市,country,德国
美国疾病控制和预防中心,country,美国
华盛顿州,located in the administrative territorial entity,美国
怀俄明州,located in the administrative territorial entity,美国
美国疾控中心,country,美国
美国国家药物滥用研究所,country,美国
美国卫生与公共服务部,country,美国
芬太尼,country of origin,美国
荷兰,continent,欧洲
西西里岛,located in the administrative territorial entity,意大利
西西里岛,continent,欧洲
撒丁岛,located in the administrative territorial entity,意大利
撒丁岛,continent,欧洲
利卡塔,country,意大利
巴利阿里群岛,located in the administrative territorial entity,意大利
巴利阿里群岛,continent,欧洲
加泰罗尼亚,located in the administrative territorial entity,意大利
加泰罗尼亚,continent,欧洲
阿拉贡,located in the administrative territorial entity,意大利
阿拉贡,continent,欧洲
沙特阿拉伯,diplomatic relation,阿拉伯联合酋长国
沙特阿拉伯,diplomatic relation,卡塔尔
沙特阿拉伯,diplomatic relation,乌兹别克斯坦
沙特阿拉伯,diplomatic relation,土库曼斯坦
沙特阿拉伯,diplomatic relation,塔吉克斯坦
沙特阿拉伯,diplomatic relation,吉尔吉斯斯坦
沙特阿拉伯,diplomatic relation,哈萨克斯坦
阿拉伯联合酋长国,diplomatic relation,沙特阿拉伯
乌兹别克斯坦,diplomatic relation,沙特阿拉伯
土库曼斯坦,diplomatic relation,沙特阿拉伯
塔吉克斯坦,diplomatic relation,沙特阿拉伯
吉尔吉斯斯坦,diplomatic relation,沙特阿拉伯
哈萨克斯坦,diplomatic relation,沙特阿拉伯
土耳其中央银行,headquarters location,安卡拉
土耳其央行,headquarters location,安卡拉
米纳斯吉拉斯州,located in the administrative territorial entity,巴西
贝洛奥里藏特市,country,巴西
贝洛奥里藏特市,located in the administrative territorial entity,米纳斯吉拉斯州
亚马孙雨林,country,巴西
强制扫码,subclass of,扫码支付
新能源汽车,manufacturer,中国电子信息产业发展研究院
金水区,located in the administrative territorial entity,郑州市
塔克拉玛干沙漠,instance of,沙漠
塔克拉玛干沙漠,instance,沙漠
北京外国语大学,country,中华人民共和国
五星红旗,applies to jurisdiction,中华人民共和国
北京城,country,中华人民共和国
人民大会堂,country,中华人民共和国
大卫·柯鲁克,country of citizenship,中华人民共和国
熊猫小四,part of the series,动物与孩子
耕地,subclass of,粮食
何卫东,position held,中央军委副主席
新时代新征程,creator,习近平主席
超大特大城市,located in the administrative territorial entity,北京
科学普及,subclass of,科普
农业农村部,subsidiary,国务院新闻办
国家外汇管理局,office held by head of the organization,新闻发言人
王春英,position held,新闻发言人
顺水,located in the administrative territorial entity,山东
中华文明,subclass of,中华文化
中华文化,subclass of,中华文明
南非,diplomatic relation,埃塞俄比亚
埃塞俄比亚,diplomatic relation,南非
埃塞俄比亚,head of government,阿比
阿比,country of citizenship,埃塞俄比亚
王东明,member of,中华全国总工会
赵英民,position held,生态环境部副部长
联合国气候变化框架公约,main subject,气候变化
巴黎协定,main subject,气候变化
伦敦,instance of,首都
古沛勤,member of,英中贸易协会
约翰内斯堡,country,南非
马沙蒂莱,country of citizenship,南非
马派拉,country of citizenship,南非
新疆生产建设兵团党委,part of,中共中央政治局
