head,relation,tail
周乃翔,position held,省委副书记
景如月,employer,新华社
中央广播电视总台,owned by,新华社
馆陶镇,located in the administrative territorial entity,馆陶县
馆陶县,located in the administrative territorial entity,石家庄
杨丰山村,located in the administrative territorial entity,仙居县
物联网,subclass of,新一代信息技术
大数据,subclass of,新一代信息技术
安昌古镇,located in the administrative territorial entity,绍兴
国家历史文化名城,subclass of,历史文化遗产
京华大地,located in the administrative territorial entity,北京
山区,located in the administrative territorial entity,重庆市
库区,located in the administrative territorial entity,山区
江南水乡,located in or next to body of water,长江
牛栏洞遗址,located in or next to body of water,黄河
贾湖遗址,located in or next to body of water,黄河
牛栏洞遗址,located in or next to body of,黄河
长江,instance of,母亲河
长江,mouth of the watercourse,大江
<unk>鱼圈区,located in the administrative territorial entity,营口市
人民网,instance of,平台
新洲区,located in the administrative territorial entity,武汉
西昌卫星发射中心,place served by transport hub,武汉
武汉国家航天产业基地,located in the administrative territorial entity,武汉
常德,located in the administrative territorial entity,湖南
武陵区,located in the administrative territorial entity,常德
永安街道,located in the administrative territorial entity,武陵区
武陵区大数据应急指挥中心,located in the administrative territorial entity,常德
绥芬河,located in the administrative territorial entity,黑龙江
京东亚洲一号青岛物流园,owned by,京东
安吉尔集团,chief executive officer,刘魁壮
刘魁壮,employer,安吉尔集团
马山县,located in the administrative territorial entity,南宁市
古零镇,located in the administrative territorial entity,马山县
新莱特,owned by,光明乳业
阿拉达高原,country,贝宁
贝蒂耶·盖迪贝,country of citizenship,贝宁
中国商务部,item operated,中国国际进口博览会
埃塞俄比亚,member of,非洲联盟
中国国家疾病预防控制局,country,中国
中国东方航空集团有限公司,business division,中国商飞
中国商飞,owned by,中国东方航空集团有限公司
人力资源社会保障部,subsidiary,国家医保局
社区卫生服务中心,subclass of,医疗卫生服务
国家卫生健康委,field of work,医疗卫生服务
医生,field of this occupation,医疗卫生服务
薏米,part of,中医
红枣,part of,中医
芡实,part of,中医
心房颤动,symptoms and signs,静脉血栓
荣昌生物制药,headquarters location,烟台
国家税务总局,applies to jurisdiction,贵州省
贵州省税务局,applies to jurisdiction,贵州省
北京银行,currency,人民币
明月山,located in the administrative territorial entity,江西
梅江,located in the administrative territorial entity,广东
杨万里,country of citizenship,南宋
花荞,subclass of,荞麦
绿荞,subclass of,荞麦
安踏集团,field of work,体教
武威市,located in the administrative territorial entity,甘肃
民勤县,located in the administrative territorial entity,武威市
腾格里沙漠,located in the administrative territorial entity,甘肃
乔灌草,subclass of,林草
经济恢复,part of,高质量发展
高质量发展,part of,经济恢复
魏东,educated at,中国人民大学
白净卫,educated at,中国人民大学
魏楚同台,educated at,中国人民大学
阿拉山口站,located in the administrative territorial entity,阿拉山口
天津港欧亚国际集装箱码头,part of,天津港
红其拉甫口岸,located in the administrative territorial entity,新疆
中国(新疆)自由贸易试验区总体方案,applies to jurisdiction,新疆
朔黄铁路,part of,朔黄铁路
朔黄铁路,part,朔黄铁路
亚太经合组织,history of topic,亚太世纪
亚太世纪,facet of,亚太经合组织
玛娅·斯特法诺维奇,country of citizenship,塞尔维亚
玛娅·斯特法诺维奇,country of citizenship,塞尔
马尔代夫,head of state,习近平
布基纳法索,continent,非洲
科特迪瓦,continent,非洲
塞浦路斯劳动人民进步党,chairperson,斯蒂芬努
斯蒂芬努,member of political party,塞浦路斯劳动人民进步党
谢赫·哈西娜,country of citizenship,孟加拉国
艾尔肯·巴依达洛夫,country of citizenship,中国
中华文明,subclass,文明
安东尼奥·阿戈什蒂纽·内图博士国际机场,country,安哥拉
安东尼奥·阿戈什蒂纽·内图博士国际机场,place served by transport hub,罗安达
中国国家大剧院,located in the administrative territorial entity,北京
大建,creator,习近平总书记
大建大治,creator,习近平总书记
实体经济服务,facet of,实体经济
邹佳琪,member of sports team,中国体育代表团
邱秀萍,member of sports team,中国体育代表团
润津沽,mouth of the watercourse,滦河
2023媒体融合发展论坛,main subject,媒体融合发展
义乌市,located in the administrative territorial entity,金华市
江南水乡,located in the administrative territorial entity,浦江县
京东,industry,线上线下平台
天猫,industry,线上线下平台
苏宁易购,industry,线上线下平台
王旭东,position held,故宫博物院院长
习近平,notable work,全国宣传思想文化工作会议
全国宣传思想文化工作会议,participant,王旭东
全国宣传思想文化工作会议,participant,习近平
习近平总书记,notable work,全国宣传思想文化工作会议
文化传承发展座谈会,participant,王旭东
无障碍环境建设检察公益诉讼,main regulatory text,中华人民共和国无障碍环境建设法
何其委,educated at,江苏师范大学
重庆市,executive body,重庆市人民政府
重庆市人民政府,applies to jurisdiction,重庆市
宽城传统板栗栽培系统,heritage designation,全球重要农业文化遗产
风云地球,instance of,气象卫星
铸牢中华民族共同体意识,creator,习近平总书记
全面建设社会主义现代化国家,subclass of,社会主义现代化
盘活红军长征历史,facet of,长征
赫山区,located in the administrative territorial entity,益阳市
桥南农贸市场,located in the administrative territorial entity,益阳市
滨州,located in the administrative territorial entity,山东
阳信县,located in the administrative territorial entity,滨州
四合新村,located in the administrative territorial entity,阳信县
方塘乡,located in the administrative territorial entity,宁国市
瓶窑镇,located in the administrative territorial entity,余杭区
绥芬河市,located in the administrative territorial entity,黑龙江省
反电信网络诈骗法,instance of,法律
阳城县,located in the administrative territorial entity,晋城市
太行,located in the administrative territorial entity,山西省
太岳,located in the administrative territorial entity,山西省
沁河,located in the administrative territorial entity,山西省
丹河,located in the administrative territorial entity,山西省
金山,located in the administrative territorial entity,山西省
能源安全,facet of,经济社会发展
链家,industry,房产经纪
vivo X系列,manufacturer,vivo
vivo X系列,manufacture,vivo
国网山东省电力公司,headquarters location,济南
淄博,located in the administrative territorial entity,济南
江蓝生,member of,中国社会科学院
白马镇,located in the administrative territorial entity,溧水区
晶桥镇,located in the administrative territorial entity,溧水区
滨州,located in the administrative territorial entity,山东省
淄博,located in the administrative territorial entity,山东省
东营,located in the administrative territorial entity,山东省
潍坊,located in the administrative territorial entity,山东省
桓台县,located in the administrative territorial entity,淄博
古树,subclass of,树木
2023年英国伦敦世界旅游交易会,point in time,2023年
第七届沙特阿拉伯“未来投资倡议”大会,country,沙特阿拉伯
第七届沙特阿拉伯“未来投资倡议”大会,location,利雅得
沙特阿拉伯,member of,世界银行
世界银行,chairperson,班加
班加,employer,世界银行
萨利·阿卜杜拉,country of citizenship,沙特阿拉伯
嘉吉公司,country,美国
安博泰,country of citizenship,美国
浙江省政府,applies to jurisdiction,浙江
美国,capital,旧金山
旧金山,office held by head of government,美国总统
新能源汽车,subclass of,经济
黑龙江,located in the administrative territorial entity,国家
陕西,located in the administrative territorial entity,国家
新疆,located in the administrative territorial entity,国家
民营企业,subclass of,企业
丁伯婕,place of birth,上海
渤中19—6气田,located on terrain feature,渤海
马营镇,located in the administrative territorial entity,贵南县
中国数字乡村发展报告,main subject,数字乡村
肯尼思·哈蒙德,employer,新墨西哥州立大学
中国,member of,亚太经合组织
亚太经合组织,founded by,习近平主席
李鸿忠,member of political party,中国共产党
布兰东,member of political party,中国共产党
共建“一带一路”倡议,country,阿根廷
2023年亚太经合组织会议,participant,丽贝卡·玛丽亚
丽贝卡·玛丽亚,employer,亚太经合组织可持续能源中心
纽森,position held,加州州长
西爪哇省,located in the administrative territorial entity,印度尼西亚
法比尤斯,country of citizenship,法国
高大伟,country of citizenship,法国
越秀区,located in the administrative territorial entity,广州市
美中关系,country,美国
比尔·盖茨,country of citizenship,美国
费城交响乐团,country,美国
经营管理风险,subclass of,风险
经营管理风险,风险,subclass of
经营管理风险,subclass of,subclass of
精神医学,studies,精神卫生
张佳莹文,field of work,可再生能源
中国—上海合作组织地方经贸合作示范区,located in the administrative territorial entity,青岛
冯夏庭,educated at,东北工学院
林韵梅,educated at,东北大学
林韵梅,educated at,东北工学院
核电设备国产化联合研发中心,headquarters location,深圳
中广核,located in the administrative territorial entity,深圳
中国一重,headquarters location,深圳
哈尔滨电气,headquarters location,深圳
反应堆压力容器,subclass of,核电设备
德州市,located in the administrative territorial entity,山东
陵城区,located in the administrative territorial entity,德州市
姜周华,educated at,百年东北大学
新兴市场国家,part of,新兴市场国家和发展中国家群体性崛起
新兴市场国家和发展中国家群体性崛起,part of,新兴市场国家和发展中国家群体性崛起
新兴市场国家和发展中国家群体性崛起,part of,新兴市场国家和发展中国家人口占全球大多数
新兴市场国家和发展中国家人口占全球大多数,part of,新兴市场国家和发展中国家群体性崛起
社会主义现代化国家,creator,习近平总书记
实施乡村振兴战略,creator,党中央
实施乡村振兴战略,creator,习近平总书记
党中央,notable work,实施乡村振兴战略
习近平总书记,notable work,实施乡村振兴战略
乡村振兴,part of,社会主义现代化
乡村振兴,part,社会主义现代化
洪雅县,located in the administrative territorial entity,眉山市
西部科学城,located in the administrative territorial entity,科学城
西部科学城,located in the administrative,科学城
淳安县,located in the administrative territorial entity,杭州
庆隆社区,located in the administrative territorial entity,拱墅区
蠡园经济开发区,located in the administrative territorial entity,无锡
湖北省人民政府,located in the administrative territorial entity,武汉
武汉市人民政府,applies to jurisdiction,湖北
武汉市人民政府,located in the administrative territorial entity,武汉
南沙,located in the administrative territorial entity,广州
江城,located in the administrative territorial entity,武汉市
江城,located in the administrative territorial entity,湖北
荆楚,located in the administrative territorial entity,武汉市
谢锋,position held,国家主席
新时代,creator,习近平
两岸企业家峰会社团,founded by,习近平
西林县,located in the administrative territorial entity,百色市
桔乡,located in the administrative territorial entity,西林县
十三届全国人大一次会议,start time,2018年3月
重庆励颐拓软件有限公司,headquarters location,重庆市
满江红,instance of,电影
流浪地球2,instance of,电影
孤注一掷,instance of,电影
刘爱华,member of,国务院新闻办
刘爱华,position held,国民经济综合统计司司长
刘爱华,member,国务院新闻办
国家医保局,instance of,医保部门
塔里木盆地,located in the administrative territorial entity,北京
南卡罗来纳州,located in the administrative territorial entity,美国
习近平,position held,中国国家副主席
洛杉矶港,country,美国
澳大利亚,capital,堪培拉
澳大利亚,member of,亚太经合组织
堪培拉,country,澳大利亚
亚太经合组织,founded by,澳大利亚
亚太经合组织,headquarters location,堪培拉
匈牙利,diplomatic relation,中国
匈牙利,head of government,欧尔班
中国,diplomatic relation,匈牙利
中国,head of government,欧尔班
匈牙利,continent,欧尔
斯特拉孔市,country,美国
斯特拉孔市,located in the administrative territorial entity,华盛顿州
穆里,residence,斯特拉孔市
穆里,country of citizenship,美国
北京冬奥会,participant,穆里
中美元首会晤,participant,习近平主席
中美元首会晤,participant,拜登
亚太经合组织第三十次领导人非正式会议,participant,习近平主席
亚太经合组织第三十次领导人非正式会议,participant,拜登
美中元首会晤,participant,习近平主席
齐塞克迪,country of citizenship,刚果(金)
金苏卡变电站,country,刚果(金)
金苏卡变电站,located in the administrative territorial entity,金沙萨
硅谷,country,美国
肯尼亚非洲政策研究所,country,肯尼亚
肯尼亚非洲政策研究所,headquarters location,内罗毕
广州市中级人民法院,located in the administrative territorial entity,广州
广州反诈联勤作战中心,located in the administrative territorial entity,广州
广州市海珠区人民检察院,located in the administrative territorial entity,广州
陈希,member of,中共中央党校(国家行政学院)
第六届中国国际进口博览会,located in the administrative territorial entity,旧金山
美国食品和农业馆,located in the administrative territorial entity,旧金山
库恩基金会,founded by,罗伯特·劳伦斯·库恩
罗伯特·劳伦斯·库恩,member of,库恩基金会
许庆琦,position held,马来西亚新亚洲战略研究中心理事长
埃斯顿自动化股份有限公司,headquarters location,南京
埃斯顿,headquarters location,南京
郭 玥文,employer,华晨宝马
杨柳青镇,located in the administrative territorial entity,西青区
白滩寺村,located in the administrative territorial entity,杨柳青镇
王东峰,member of,中国全国政协
张庆黎,member of,中国全国政协
夏津县,located in the administrative territorial entity,山东
曹淑敏,employer,国家广播电视总局
广播电视科学研究院,part of,国家广播电视总局
科技部,part of,国家广播电视总局
工信部,part of,国家广播电视总局
中央广播电视总台,part of,国家广播电视总局
阿联酋宽容与共存部,country,阿联酋
阿联酋宽容与共存部,headquarters location,阿布扎比
谢赫·纳哈扬,member of,阿联酋宽容与共存部
王一彪,employer,人民日报社
海南省,item operated,海南自由贸易港
海南自由贸易港,located in the administrative territorial entity,海南省
习近平文化思想博大精深,part of,习近平新时代中国特色社会主义思想
景德镇市,located in the administrative territorial entity,江西
全国人大常委会,country,中华人民共和国
中华人民共和国农业税条例,country,中华人民共和国
2023年运输结构调整暨多式联运发展现场推进会,organizer,交通运输部
棉花,subclass of,农产品
市中街道,located in the administrative territorial entity,滨城区
最高人民法院,subclass of,人民法院
台州,located in the administrative territorial entity,浙江省
长江,located in the administrative territorial entity,福建
长江,located in the administrative territorial entity,山东
长江,located in the administrative territorial entity,河南
长江,located in the administrative territorial entity,广东
福建,located in or next to body of water,长江
广东,located in or next to body of water,长江
江苏省,located in or next to body of water,长江
江阴市,located in the administrative territorial entity,江苏
国家林草局,item operated,国家重要湿地
国家林草局,item operated,国家湿地公园
王维胜,position held,国家林草局野生动植物保护司司长
头道,located in the administrative territorial entity,内蒙古
丰惠镇,located in the administrative territorial entity,绍兴
复旦大学,located in the administrative territorial entity,北京
武夷山,located in the administrative territorial entity,江西
永平镇,located in the administrative territorial entity,铅山县
黑龙江,shares border with,吉林
呼伦贝尔草原,located in the administrative territorial entity,内蒙古自治区
新巴尔虎右旗,located in the administrative territorial entity,内蒙古自治区
新巴尔虎左旗,located in the administrative territorial entity,内蒙古自治区
满洲里市,located in the administrative territorial entity,内蒙古自治区
扎赉诺尔区,located in the administrative territorial entity,满洲里市
大屯镇,located in the administrative territorial entity,镇赉县
困难重度残疾人,subclass of,残疾人
困难重度残疾人,sub,残疾人
流感,subclass of,呼吸道疾病
登革热,subclass of,呼吸道疾病
流感,subclass,呼吸道疾病
陈妤颉,sport,田径
葛曼棋,sport,田径
国家体育总局,subsidiary,青少司
王子菲,member of sports team,杭州队
全国学生运动会,organizer,国家体育总局
全国青年运动会,organizer,国家体育总局
岳阳楼区,located in the administrative territorial entity,岳阳市
绍兴市,located in the administrative territorial entity,浙江
湖塘街道,located in the administrative territorial entity,柯桥区
葫芦兄弟,production company,上海美术电影制片厂有限公司
葫芦小金刚,production company,上海美术电影制片厂有限公司
葫芦娃,production company,上海美术电影制片厂有限公司
红岩寺镇,located in the administrative territorial entity,建始县
废弃电器,subclass of,固体废物
昌都,located in the administrative territorial entity,西藏自治区
城东区,located in the administrative territorial entity,西宁市
吴兴高新区,located in the administrative territorial entity,吴兴区
留坝县,located in the administrative territorial entity,汉中市
百年未有之大变局,facet of,中美关系
美国,head of state,习近平
唐人街,located in the administrative territorial entity,旧金山
唐人街,located,旧金山
习近平,country of citizenship,美国
习近平,position held,美国总统
拜登,country of citizenship,美国
会晤,participant,习近平
会晤,country,美国
会晤,participant,拜登
斐洛里庄园,country,美国
斐洛里庄园,located in the administrative territorial entity,旧金山
中美元首会晤,follows,中美元首旧金山会晤
中美关系,participant,拜登
中美元首旧金山会晤,participant,习近平
中美元首旧金山会晤,country,美国
中美元首旧金山会晤,participant,拜登
中美元首旧金山会晤,follows,中美元首会晤
中美关系,participant,习近平主席
习近平主席,significant event,中美元首会晤
刘国中,member of,中共中央政治局
刘国中,position held,中共中央政治局委员
法迪拉,position held,马来西亚副总理
哈尔滨工业大学,located in the administrative territorial entity,哈尔滨
哈尔滨新区,located in the administrative territorial entity,哈尔滨
哈尔滨飞机工业集团,headquarters location,哈尔滨
永聚煤矿,located in the administrative territorial entity,吕梁市
第一人民医院,located in the administrative territorial entity,吕梁市
极米光电有限公司,headquarters location,四川
梅花镇,located in the administrative territorial entity,道县
灵川县,located in the administrative territorial entity,桂林市
北京市经济和信息化局,located in the administrative territorial entity,北京
2023年,point in time,2023年1
美国,office held by head of state,国家主席
飞虎队,conflict,第二次世界大战
习近平主席,different from,习近平
习近平,different from,习近平主席
新会,located in the administrative territorial entity,江门
2024年普通高等学校部分特殊类型招生工作的通知,publisher,教育部办公厅
特殊类型考试招生,subclass of,考试招生
水稻,taxon rank,种
玉米,taxon rank,种
小麦,taxon rank,种
银百高速,highway system,国家高速公路网
镇坪,located in the administrative territorial entity,镇坪县
镇坪县,located in the administrative territorial entity,重庆市
优化营商环境,facet of,营商环境
优化营商环境,facet of,营商
华晨悦胜纺织有限公司,headquarters location,昌邑市
纺织业,instance of,产业
西安,located in the administrative territorial entity,浙江
郑州,located in the administrative territorial entity,浙江
南京,located in the administrative territorial entity,浙江
王宏志,educated at,中国人民大学
埃博拉疫情,country,几内亚
致公党中央,chairperson,蒋作君
化晨冰,award received,全国五一劳动奖章
化晨冰,award received,齐鲁工匠
冯文利,employer,中国国土勘测规划院
江苏省国土空间规划,subclass of,国土空间规划
国家能源局,subsidiary,国家能源局市场监管司司长
国家能源局市场监管司司长,part of,国家能源局
第二届全球数字贸易博览会,located in the administrative territorial entity,杭州
第二届全球数字贸易博览会,instance of,数贸会
苍岭镇,located in the administrative territorial entity,酉阳土家族苗族自治县
骆玉林,employer,国务院国资委
周清玉,employer,国家开发银行
习近平,instance of,国家
中华民族伟大复兴战略,creator,习近平同志
网络文化,creator,习近平同志
枣庄,located in the administrative territorial entity,山东省
新疆维吾尔自治区,office held by head of government,总书记
总书记,applies to jurisdiction,新疆维吾尔自治区
工商银行湖北省分行,applies to jurisdiction,湖北省
文化和旅游部,applies to jurisdiction,福建省
福建省,executive body,福建省人民政府
海峡国际机场,place served by transport hub,福州市
高岭镇,located in the administrative territorial entity,密云区
翁键,employer,广州仲裁委
杨向斌,field of work,农业农村
柴桑区,located in the administrative territorial entity,九江市
狮子街道,located in the administrative territorial entity,柴桑区
江西省纪委监委,applies to jurisdiction,江西省
国荣乡,located in the administrative territorial entity,石阡县
柏梓镇,located in the administrative territorial entity,潼南区
桐乡市,located in the administrative territorial entity,嘉兴市
敦煌研究院,part of,故宫博物院
国家航天局,item operated,海洋三号01星
国家航天局,item operated,海洋一号C/D卫星
国家航天局,item operated,海洋一号卫星
酒泉卫星发射中心,owned by,国家航天局
海洋三号01星,UTC date of spacecraft launch,11月16日
海洋三号01星,start point,酒泉卫星发射中心
海洋一号C/D卫星,start point,酒泉卫星发射中心
海洋一号卫星,start point,酒泉卫星发射中心
中国核电工程有限公司,owned by,中核集团
漳州核电1号机组,manufacturer,中国核电工程有限公司
群众体育,subclass of,全民健身
南方电网广西电网公司,headquarters location,广西
海南自由贸易港政策,applies to jurisdiction,海南
高碑店,located in the administrative territorial entity,朝阳区
专利药,subclass of,药品
原研药,subclass of,药品
仿制药,subclass of,药品
阳虚则寒,part of,中医
脾胃,part of,胃
肾,part of,脾胃
肝,part of,脾胃
深度睡眠,subclass of,睡眠
深度睡眠,sub,睡眠
陵江镇,located in the administrative territorial entity,苍溪县
台盘村,located in the administrative territorial entity,台江县
文化和旅游部,subsidiary,农业农村部
海南镇,located in the administrative territorial entity,兴化市
驮卢镇,located in the administrative territorial entity,江州区
冷水镇,located in the administrative territorial entity,磐安县
屯留县,located in the administrative territorial entity,长治市
秘鲁,head of state,博鲁阿尔特
博鲁阿尔特,country of citizenship,秘鲁
亚太经合组织工商领导人峰会,organizer,亚太经合组织
兰布卡,position held,斐济总理
旧金山,country,中国
安东尼奥·巴西利奥,position held,菲律宾太平洋经济合作全国委员会主席
摆脱贫困,author,沙夫卡特·米尔济约耶夫特
沙夫卡特·米尔济约耶夫特,notable work,摆脱贫困
沙夫卡特·米尔济约耶夫特,notable work,真正的中国奇迹
真正的中国奇迹,author,沙夫卡特·米尔济约耶夫特
习近平主席,significant event,亚太经合组织工商领导人峰会
亚太经合组织工商领导人峰会,participant,习近平主席
亚太经合组织工商领导人峰会,location,旧金山
亚太经合组织,headquarters location,西雅图
西雅图,country,美国
新华社塔什干,headquarters location,塔什干
乌兹别克斯坦,office held by head of state,乌兹别克斯坦总统
乌兹别克斯坦总统,country,乌兹别克斯坦
沙夫卡特·米尔济约耶夫,country of citizenship,乌兹别克斯坦
沙夫卡特·米尔济约耶夫,position held,乌兹别克斯坦总统
野田毅,country of citizenship,日本
智利,member of,亚太经合组织
慎海雄,country of citizenship,美国
赛义多夫,position held,乌兹别克斯坦外长
安瓦尔,position held,马来西亚副总理
出口,subclass of,贸易
邓波清,employer,国家国际发展合作署
沙头镇,located in the administrative territorial entity,扬州市
亚太经合组织,headquarters location,旧金山
龙安乡,located in the administrative territorial entity,广安区
宜兴市,located in the administrative territorial entity,江苏省
湖公式镇,located in the administrative territorial entity,宜兴市
宜南山区,located in the administrative territorial entity,宜兴市
永聚煤矿一办公楼火灾事故,located in the administrative territorial entity,山西
当雄县,located in the administrative territorial entity,拉萨市
直播弹幕,facet of,直播
中国铁路兰州局,subsidiary,兰州铁路机械学校
2023中国国际旅游交易会,located in the administrative territorial entity,昆明
滇池国际会展中心,located in the administrative territorial entity,昆明
滇池对话,location,滇池国际会展中心
张圣平,educated at,中国农业科学院
2023中国创新创业成果交易会,instance of,创交会
玉湖村,located in the administrative territorial entity,白沙镇
侧柏,taxon rank,树种
油松,taxon rank,树种
桧柏,taxon rank,树种
国槐,taxon rank,树种
昌平,located in the administrative territorial entity,北京
太庙,located in the administrative territorial entity,北京
中山公园,located in the administrative territorial entity,北京
中国农业发展银行,member of,中央金融工作会议
实体经济,part of,国家战略
中国,member of,布特拉加亚愿景
中国,member of,亚太共同体
布特拉加亚愿景,country,中国
庄园会晤,participant,习近平主席
金门大桥,located in the administrative territorial entity,旧金山
拜登总统,country of citizenship,美国
亚太经合组织,founded by,拜登总统
亚太经合组织,founded by,美国
美国,head of government,拜登总统
亚太经合组织,head of government,拜登总统
旧金山,located in or next to body of water,太平洋
亚太经合组织第三十次领导人非正式会议,participant,习近平
莫斯科尼中心,country,美国
莫斯科尼中心,located in the administrative territorial entity,旧金山
世界百年变局,facet of,世界经济
亚太经合组织生物循环绿色经济曼谷目标,country,美国
埃塞俄比亚,head of state,萨赫勒—沃克
萨赫勒—沃克,country of citizenship,埃塞俄比亚
阿格涅胡,country of citizenship,埃塞俄比亚
阿比总理,country of citizenship,埃塞俄比亚
中埃塞关系,country,埃塞俄比亚
中埃塞关系,participant,萨赫勒—沃克
中埃塞关系,participant,阿格涅胡
中埃塞全天候战略伙伴关系,country,埃塞俄比亚
中埃塞全天候战略伙伴关系,participant,萨赫勒—沃克
中埃塞全天候战略伙伴关系,participant,阿格涅胡
呵叻,country,泰国
中泰铁路,country,泰国
马尔代夫,head of state,习近平主席
穆伊兹,country of citizenship,马尔代夫
习近平主席,country of citizenship,马尔代夫
马,head of state,习近平主席
马累,country,马
刘畅,educated at,湖南大学
西南交通大学,located in the administrative territorial entity,北京
同济大学,located in the administrative territorial entity,北京
高等教育自学考试,facet of,高等教育
邱勇,educated at,清华大学
邓欣晨,educated at,清华大学
贺克斌,educated at,清华大学
戴琼海,educated at,清华大学
澳门艺术博物馆,located in the administrative territorial entity,澳门
香港国际机场,place served by transport hub,香港
港珠澳大桥,date of official opening,2018年10月
港珠澳大桥,located in the administrative territorial entity,香港
珠海,part of,粤港澳大湾区
共建“一带一路”倡议,part of,共建“一带一路”
共建“一带一路”,part of,共建“一带一路”倡议
京台科技论坛,located in the administrative territorial entity,北京
长城,heritage designation,世界遗产
故宫,heritage designation,世界遗产
格拉兹艺术大学,country,奥地利
景迈山,located in the administrative territorial entity,云南
景迈山,heritage designation,世界遗产
万里长城,located in the administrative territorial entity,甘肃
螃蟹,subclass of,蟹
荔波县,located in the administrative territorial entity,贵阳市
贵阳市,located in the administrative territorial entity,贵州
国内生产总值,subclass of,GDP
国内生产总值,subclass,GDP
河钢,headquarters location,唐山市
<unk>县,located in the administrative territorial entity,黄山市
交通运输部,subsidiary,交通运输部
云南丽江站,connecting line,滇藏铁路
香格里拉站,connecting line,滇藏铁路
滇藏铁路,located in the administrative territorial entity,云南省
青藏高原,located in the administrative territorial entity,云南省
天祝藏族自治县,located in the administrative territorial entity,武威市
喜秀龙镇,located in the administrative territorial entity,天祝藏族自治县
中国人民银行,part of,银监会
国家金融监管总局,part of,银监会
中国证监会,part of,银监会
中国,diplomatic relation,塞尔维亚
塞尔维亚,diplomatic relation,中国
秘鲁,member of,亚太经合组织
胡安·卡洛斯·卡普纳伊,country of citizenship,秘鲁
路易斯·阿尔韦托·拉卡列·波乌,date of birth,1973年8月11日
路易斯·阿尔韦托·拉卡列·波乌,position held,乌拉圭总统
拉卡列,position held,乌拉圭总统
舒克里,country of citizenship,埃及
蕾特诺,country of citizenship,印度尼西亚
马立基,member of,伊斯兰合作组织
塔哈,member of,伊斯兰合作组织
中国政法大学,located in the administrative territorial entity,北京
傅聪,position held,中国驻欧盟使团团长
<unk>尧诲,position held,中国驻欧盟使团团长
卡拉奇,country,巴基斯坦
海南热带雨林国家公园管理局,item operated,海南热带雨林国家公园
石万鹏,member of political party,中国共产党
游德馨同志,date of death,2023年9月7日
游德馨同志,date of birth,1931年2月
游德馨同志,member of political party,中国共产党
李宏昌,date of death,2023年10月2日
李宏昌,date of birth,1924年11月
通辽,located in the administrative territorial entity,内蒙古
于振武,member of political party,中国共产党
李继平,member of political party,中国共产党
高水平开放,subclass of,对外开放
霸州市,located in the administrative territorial entity,廊坊
胜芳镇,located in the administrative territorial entity,霸州市
朱楼村,located in the administrative territorial entity,虞城县
