head,relation,tail
菲律宾,part of,东南亚
泰国疾病控制中心,country,泰国
河内,country,越南
泰国公共关系部,country,泰国
恶魔的饱食,author,森村诚一
希腊,diplomatic relation,克罗地亚
希腊,diplomatic relation,土耳其
罗德岛,country,希腊
克罗地亚,diplomatic relation,希腊
土耳其,diplomatic relation,希腊
巴巴多斯,located on terrain feature,列斯群岛
列斯群岛,located in or next to body of water,加勒比海
中国国家版本馆,founded by,习近平总书记
爱丁堡大学,country,英国
诗人,field of this occupation,诗歌
埃兹拉·庞德,country of citizenship,英国
埃兹拉·庞德,employer,爱丁堡大学
埃兹拉·庞德,occupation,诗人
埃兹拉·庞德,occupation,文学评论家
埃兹拉·庞德,field of work,诗歌
诗人,field of this occupation,诗
里约热内卢,country,巴西
巴伊亚州,located in the administrative territorial entity,巴西
巴伊亚州,capital,萨尔瓦多
萨尔瓦多,country,巴西
九龙坡区,located in the administrative territorial entity,重庆
九龙街道,located in the administrative territorial entity,九龙坡区
戈壁大漠,country,中国
河西走廊,country,中国
巴丹吉林沙漠,country,中国
军队,country,中国
宁波,located in or next to body of water,内河
内河,located in the administrative territorial entity,宁波
全面加强军事治理,subclass of,治理能力现代化
第七届全国大选,successful candidate,习近平
第七届全国大选,candidate,洪森
沈春耀,member of,全国人大常委会法制工作委员会
北京,office held by head of government,总书记
北京,office held by head of,总书记
三峡工程,located in the administrative territorial entity,高峡
三峡工程,located in or next to body of water,平湖
高峡,located in or next to body of water,长江
平湖,inflows,长江
阿什拉夫,position held,巴基斯坦国民议会议长
陈旭,country of citizenship,中国
南非,capital,约翰内斯堡
巴西总统,country,南非
阿莫林,position held,巴西总统
帕特鲁舍夫,position held,俄罗斯联邦安全会议秘书
多瓦尔,position held,印度国家安全顾问
鲍德尔,country of citizenship,尼泊尔
尼泊尔共产党,country,尼泊尔
中国海军,country,美国
海洋运输,subclass of,运输
巴伯尔,position held,巴基斯坦空军参谋长
贾格纳特,member of political party,社会主义战斗运动
戈宾,member of political party,社会主义战斗运动
爱国运动党,chairperson,戈宾
加努,member of political party,爱国运动党
陈刚,position held,中共中央委员
陈刚,member of political party,中国共产党
祖尔加德尔,member of,确定国家利益委员会
贝穆德斯,country of citizenship,尼加拉瓜
防汛抗旱,subclass of,防汛
尼泊尔,diplomatic relation,缅甸
缅甸,diplomatic relation,尼泊尔
第五次全国经济普查,instance of,经济普查
宁波,shares border with,杭州
广州,part of,粤港澳大湾区
粤港澳大湾区,located in the administrative territorial entity,香港特别行政区
易纲,position held,中国人民银行行长
潘功胜,position held,中国人民银行行长
无期徒刑,instance of,法定刑
五年有期徒刑,instance of,法定刑
三年以下有期徒刑或者拘役,instance of,法定刑
十年以下有期徒刑,instance of,法定刑
五年以上有期徒刑,instance of,法定刑
三年以上有期徒刑,instance of,法定刑
十年以上有期徒刑,instance of,法定刑
王爱立,member of,全国人大常委会法工委
受贿,subclass of,行贿
青头潜鸭幼鸟,IUCN conservation status,世界极度濒危物种
万里河,located in the administrative territorial entity,北京
中国船舶上海外高桥造船有限公司,industry,外贸
前海合作区人民法院,located in the administrative territorial entity,深圳市
前海法院,located in the administrative territorial entity,深圳市
陈世涵文,field of work,造船业
快递员,field of this occupation,快递
快递员,field of this,快递
潜山,located in the administrative territorial entity,安徽
源潭镇,located in the administrative territorial entity,潜山
大别山,located in the administrative territorial entity,安徽
潜山市,located in the administrative territorial entity,潜山
信长星,member of,中共中央台办
信长星,member of,国务院台办
阿尔及利亚,capital,埃博拉
埃博拉,country,阿尔及利亚
良渚古城遗址,located in the administrative territorial entity,余杭区
良渚古城遗址,heritage designation,世界文化遗产
良渚遗址,heritage designation,世界文化遗产
良渚遗址,located in the administrative territorial entity,世界文化遗产
成都大运会,location,大运村
李冰洁,country of citizenship,日本
国家开发银行,subsidiary,开发银行
开发银行,headquarters location,北京
张掖七彩丹霞旅游景区,located in the administrative territorial entity,甘肃省
乌拉特前旗,located in the administrative territorial entity,巴彦淖尔市
枫树岭镇,located in the administrative territorial entity,淳安县
财政部,office held by head of the organization,财政部有关负责人
晋江市,located in the administrative territorial entity,福建
中国船舶集团有限公司,subsidiary,上海外高桥造船有限公司
博兴县,located in the administrative territorial entity,山东
大店镇,located in the administrative territorial entity,<unk>桥区
台湾省,located in or next to body of water,南海
南海,located in the administrative territorial entity,台湾省
巴士海峡,located on terrain feature,南海
五里布依族苗族乡,located in the administrative territorial entity,黔西市
大熊猫国家公园,located in the administrative territorial entity,四川省
海南热带雨林国家公园,significant place,海口
海南热带雨林国家公园,location,海南岛
海南热带雨林,significant place,海口
海南热带雨林,location,海南岛
西北工业大学,located in the administrative territorial entity,西安
上海自然科学基金,located in the administrative territorial entity,上海
承德市,located in the administrative territorial entity,河北
道真<unk>佬族苗族自治县,located in the administrative territorial entity,遵义市
黔南布依族苗族自治州,located in the administrative territorial entity,贵州省
独山县,located in the administrative territorial entity,黔南布依族苗族自治州
乡镇卫生院,subclass of,医疗卫生服务机构
社区卫生服务机构,subclass of,医疗卫生服务机构
长洲区,located in the administrative territorial entity,梧州
倒水镇,located in the administrative territorial entity,长洲区
施芳,place of birth,北京
施芳,place,北京
电信网络诈骗,subclass of,诈骗
高碑店乡,located in the administrative territorial entity,朝阳区
杭锦旗,located in the administrative territorial entity,鄂尔多斯市
巴拉贡镇,located in the administrative territorial entity,杭锦旗
旺苍县,located in the administrative territorial entity,成都
大两镇,located in the administrative territorial entity,旺苍县
旺苍县纪委监委,applies to jurisdiction,旺苍县
海南普利制药股份有限公司,headquarters location,海南
省市场监督管理局,applies to jurisdiction,海南
东京电力公司,headquarters location,东京
美国国会预算办公室,country,美国
美国,executive body,美国国会预算办公室
美国,significant event,国际金融危机
国际金融危机,country,美国
南基伍省,located in the administrative territorial entity,刚果(金)
南基伍省,capital,布卡武市
布卡武市,country,刚果(金)
布卡武市,located in the administrative territorial entity,南基伍省
中国半岛营区,country,刚果(金)
中国半岛营区,located in the administrative territorial entity,布卡武市
中国第二十六批赴刚果(金)维和部队,country,刚果(金)
法国经济复苏计划,country,法国
巴黎—布尔歇国际航空航天展览会,country,法国
那空那育府,located in the administrative territorial entity,泰国
诗琳通,country of citizenship,泰国
英国,executive body,英国政府
英国政府,country,英国
亨特,country of citizenship,英国
亨特,position held,英国财政大臣
坦赞铁路,country,坦桑尼亚
坦赞铁路,country,赞比亚
达累斯萨拉姆,country,坦桑尼亚
尼雷尔,country of citizenship,赞比亚
卡翁达,country of citizenship,赞比亚
蓝旗营,located in the administrative territorial entity,海淀区
产业,part of,实体经济
天津市发改委,applies to jurisdiction,天津市
谢家湾街道,located in the administrative territorial entity,九龙坡区
万象城北区,located in the administrative territorial entity,重庆
消费,has cause,经济增长
虎林市,located in the administrative territorial entity,黑龙江省
晋州市,located in the administrative territorial entity,河北省
晋州镇,located in the administrative territorial entity,晋州市
林头镇,located in the administrative territorial entity,茂名
稻田,part of,村庄
高新区,located in the administrative territorial entity,承德市
香港培侨中学,located in the administrative territorial entity,香港
伍焕杰,educated at,香港培侨中学
陈蔓琳,educated at,香港培侨中学
消费,part of,经济
古蔺县,located in the administrative territorial entity,四川省
金山银山,located in the administrative territorial entity,古蔺县
艾克礼,country of citizenship,美国
市民乐县,located in the administrative territorial entity,张掖市
银山,located in the administrative territorial entity,甘肃省
民乐县,located in the administrative territorial entity,张掖市
中国石化集团,inception,1983年7月12日
中国石化,inception,1983年7月12日
欧鸿,member of,国家发展改革委
北京儿童医院,located in the administrative territorial entity,北京
西拉沐沦特大桥,located in the administrative territorial entity,赤峰市
西拉沐沦特大桥,carries,经乌(经棚至乌兰布统)高速公路
西拉沐沦特大桥,crosses,西拉沐沦河
经乌(经棚至乌兰布统)高速公路,located in the administrative territorial entity,内蒙古自治区
西拉沐沦河,located in the administrative territorial entity,内蒙古自治区
密云,located in the administrative territorial entity,北京市
怀柔,located in the administrative territorial entity,北京市
顺义,located in the administrative territorial entity,北京市
杨浦区,located in the administrative territorial entity,上海市
阿尔及利亚渔业和水产资源部,country,阿尔及利亚
朝鲜劳动党总书记,appointed by,朝鲜劳动党中央委员会
金正恩,position held,朝鲜劳动党总书记
金正恩,position held,国务委员长
金正恩,conflict,朝鲜祖国解放战争
金正恩,notable work,中华人民共和国国歌
金正恩,notable work,朝鲜民主主义人民共和国国歌
朝鲜祖国解放战争,participant,金正恩
桧仓郡,located in the administrative territorial entity,平安南道
中华人民共和国国歌,lyrics by,金正恩
南非总统,country,南非
金砖国家安全事务高级代表会议,country,南非
智利,head of state,博里奇
博里奇,country of citizenship,智利
土耳其总统,country,土耳其
埃尔多安,position held,土耳其总统
土耳其,office held by head of state,土耳其总统
萨勒曼国王国际综合港务设施,country,沙特阿拉伯
东部省,located in the administrative territorial entity,沙特阿拉伯
朱拜勒市,country,沙特阿拉伯
朱拜勒市,located in the administrative territorial entity,东部省
联合国负责维和事务的副秘书长,part of,联合国
拉克鲁瓦,position held,联合国负责维和事务的副秘书长
尹忠良,position held,联合国负责维和事务的副秘书长
耿爽,position held,联合国负责维和事务的副秘书长
布滕海姆,position held,联合国负责维和事务的副秘书长
迪奥普,position held,联合国负责维和事务的副秘书长
齐天印,conflict,抗美援朝战争
金日成,military branch,朝鲜人民军
克拉克,conflict,抗美援朝战争
克拉克,military branch,朝鲜人民军
朝鲜人民军,conflict,抗美援朝战争
韩德彩,military branch,中国人民志愿军
全国共查处形式主义、官僚主义问题,subclass of,全国共查处违反中央八项规定精神问题
全国共查处享乐主义、奢靡之风问题,subclass of,全国共查处违反中央八项规定精神问题
百鸟朝凤,composer,刘雯雯
马头琴,subclass of,琵琶
栾心怡文,notable work,福厦高铁
教育部,located in the administrative territorial entity,北京市
台江县,located in the administrative territorial entity,贵州省
<unk>江大桥,located in the administrative territorial entity,贵州
乌蒙山特大桥,located in the administrative territorial entity,贵州
伶仃洋大桥,located in the administrative territorial entity,贵州
张靖皋长江大桥,located in the administrative territorial entity,贵州
燕矶长江大桥,located in the administrative territorial entity,贵州
卡哈洛金沙江大桥,located in the administrative territorial entity,贵州
中国国际进口博览局,headquarters location,上海
自贸试验区,located in the administrative territorial entity,上海
融水苗族自治县,located in the administrative territorial entity,柳州市
安太乡,located in the administrative territorial entity,融水苗族自治县
林芝镇,located in the administrative territorial entity,巴宜区
抗美援朝战争,participant,中华民族
东北地区,part of,东北振兴
东北振兴,location,东北地区
中国轻工业联合会,country,中国
国家统计局,country,中国
岳麓山,located in the administrative territorial entity,湖南
新海港,located in the administrative territorial entity,海南
南港,located in the administrative territorial entity,海南
猛追湾,located in the administrative territorial entity,成都市
空军八一飞行表演队,item operated,歼—10C
贾镇,located in the administrative territorial entity,冠县
长沙,located in the administrative territorial entity,江西
两岸青年,subclass of,青年
罗小慈,field of work,民乐
中国农业科学院,country,中国
南京农业大学,country,中国
<unk>稻,subclass of,稻
新疆,located in or next to body of water,地中海海
聚盐植物,subclass of,植物
泌盐植物,subclass of,植物
拒盐植物,subclass of,植物
盐地碱蓬,instance of,植物
盐角草,instance of,植物
<unk>柳,instance of,植物
补血草,instance of,植物
田菁,instance of,植物
艾蒿,instance of,植物
胡杨,instance of,植物
羊草,instance of,植物
茎,part of,植物
中央气象台,country,中国
台湾省,located in the administrative territorial entity,中国
巴士海峡,country,中国
巴士海峡,located in the administrative territorial entity,台湾省
福清,country,中国
惠来,country,中国
惠来,located in the administrative territorial entity,广东
晋江,country,中国
闽粤,country,中国
闽粤,located in the administrative territorial entity,福建
福建,located in the administrative territorial entity,台湾省
晋江,located in the administrative territorial,福建
泗阳,located in the administrative territorial entity,江苏
桃溪镇,located in the administrative territorial entity,深山区
国家卫生健康委,located in the administrative territorial entity,北京
滨海新区,located in the administrative territorial entity,天津
武清,located in the administrative territorial entity,天津
宁河,located in the administrative territorial entity,天津
静海,located in the administrative territorial entity,天津
宝<unk>,located in the administrative territorial entity,天津
蓟州区,located in the administrative territorial entity,天津
南方电网,subsidiary,广东电网公司
广东电网公司,owned by,南方电网
徐嘉余,country of citizenship,日本
张雨霏,country of citizenship,日本
程玉洁,country of citizenship,日本
尼克·芬克,country of citizenship,美国
四川大学,located in the administrative territorial enti,成都
巴黎奥运会,participant,樊振东
成都大运会火炬传递,part of,成都大运会
成都大学,located in the administrative territorial entity,成都
2019年法国女足世界杯,organizer,国际足联
山城,located in the administrative territorial entity,重庆
福岛核污染水,has cause,放射性核素
国际货币基金组织,country,美国
美国,member of,国际货币基金组织
阿尔及利亚国家电力和天然气公司,country,阿尔及利亚
哈利利·胡达纳,employer,阿尔及利亚国家电力和天然气公司
中国国家版本馆,chairperson,刘成勇
刘成勇,employer,中国国家版本馆
韦震玲,position held,全国政协委员
重庆市,located in or next to body of water,嘉陵江
嘉陵江,located in the administrative territorial entity,重庆市
澄江,located in the administrative territorial entity,重庆市
罗玖明,occupation,护鱼工
鸡西市,located in the administrative territorial entity,黑龙江省
鸡冠区,located in the administrative territorial entity,鸡西市
川剧,subclass of,戏曲
博物馆之城,original broadcaster,北京卫视
追光的日子,cast member,郭京飞
追光的日子,cast member,任敏
追光的日子,cast member,王源
佐科,position held,印度尼西亚总统
怀柔区,located in the administrative territorial entity,北京
慕田峪长城景区,located in the administrative territorial entity,怀柔区
长隆集团,headquarters location,广州
中国光伏行业协会,field of work,光伏
呼伦贝尔市,located in the administrative territorial entity,内蒙古自治区
生态环境部,subsidiary,生态环境保护大会
黄润秋,member of,生态环境部
习近平总书记,member of,生态环境部
新时代中国特色社会主义,creator,习近平总书记
张青松,position held,中国人民银行副行长
中国气象局,part of,国家防总
中央气象台,part of,国家防总
交通运输部,part of,国家防总
水利部,part of,国家防总
习近平主席,position held,外国元首
佐科来华,position held,印度尼西亚总统
锦蓉庄,located in the administrative territorial entity,成都
绿色低碳,subclass of,可再生能源
绿色交通,subclass of,可再生能源
新能源汽车,subclass of,可再生能源
玻利维亚埃斯皮诺公路,country,玻利维亚
施耐德电气,country,法国
赵国华,country of citizenship,法国
克罗尼西亚,head of state,习近平主席
拉法兰如,country of citizenship,法国
埃里克·阿洛泽,country of citizenship,法国
奥利,country of citizenship,法国
哈马迪,country of citizenship,阿联酋
国有资产,part of,国有资产管理体制
国有资产管理体制,facet of,国有资产
国有资产管理体制,facet of,国
上甘岭战役,start time,1952年10月14日
杨根思,conflict,抗美援朝战争
黄继光,conflict,抗美援朝战争
邱少云,conflict,抗美援朝战争
史耀斌,member of,全国人大常委会预算工委
C919,subclass of,争气机
神舟,subclass of,争气机
大飞机,subclass of,争气机
炎炎夏日,part of,夏季
2022年全国教育事业发展统计公报,point in time,2022年
暑期档,part of,暑期旅游旺季
暑期旅游旺季,part of,暑期档
区块链,used by,分布式记账
井架周围,educated at,中国石油大学
董建勤,spouse,张彦春
张彦春,spouse,董建勤
孙晓,employer,国家统计局工业司
消费品制造,subclass of,工业
武警部队,part of,中国人民武装警察部队
武警部队官兵,part of,中国人民武装警察部队
水利部,item operated,国家水土保持监测站点优化布局工程
中国海油,item operated,渤海
易鹏飞,member of,湖南省政协
中国新建集团公司,director / manager,焦小平
汲斌昌,member of political party,中国共产党
新时代新征程,follows,党的十八大
中国式现代化,creator,习近平总书记
社会主义核心价值观,subclass of,核心价值观
核心价值观,different from,社会主义核心价值观
福建,head of state,习近平同志
昭通市,located in the administrative territorial entity,云南省
镇雄县,located in the administrative territorial entity,昭通市
济南市人民政府,located in the administrative territorial entity,济南
第三十一届全国图书交易博览会,located in the administrative territorial entity,济南
黄文秀,member of political party,共产党人
乔司街道,located in the administrative territorial entity,临平区
临平区,located in the administrative territorial entity,杭州市
成都大运会,located in the administrative territorial entity,四川
蓉城,located in the administrative territorial entity,四川
大运村,located in the administrative territorial entity,成都
大熊猫雕塑,located in the administrative territorial entity,成都
成都大运会,location,蓉城
蓉城,located in or next to body of water,府河
龙口市,located in the administrative territorial entity,烟台
龙口市,located in the administrative territorial entity,山东
中国人民解放军,item operated,歼—20
2019年,point in time,2019年
联合国粮农组织,country,意大利
2021年联合国粮食体系峰会,country,意大利
2021年联合国粮食体系峰会,location,罗马
2021年联合国粮食体系峰会,organizer,联合国粮农组织
世界粮食安全和营养状况,author,联合国粮农组织
美国,legislative body,联合国安理会
美国,foundational text,联合国宪章
美国,member of,区域性国际组织
联合国安理会,country,美国
联合国宪章,applies to jurisdiction,美国
区域性国际组织,founded by,美国
美国次级制裁,country,美国
红海珊瑚礁,country,埃及
卡鲁塞尔厅,country,法国
卡鲁塞尔厅,part of,卢浮宫
英国皇家摄影学会,country,英国
迪拜世博城,country,阿联酋
卢旺达,diplomatic relation,阿联酋
阿联酋,capital,迪拜世博城
阿联酋,diplomatic relation,卢旺达
越南,diplomatic relation,阿联酋
坦桑尼亚,diplomatic relation,阿联酋
迪拜世博局,country,阿联酋
莉姆·哈希米,country of citizenship,阿联酋
泰州,located in the administrative territorial entity,江苏省
靖江市,located in the administrative territorial entity,泰州市
靖江市,located in the administrative territorial entity,泰州
斜桥镇,located in the administrative territorial entity,靖江市
山南市,located in the administrative territorial entity,西藏
琼结县,located in the administrative territorial entity,山南市
下水乡,located in the administrative territorial entity,山南市
烟台市,located in the administrative territorial entity,山东省
水道镇,located in the administrative territorial entity,牟平区
聊城市,located in the administrative territorial entity,山东
认知训练护理门诊,part of,宣武医院
卫生专业技术人员,field of this occupation,护理
卫生专业技术人员,field,护理
大暑,instance of,二十四节气
非酒精性脂肪性肝病,subclass of,非酒精性脂肪性肝炎
茶啊二中,instance of,动画电影
北京大学,affiliation,教育部
教育部语言文字应用研究所,affiliation,教育部
新中国,located on terrain feature,中国
苏轼,genre,中华优秀传统文化
东安湖体育公园主体育场,located in the administrative territorial entity,成都
金牛宾馆,located in the administrative territorial entity,成都市
佐科,spouse,伊莉亚娜
伊莉亚娜,spouse,佐科
加兹瓦尼,position held,毛里塔尼亚总统
恩达伊施米耶,position held,布隆迪总统
阿里,position held,圭亚那总统
习近平,position held,彭
成都大运会,part of,世界大学生夏季运动会
张守伟,educated at,东北师范大学
中国,diplomatic relation,瑞典
瑞典,diplomatic relation,中国
侯赛因·阿斯卡里,country of citizenship,中国
侯赛因·阿斯卡里,country of citizenship,瑞典
人民幸福生活,subclass of,人权
圭亚那,head of state,阿里
阿里,country of citizenship,圭亚那
托德,country of citizenship,圭亚那
李鸿忠,member of,中共中央政治局
朝鲜劳动党总书记,appointed by,金正恩
金正恩,country of citizenship,朝鲜人民
中国人民志愿军,country,朝鲜人民
朝鲜人民,head of state,金正恩
朝鲜人民,office held by head of state,朝鲜劳动党总书记
米林市,located in the administrative territorial entity,西藏
巴宜区,located in the administrative territorial entity,西藏
布达拉宫,located in the administrative territorial entity,米林市
大昭寺,located in the administrative territorial entity,米林市
鲁固,located in the administrative territorial entity,米林市
退役军人事务部,office held by head of the organization,退役军人事务部部长
退役军人,office held by head of the organization,退役军人事务部部长
段毅君,member of,国家民族事务委员会
杨国瑞,employer,国家广播电视总局
杨国瑞,member of,中国社会科学院
王崧,member of,中国社会科学院
王昌林,member of,中国社会科学院
陈昌盛,member of,中国社会科学院
刘烈宏,member of,中国社会科学院
高培勇,member of,中国社会科学院
毛泽东,conflict,抗美援朝战争
周恩来,conflict,抗美援朝战争
成都大运会,location,世界大学生夏季运动
那不勒斯大运会,participant,郭涵煜
国家文物局,item operated,博物馆
菏泽市,located in the administrative territorial entity,山东
晋江市,located in the administrative territorial entity,福建省
工业和信息化部,industry,工业经济
阿德莱德,country,澳大利亚
欣德马什体育场,country,澳大利亚
欣德马什体育场,located in the administrative territorial entity,阿德莱德
朱钰,member of sports team,中国女足
上王霜,member of sports team,中国女足
张琳艳,member of sports team,中国女足
黄南藏族自治州,located in the administrative territorial entity,青海省
南川区,located in the administrative territorial entity,重庆市
大观镇,located in the administrative territorial entity,南川区
遂昌,located in the administrative territorial entity,浙江省
外婆家,located in the administrative territorial entity,苏北
三星堆遗址,located in the administrative territorial entity,四川
义乌西站,located in the administrative territorial entity,义乌
阿拉山口口岸,located in the administrative territorial entity,新疆
满洲里口岸,located in the administrative territorial entity,新疆
燕赵大地,located in the administrative territorial entity,河北
石油和化学工业规划院,located in the administrative territorial entity,北京
中国铁路沈阳局集团有限公司,item operated,珠珠(珠斯花—珠恩嘎达布其)铁路
五家渠市,located in the administrative territorial entity,新疆
哈巴河县,located in the administrative territorial entity,新疆
布尔津县,located in the administrative territorial entity,新疆
保定,located in the administrative territorial,河北
贺州,located in the administrative territorial entity,广西
玉林,located in the administrative territorial entity,广西
贵港,located in the administrative territorial entity,广西
彭旭玮,country of citizenship,日本
舍斯特伦,country of citizenship,瑞典
尼加拉瓜,part of,拉美和加勒比国家共同体
委内瑞拉,part of,拉美和加勒比国家共同体
阿根廷,part of,拉美和加勒比国家共同体
萨尔瓦多,part of,拉美和加勒比国家共同体
古巴,part of,拉美和加勒比国家共同体
巴西,part of,拉美和加勒比国家共同体
哥伦比亚,part of,拉美和加勒比国家共同体
拉美和加勒比国家共同体,diplomatic relation,尼加拉瓜
拉美和加勒比国家共同体,diplomatic relation,委内瑞拉
拉美和加勒比国家共同体,diplomatic relation,阿根廷
拉美和加勒比国家共同体,diplomatic relation,萨尔瓦多
拉美和加勒比国家共同体,diplomatic relation,古巴
拉美和加勒比国家共同体,diplomatic relation,巴西
拉美和加勒比国家共同体,diplomatic relation,哥伦比亚
拉美和加勒比国家共同体,member of,联合国
2021年,point in,2021年
勒梅尔,country of citizenship,法国
克罗地亚,located in or next to body of water,亚得里亚海
亚得里亚海,basin country,克罗地亚
佩列沙茨大桥,country,克罗地亚
佩列沙茨大桥,crosses,亚得里亚海
涅姆,country,克罗地亚
巴基斯坦,head of state,习近平
伊斯兰堡,located in the administrative territorial entity,巴基斯坦
共建“一带一路”,participant,呼日勒苏赫
卢旺达爱国阵线,chairperson,卡加梅
卡加梅,member of political party,卢旺达爱国阵线
加萨马格拉,member of political party,卢旺达爱国阵线
卡萨布兰卡,country,摩洛哥
成都大运会,participant,曹茂园
武侯祠,located in the administrative territorial entity,成都
杜甫草堂,located in the administrative territorial entity,成都
成都,twinned administrative body,蓉城
蓉城,twinned administrative body,成都
手段奥娟,sport,跆拳道
马丁,sport,跆拳道
太阳系的诞生,genre,球幕电影
周建平,member of,中国工程院
陈实,employer,华中师范大学
库尔瓦迪·巴达纳,country of citizenship,泰国
军事题材美术,subclass of,美术
中国美术学院,located in the administrative territorial entity,杭州
