head,relation,tail
费萨尔通,country of citizenship,沙特
加沙冲突,participant,王毅
加沙冲突,participant,费萨尔通
何卫东,member of,中共中央政治局
罗霍,military branch,古巴革命武装力量部
沃伊道·佐尔坦,position held,匈牙利国会预算委员会主席
莫桑比克,diplomatic relation,纽西
莫解放阵线,chairperson,席尔瓦
席尔瓦,member of political party,莫解放阵线
纽西,diplomatic relation,莫桑比克
法永,position held,斯洛文尼亚副总理兼外长
中央音乐学院,located in the administrative territorial entity,北京
上海中共一大纪念馆,located in the administrative territorial entity,北京
荷仕兰(中国)乳业有限公司,headquarters location,海南省
荷仕兰(中国)乳业有限公司,headquarters location,海南
海康威视幼儿园,located in the administrative territorial entity,滨江区
杨翘楚文,employer,国家体育总局
非遗,subclass of,中华优秀传统文化
国家邮政局,headquarters location,广州
国家安全观,face,国家安全
安徽,country,中华人民共和国
重庆,country,中华人民共和国
四川,country,中华人民共和国
山西,located in the administrative territorial entity,中华人民共和国
山东,located in the administrative territorial entity,中华人民共和国
河南,located in the administrative territorial entity,中华人民共和国
全国人大常委会农业法执法检查组,part of,全国人大常委会
中华文化,subclass of,传统文化
龙江森工林区,located in the administrative territorial entity,黑龙江省
森林食物,subclass of,农产品
果实,subclass of,食品
果品,subclass of,食品
平谷桃花节,instance of,平谷国际桃花节
东方绿舟航母公园,located in the administrative territorial entity,上海
2024春夏,point in time,2024年
马克思主义,founded by,习近平总书记
习近平总书记关于“江山就是人民、人民就是江山”的重要论述,author,习近平总书记
习近平新时代中国特色社会主义思想,creator,马克思
习近平新时代中国特色社会主义思想,creator,恩格斯
共产党宣言,main subject,马克思主义
统筹发展和安全,creator,习近平总书记
统筹发展和安全,subclass of,高质量发展
统筹发展和安全,sub,高质量发展
国家金融监督管理总局,instance of,监管部门
东台市,located in the administrative territorial entity,盐城
四惠长途客运站,adjacent station,宝<unk>客运站
宝<unk>客运站,adjacent station,四惠长途客运站
宝<unk>客运站,adjacent station,宝<unk>客运站
四惠客运站,adjacent station,四惠长途客运站
四惠客运站,adjacent station,宝<unk>客运站
工业和信息化部,applies to jurisdiction,安徽省
2024年金融稳定工作会议,point in time,2024年
海辰储能,headquarters location,福建
常熟市,located in the administrative territorial entity,苏州
中华人民共和国,highest judicial authority,最高人民法院
威信县,located in the administrative territorial entity,昭通市
水田镇,located in the administrative territorial entity,威信县
云贵川,located in the administrative territorial entity,云南省
西湖区人民法院,located in the administrative territorial entity,杭州市
铜官区,located in the administrative territorial entity,铜陵市
北京交响乐团,location of formation,国家大剧院
中国园林博物馆,located in the administrative territorial entity,北京市
天坛公园,located in the administrative territorial entity,北京市
国家植物园,located in the administrative territorial entity,北京市
中山公园,located in the administrative territorial entity,北京市
南<unk>河大桥,located in the administrative territorial entity,合肥市
普惠托育,subclass of,托育
普惠托育,subclass of,托
中泉镇,located in the administrative territorial entity,景泰县
杨士岗镇,located in the administrative territorial entity,辽中区
辽宁省农科院,located in the administrative territorial entity,沈阳市
崇明东滩鸟类国家级自然保护区,located in the administrative territorial entity,上海
长江三角洲,subclass of,三角洲
长江三角洲,subclass,三角洲
2021年电力二氧化碳排放因子,point in time,2021年
2021年全国化石能源电力二氧化碳排放因子,point in time,2021年
2021年全国电力平均二氧化碳排放因子,point in time,2021年
四川盆地,located in the administrative territorial entity,湖南
四川盆地,located in the administrative territorial entity,湖北
湖南,located on terrain feature,四川盆地
湖北,located on terrain feature,四川盆地
燕山,located in the administrative territorial entity,河北
2024年亚洲羽毛球锦标赛,point in time,2024年
2024年亚洲羽毛球锦标赛,sport,羽毛球
王祉怡,sport,羽毛球
王欣瑜,sport,网球
王曦雨,sport,网球
郭涵煜,sport,网球
亚妮娅·加恩布雷特,country of citizenship,斯洛文尼亚
宛陵湖体育公园,located in the administrative territorial entity,宣城市
2024全国青少年攀岩公开赛,point in time,2024
李洋,member of sports team,上海男排
李洋,member of sports,上海男排
2024赛季首次赛事发布会,point in time,2024年
2024中网,point in time,2024年
国家网球中心,located in the administrative territorial entity,北京
同里,located in the administrative territorial entity,江苏
古镇,located in the administrative territorial entity,同里
芈昱廷,sport,围棋
连笑,sport,围棋
中国围棋天元赛,sport,围棋
李维清,sport,围棋
印度尼西亚,diplomatic relation,法国
印度尼西亚,diplomatic relation,阿联酋
法国,diplomatic relation,印度尼西亚
伊朗,diplomatic relation,以色列
以色列,diplomatic relation,伊朗
戴兵,position held,中国常驻联合国代表团临时代办
加沙冲突,participant,伊朗
加沙冲突,participant,以色列
图阿马西纳港,country,马达加斯加
巴黎奥运会,participant,马克龙
巴黎奥运会,location,塞纳河
特罗卡德罗广场,located in or next to body of water,塞纳河
通讯—地球与环境,publisher,自然
热浪与极端海平面并发,subclass of,热浪
阿曼国家统计和信息中心,country,阿曼
阿曼政府,applies to jurisdiction,阿曼
阿曼,executive body,阿曼政府
阿曼,executive,阿曼政府
贝尔格莱德大学,country,塞尔维亚
丹尼米尔·曼迪奇,country of citizenship,中国
丹尼米尔·曼迪奇,country of citizenship,塞尔维亚
巴尔干地区,located in the administrative territorial entity,塞尔维亚
贝尔格莱德,country,中国
革东镇,located in the administrative territorial entity,剑河县
中共中央办公厅,office held by head of the organization,中共中央总书记
国务院办公厅,office held by head of the organization,中共中央总书记
中央党校,office held by head of the organization,中共中央总书记
新平县,located in the administrative territorial entity,玉溪市
苏家屯区,located in the administrative territorial entity,沈阳市
十里河街道,located in the administrative territorial entity,苏家屯区
李白,notable work,将进酒
将进酒,author,李白
科学探险手记,author,胡锦涛
胡锦涛,notable work,科学探险手记
布宜诺斯艾利斯,country,阿根廷
帕特里西奥·科内赫罗·奥尔蒂斯,country of citizenship,阿根廷
第一产业,part of,国民经济
住宿餐饮,subclass of,服务业
交通旅游,subclass of,服务业
十四届全国人大常委会第二十三次委员长会议,follows,十四届全国人大常委会第九次会议
十四届全国人大常委会第二十三次委员长会议,instance of,委员长会议
赵长保,employer,农业农村部政策与改革司
赵长保,employer,农业农村部
三江口镇,located in the administrative territorial entity,铁岭市
联合国教科文组织,headquarters location,巴黎
中德关系,participant,习近平主席
习近平主席,notable work,中德关系
印度尼西亚,diplomatic relation,巴布亚新几内亚
柬埔寨,diplomatic relation,印度尼西亚
柬埔寨,diplomatic relation,巴布亚新几内亚
巴布亚新几内亚,diplomatic relation,印度尼西亚
巴布亚新几内亚,diplomatic relation,柬埔寨
布兰特纳,position held,德国总理
玛格丽特·比兹利,country of citizenship,澳大利亚
王春生,country of citizenship,澳大利亚
沈文,country of citizenship,澳大利亚
澳大利亚国际商事仲裁中心,country,澳大利亚
阮氏菊芳,country of citizenship,越南
国家统计局,chairperson,盛来运
盛来运,employer,国家统计局
第四季度,part of,国民经济
河北镇,located in the administrative territorial entity,房山区
长子县,located in the administrative territorial entity,长治市
鲍店镇,located in the administrative territorial entity,长子县
中国核能发展报告(2024),point in time,2024年
中国核能发展报告(2024),point in time,2023年
璧山高新区,located in the administrative territorial entity,重庆
腾高新区,located in the administrative territorial entity,重庆
璧山高新区,located in the administrative,重庆
小城子乡,located in the administrative territorial entity,农安县
徐 昱,position held,新华社记者
香港特别行政区,legislative body,香港特别行政区立法会
香港会议展览中心,located in the administrative territorial entity,香港特别行政区
国务院港澳事务办公室,subsidiary,中央港澳工作办公室
人力资源社会保障部,subsidiary,中共中央办公厅
人力资源社会保障部,subsidiary,国务院办公厅
乌溪江,located in the administrative territorial entity,衢州
水镇,located in the administrative territorial entity,苏州
金融业,subclass of,科技
程 红文,employer,国务院办公厅
崇明区,located in the administrative territorial entity,上海
新海镇,located in the administrative territorial entity,崇明区
鄞州区,located in the administrative territorial entity,宁波
新质生产力,subclass of,生产力
安邦河特大桥,crosses,黑龙江
长新街道,located in the administrative territorial entity,宽城区
硕龙镇,located in the administrative territorial entity,大新县
海淀区,located in the administrative territorial entity,京
生态环境局,applies to jurisdiction,上海市
生态环境部门,applies to jurisdiction,上海市
良田,subclass of,设施农业
财政部,subsidiary,农业农村部
自然资源部,subsidiary,农业农村部
中华优秀传统文化,subclass of,习近平文化思想
建大棚,located in the administrative territorial entity,天津市
中国海油,country,中国
石油,manufacturer,中国海油
国家金融监督管理总局,subsidiary,国家发展改革委
国家发展改革委,subsidiary,国家金融监督管理总局
中国国家铁路集团有限公司,item operated,12306售票系统
国家安全,has quality,社会稳定
濯水镇,located in the administrative territorial entity,黔江区
江西省直机关工委,field of work,机关党建
黄埔大桥,located in the administrative territorial entity,广东省
东观镇,located in the administrative territorial entity,高坪区
温泉街道,located in the administrative territorial entity,鼓楼区
三和镇,located in the administrative territorial entity,淮南市
楚寿春城遗址,located in the administrative territorial entity,淮南市
苏高新股份,headquarters location,苏州
北京市国有企业事业单位,applies to jurisdiction,北京市
南日镇,located in the administrative territorial entity,秀屿区
生态环境部,subsidiary,国家市场监督管理总局
生态环境部,subsidiary,国家金融监督管理总局
生态环境部,subsidiary,国家林业和草原局
国家市场监督管理总局,subsidiary,国家金融监督管理总局
国家金融监督管理总局,different from,国家市场监督管理总局
国家林业和草原局,different from,国家市场监督管理总局
十四五,part of,“十三五”规划纲要
美国酒精、烟草、火器和爆炸物管理局,country,美国
墨西哥,diplomatic relation,海地
墨西哥,diplomatic relation,巴哈马
海地,diplomatic relation,美国
巴哈马,diplomatic relation,美国
改革报,country,美国
"美日菲意图组建封闭排他“小圈子”,操弄集团政治,制造矛盾对抗,损害他国战略安全和利益,给地区和平稳定带来严重风险",participant,美日菲三国
博茨瓦纳,continent,非洲
香港国安条例,applies to jurisdiction,香港
希腊古奥林匹亚,country,希腊
巴黎奥运会,country,希腊
希腊古奥林匹亚遗址,country,希腊
赫拉神庙遗址,country,希腊
玛丽·米娜,country of citizenship,希腊
巴赫,position held,国际奥委会主席
阿曼,capital,塞拉莱
塞拉莱,country,阿曼
德国汽车工业协会,chairperson,希尔德加德·米勒
希尔德加德·米勒,member of,德国汽车工业协会
教育强国,subclass of,社会主义现代化强国
郑州新郑国际机场,located in the administrative territorial entity,河南
郑州新郑国际机场,place served by transport hub,郑州
郑州新郑机场,located in the administrative territorial entity,河南
郑州新郑机场,place served by transport hub,郑州
户外运动,subclass of,运动
口前镇,located in the administrative territorial entity,永吉县
胥各庄镇,located in the administrative territorial entity,丰南区
龙门镇,located in the administrative territorial entity,芦山县
中华书局,founded by,陆费逵
陆费逵,member of,中华书局
江南春朝,creator,宋文治
宋文治,notable work,江南春朝
中欧关系,participant,欧盟
大红门,located in the administrative territorial entity,北京
永清县,located in the administrative territorial entity,河北省
云裳小镇,located in the administrative territorial entity,永清县
河下镇,located in the administrative territorial entity,新余市
物流,part of,供应链
袁达,position held,国民经济综合司司长
中国科学院国家天文台,located in the administrative territorial entity,贵州
平塘县,located in the administrative territorial entity,贵州
中国人民银行,owned by,国务院
住房城乡建设部门,subsidiary,金融监管总局
第四届中国国际消费品博览会,instance of,中国国际消费品博览会
法国国家馆,located in the administrative territorial entity,巴黎
中国,central bank,中国国家统计局
中国,member of,亚洲开发银行
高盛,country,中国
摩根士丹利,country,中国
亚洲开发银行,country,中国
斯洛文尼亚,member of,联合国
法永,country of citizenship,斯洛文尼亚
中斯关系,country,斯洛文尼亚
中斯关系,participant,法永
中斯关系,country,斯方
斯方,member of,联合国
奥斯汀,position held,美国国防部长
加里巴什维利,member of political party,格民党
帕普阿什维利,member of political party,格民党
尔恰什维利,member of political party,格民党
2024中关村论坛年会,point in time,2024
谢远生,member of,工业和信息化部
数字丝路发展论坛,organizer,世界互联网大会
孙秀艳,place of birth,北京
最高人民检察院,located in the administrative territorial entity,北京
大丰区,located in the administrative territorial entity,盐城市
湖南,shares border with,江西
江西,shares border with,湖南
2024年森林草原火灾重大隐患动态清零和查处违规用火行为专项行动,point in time,2024年
智能客服,subclass of,客服
凌河街道,located in the administrative territorial entity,安丘
凌河街道,located in the administrative territorial entity,安丘市
都振明,occupation,放映员
市场监管总局,subsidiary,国家标准委
哈里发港,country,阿拉伯联合酋长国
哈里发港,located in the administrative territorial entity,阿布扎比
海南洋浦国际集装箱码头,located in the administrative territorial entity,海南
全国供销合作社,headquarters location,京
随州,located in the administrative territorial entity,湖北
广水市,located in the administrative territorial entity,随州
十里街道,located in the administrative territorial entity,广水市
人力资源社会保障部,subsidiary,工业和信息化部
中国载人航天工程办公室,item operated,神舟十八号载人飞船
中国载人航天工程办公室,item operated,长征二号F遥十八运载火箭
浦东机场,place served by transport hub,上海
上海东方综合枢纽,located in the administrative territorial entity,上海
上海东方综合交通枢纽,located in the administrative territorial entity,上海
上海东站,located in the administrative territorial entity,上海
洋渡镇,located in the administrative territorial entity,忠县
教师,field of this,教育
习近平总书记,employer,中国航空工业集团有限公司
蔡和森,member of political party,中国共产党
人民银行,part of,银联
王锡俊,place of birth,兰州
中梁山,located in the administrative territorial entity,重庆
缙云山,located in the administrative territorial entity,重庆
歌乐山街道,located in the administrative territorial entity,沙坪坝区
总体国家安全观,facet of,国家安全
甬莞高速乐清湾跨海大桥,located in the administrative territorial entity,浙江省
商水县,located in the administrative territorial entity,周口市
五一小学,located in the administrative territorial entity,海淀区
吴江涛,member of,解放军仪仗司礼大队
新能源车险,subclass of,保险
2023年交通运输行业主要统计指标,point in time,2023年
天津市重点项目办,located in the administrative territorial entity,天津
石安镇,located in the administrative territorial entity,三台县
和平镇,located in the administrative territorial entity,榆中县
黄土高原,located in the administrative territorial entity,甘肃省
王浩,member of,中国工程院
李阳,member of,中国工程院
朱永官,member of,中国工程院
王亚平,member of,中国工程院
奇峰,located in the administrative territorial entity,河北
奇峰,located in the administrative territorial entity,河北省
白洋淀,located in the administrative territorial entity,河北
白洋淀,located in the administrative territorial entity,河北省
北京冬奥会,participant,徐梦桃
徐梦桃,sport,自由式滑雪
2024年世界女排联赛,point in time,2024年
朱婷,member of sports team,中国排球协会
周页彤,member of sports team,中国排球协会
王逸凡,member of sports team,中国排球协会
解盛钰,member of sports team,中国排球协会
张常宁,member of sports team,中国排球协会
李盈莹,member of sports team,中国排球协会
王云<unk>,member of sports team,中国排球协会
仲慧,member of sports team,中国排球协会
王艺竹,member of sports team,中国排球协会
吴梦洁,member of sports team,中国排球协会
庄宇珊,member of sports team,中国排球协会
袁心玥,member of sports team,中国排球协会
王媛媛,member of sports,中国排球协会
2024年巴黎夏季奥运会,point in time,2024年
2024年巴黎夏季奥运会,location,巴黎
2024年巴黎夏季奥运会,country,法国
2024年巴黎夏季奥运会,location,巴黎奥林匹克水上运动中心
圣但尼,country,法国
巴黎奥林匹克水上运动中心,significant event,2024年巴黎夏季奥运会
巴黎奥林匹克水上运动中心,country,法国
巴黎奥林匹克水上运动中心,located in the administrative territorial entity,圣但尼
台湾,continent,亚洲
蕾韦卡·格林斯潘,country of citizenship,瑞士
国际电信联盟,chairperson,蕾韦卡·格林斯潘
迪拜国际机场,place served by transport hub,迪拜
钱锋,position held,上海市政协副主席
高原湖泊,subclass of,湖泊
奉化区,located in the administrative territorial entity,宁波
橘树,parent taxon,柑橘
网络微短剧,subclass of,短视频
繁花,instance of,热播剧
济公,instance of,热播剧
最后之胜利,instance of,热播剧
硬里子,instance of,热播剧
里耶秦简,instance of,简牍
云梦睡虎地秦简,instance of,简牍
张家山汉简,instance of,简牍
天回医简,instance of,简牍
赵成,position held,中央巡视组组长
赵成,position held,中央巡视组
赵成,position held,中央
朱杨柱,astronaut mission,神舟十六号载人飞船
桂海潮,astronaut mission,神舟十六号载人飞船
神舟十六号载人飞行任务,UTC date of spacecraft launch,2023年5月30日
太阳能电池,made from material,多晶硅
太阳能电池,made from material,单晶硅
光伏,made from material,多晶硅
光伏,made from material,单晶硅
新能源汽车,made from material,多晶硅
新能源汽车,made from material,单晶硅
赣深组合港,located in the administrative territorial entity,赣州
美国,office held by head of government,总统
旧金山市,country,美国
总统,country,美国
恩施土家族苗族自治州,located in the administrative territorial entity,武汉市
单忠德,member of,工业和信息化部
新能源汽车,subclass of,动力蓄电池
伶仃洋大桥,instance of,悬索桥
第七届中国国际进口博览会,instance of,中国国际进口博览会
第七届中国国际进口博览会,located in the administrative territorial entity,上海
第七届进博会,instance of,中国国际进口博览会
第七届进博会,located in the administrative territorial entity,上海
粤港澳大湾区,country,中国
成渝地区,country,中国
海南自由贸易港,country,中国
习近平主席,position held,印尼总统
加沙冲突,location,雅加达
加沙冲突,country,印度尼西亚
联合国安理会,main regulatory text,联合国宪章
尼泊尔共产党(毛主义中心),chairperson,古隆
古隆,member of political party,尼泊尔共产党(毛主义中心)
第七届中国国际进口博览会,located in the administrative territorial entity,巴黎
弗朗西斯,position held,联大主席
约翰内斯堡,country,津巴布韦
毕加索,country of citizenship,西班牙
毕加索,place of death,马拉加
马拉加,country,西班牙
海南,capital,海口市
海口市,located in the administrative territorial entity,海南
国家帆船基地公共码头,located in the administrative territorial entity,海南
燃气安全,subclass of,安全生产
中国国际消费品博览会,located in the administrative territorial entity,海口
海南国际会展中心,located in the administrative territorial entity,海口
国际健康展,part of,中国国际消费品博览会
国际健康展,located in the administrative territorial entity,海口
那拉提分局,part of,新疆伊犁公路管理局
国家超算互联网,country,国家
含山县,located in the administrative territorial entity,马鞍山市
凌家滩考古研学小镇,located in the administrative territorial entity,含山县
三星堆博物馆,located in the administrative territorial entity,马鞍山市
普惠信贷,facet of,实体经济
启钠新能源科技有限公司,headquarters location,武汉
喀拉玛盖镇,located in the administrative territorial entity,福海县
喀拉玛盖人民法庭,located in the administrative territorial entity,福海县
向子丰文,instance of,自然科学类博物馆
12315服务,country,中华人民共和国
套娃,country,中华人民共和国
品牌,subclass of,商品
潮玩,subclass of,商品
周<unk>,educated at,通化师范学院
白云区,located in the administrative territorial entity,贵阳市
巴东县,located in the administrative territorial entity,恩施土家族苗族自治州
2024年全民终身学习活动周,point in time,2024年
七都镇,located in the administrative territorial entity,吴江区
西九龙站,connecting line,广深港高铁
白云,located in the administrative territorial entity,广州
宝安,located in the administrative territorial entity,深圳
厦门高崎,located in the administrative territorial entity,深圳
环北部湾广东水资源配置工程,located in the administrative territorial entity,广东
环北广东工程,located in the administrative territorial entity,广东
鱼,subclass of,水产品
虾,subclass of,水产品
蟹,subclass of,水产品
贝,subclass of,水产品
藻,subclass of,水产品
手机壳,subclass of,配件
二连浩特口岸,located in the administrative territorial entity,内蒙古
胶西镇,located in the administrative territorial entity,胶州市
东莞港,located in the administrative territorial entity,广东
东莞—香港国际空港中心,part of,香港国际机场
青海西宁新型显示产业园,located in the administrative territorial entity,西宁市
刘府镇,located in the administrative territorial entity,凤阳县
绿色高质量发展,facet of,生态文明建设
绿色发展,subclass of,科技创新
高质量发展,part of,国家安全观
防范化解金融风险,facet of,金融
