head,relation,tail
2022年游泳世锦赛,point in time,2022年
伊利哈姆·阿利耶夫,position held,阿塞拜疆共和国总统
德索萨,position held,葡萄牙总统
三江,located in the administrative territorial entity,广西
三江侗族自治县,located in the administrative territorial entity,广西
2024年春节团拜会,participant,习近平
林楚钦,member of,泰国中华总商会
厄瓜多尔,diplomatic relation,拉美
拉美,diplomatic relation,厄瓜多尔
阿尔山市,located in the administrative territorial entity,内蒙古
伊尔施镇,located in the administrative territorial entity,阿尔山市
何报翔,position held,全国政协副主席
龙年,part of,农历
龙,part of,龙年
张又侠,commander of (DEPRECATED),陆军第八十二集团军
国家市场监督管理总局,field of work,市场
海淀,located in the administrative territorial entity,北京
延庆奥林匹克园区,located in the administrative territorial entity,北京
冬残奥会,location,北京
大熊猫野外栖息地保护,is a list of,大熊猫
技能人才,subclass of,人才
2023年,point in time,2022年
首都国际机场,place served by transport hub,北京
首都国际机场,place,北京
谢通门县,located in the administrative territorial entity,日喀则市
蔡公堂街道,located in the administrative territorial entity,城关区
天涯海角游览区,located in the administrative territorial entity,三亚市
大小洞天旅游区,located in the administrative territorial entity,三亚市
鹿回头风景区,located in the administrative territorial entity,三亚市
新安镇,located in the administrative territorial entity,德清县
国家发展改革委,subsidiary,国家能源局
湖北,shares border with,湖南
湖南,shares border with,湖北
川桂,located in the administrative territorial entity,广西
滇桂,located in the administrative territorial entity,广西
黔桂,located in the administrative territorial entity,广西
春运,country,中国
国家统计局,item operated,全国居民消费价格指数
全国居民消费价格指数,owned by,国家统计局
上海市,part of,上海金融市场
上海金融市场,located in the administrative territorial entity,上海市
中国银联,industry,支付
景德镇,located in the administrative territorial entity,昌南新区
昌南新区,located in the administrative territorial entity,景德镇
中国铁路乌鲁木齐局集团公司,item operated,西安国际港站
南昌,located in the administrative territorial entity,陕西
白云国际机场,place served by transport hub,广州
张岭,employer,南方航空
久治县,located in the administrative territorial entity,果洛藏族自治州
智青松多镇,located in the administrative territorial entity,久治县
大连港,located in the administrative territorial entity,大连
大连湾,located in the administrative territorial entity,大连
鲤城区,located in the administrative territorial entity,泉州市
东江街道,located in the administrative territorial entity,龙口市
大理,located in the administrative territorial entity,大理白族自治州
大理,located in,大理白族自治州
天津博物馆,located in the administrative territorial entity,天津
黄州区,located in the administrative territorial entity,黄冈市
国家级非遗,subclass of,非物质文化遗产
哈尔滨大剧院,located in the administrative territorial entity,哈尔滨市
哈尔滨音乐厅,located in the administrative territorial entity,哈尔滨市
容县,located in the administrative territorial entity,玉林市
临潼区,located in the administrative territorial entity,西安市
华清池站,connecting line,西安地铁9号线
乡村,country,中国
乡土,country,中国
新年贺词,country,中国
科特迪瓦,part of,西非
科霍戈,country,科特迪瓦
圣佩德罗,country,科特迪瓦
阿比让奥林匹克体育场,country,科特迪瓦
阿比让奥林匹克体育场,located in the administrative territorial entity,阿比让
全球变暖,subclass of,变暖
里约热内卢州,located in the administrative territorial entity,巴西
马热市,country,巴西
马热市,located in the administrative territorial entity,里约热内卢州
巴西联邦政府,country,巴西
尼泊尔,capital,拉萨
拉萨,country,尼泊尔
拉萨,country,尼泊
赫拉克莱乌斯,country,希腊
哈齐扎基斯,country of citizenship,希腊
赫拉克莱乌斯码头,country,希腊
赫拉克莱乌斯码头,located in the administrative territorial entity,赫拉克莱乌斯
阿尔泰山脉,located in the administrative territorial entity,新疆维吾尔自治区
阿尔泰山脉,country,蒙古国
阿尔泰山脉,country,俄罗斯
阿尔泰山脉,country,哈萨克斯坦
阿勒泰地区,country,蒙古国
阿勒泰地区,country,俄罗斯
阿勒泰地区,country,哈萨克斯坦
滑冰马拉松,sport,冰雪运动
雪地自行车马拉松,sport,冰雪运动
2024年游泳世锦赛,point in time,2024年
谢思埸,sport,跳水
杨顺诚,sport,跳水
埃及,diplomatic relation,埃及
乐清市,located in the administrative territorial entity,浙江
武强县,located in the administrative territorial entity,河北
榕江县,located in the administrative territorial entity,贵州
榕江县,located in the,贵州省
乡村文化,subclass of,乡土文化
吴川杰,employer,首都医科大学宣武医院
国家中医药管理局,field,中医药
颈椎不适,anatomical location,颈椎
慢性胃炎,afflicts,胃黏膜
除夕,follows,新春佳节
春节,follows,新春佳节
安东尼亚诺童声合唱团,country,意大利
2024年春节团拜会,participant,习近平总书记
云南,shares border with,贵州
2024年春节团拜会,point in time,2024年
阿塞拜疆总统阿利耶夫,country of citizenship,阿塞拜疆
扎哈尔,position held,吉尔吉斯斯坦总统
阿里夫·阿尔维,position held,巴基斯坦总统
春节,instance of,节日
中央广播电视总台,subsidiary,中国国际电视台
中国国际电视台,owned by,中央广播电视总台
红旗镇,located in the administrative territorial entity,<unk>鱼圈区
红旗大集,located in the administrative territorial entity,营口市
春节,instance of,传统节日
腊八粥,made from material,饺子
腊八粥,made from material,年糕
腊八粥,made from material,馒头卷子
腊八粥,made from material,酱瓜酥鱼
馒头卷子,made from material,饺子
馒头卷子,made from material,年糕
馒头卷子,made from material,馒头酥鱼
酱瓜酥鱼,made from material,饺子
酱瓜酥鱼,made from material,年糕
酱瓜酥鱼,made from material,馒头卷子
龙年,instance of,十二属相
龙,instance of,十二属相
龙首,instance of,十二属相
龙身,instance of,十二属相
龙尾,instance of,十二属相
闻喜花馍,heritage designation,国家级非物质文化遗产
馍,subclass of,面食
春节,instance of,法定节假日
汤圆,part of,饺子的味道
汤圆,part of,饺子
习近平,spouse,夫人彭丽媛
夫人彭丽媛,spouse,习近平
田轩,educated at,清华大学
王建凡,position held,财政部预算司司长
云南,shares border with,广东
广东,shares border with,云南
2024年春节联欢晚会,point in time,2024年
牙克石,located in the administrative territorial entity,内蒙古
香港,public holiday,新年
维多利亚港,located in the administrative territorial entity,香港
维多利亚公园,located in the administrative territorial entity,香港
维多利亚公园,located in the administrative territorial enti,香港
联合国大会,office held by head of the organization,联合国秘书长
弗朗西斯,position held,联合国秘书长
越剧,subclass of,戏曲
评剧,subclass of,戏曲
评剧,subclass,戏曲
瓦里关,located in the administrative territorial entity,青海
众人拾柴火焰高,instance of,生态文明
众人植树树成林,instance of,生态文明
长城,located in the administrative territorial entity,河北省
孚镇,located in the administrative territorial entity,南浔区
荻港村,located in the administrative territorial entity,南浔区
和孚镇,located in the administrative territorial entity,南浔区
聚华园茶馆,located in the administrative territorial entity,南浔区
朝着鲜花去,author,甫跃辉
甫跃辉,notable work,朝着鲜花去
郧西县,located in the administrative territorial entity,十堰市
台城街道,located in the administrative territorial entity,台山市
百乐园,located in the administrative territorial entity,台城街道
会同县,located in the administrative territorial entity,怀化
2024年春节联欢晚会主会场,original broadcaster,中央广播电视总台
江努日·图日干巴依,place of birth,新疆
乌恰县,located in the administrative territorial entity,克孜勒苏柯尔克孜自治州
呼伦贝尔海拉尔机场,place served by transport hub,呼伦贝尔市
哈利法塔公园,country,阿联酋
富查伊拉,country,阿联酋
斐济,lowest point,太平洋
中巴地球资源卫星,subclass of,遥感卫星
大城府,located in the administrative territorial entity,泰国
中泰高铁,country,泰国
孟加拉国国家电网升级改造交钥匙项目,country,孟加拉国
孟加拉国国家电网公司,country,孟加拉国
八达岭长城,located in the administrative territorial entity,长城
八达岭长城,located in,长城
杭州亚运会,located in the administrative territorial entity,浙江
南宁学青会,located in the administrative territorial entity,广西
攀岩,subclass of,体育运动
徒步探索,subclass of,体育运动
绿道骑行,subclass of,体育运动
全民健身,subclass of,体育运动
吉林省,highest point,长白山
长白山,located in the administrative territorial entity,吉林省
蛟河市,located in the administrative territorial entity,吉林省
农民摄影,subclass of,摄影
腊八,instance of,传统节日
正月十五,instance of,传统节日
拜年,instance of,传统节日
永年区,located in the administrative territorial entity,邯郸市
临洺关镇,located in the administrative territorial entity,永年区
中江县,located in the administrative territorial entity,德阳市
国家市场监督管理总局,subsidiary,国家发展改革委
春节吃什么?,facet of,春节
张天培,occupation,本报记者
李龙伊,occupation,本报记者
亓玉昆,occupation,本报记者
李心萍,occupation,本报记者
丁怡婷,occupation,本报记者
邱超奕,occupation,本报记者
易舒冉,occupation,本报记者
杨彦帆,occupation,本报记者
斯武比采,country,波兰
Allegro,country,波兰
Allegro,country,德国
马耳他,located in or next to body of water,地中海
中马友好关系,country,马耳他
中马关系,country,马耳他
加沙南部拉法地区发动大规模空袭,location,加沙
大运河,located in the administrative territorial entity,京津冀
汉阳高龙,instance of,非遗传承人
贴春联,instance of,非物质文化遗产
芦阳镇,located in the administrative territorial entity,景泰县
中和镇,located in the administrative territorial entity,永仁县
北威州,located in the administrative territorial entity,德国
乐为,country of citizenship,德国
哈尔滨,twinned administrative body,长沙
长沙,twinned administrative body,哈尔滨
长沙,twinned administrative body,太原
太原,twinned administrative body,长沙
平遥古城,located in the administrative territorial entity,山西
春节,follows,辞旧迎新
辞旧迎新,follows,春节
尹卓扬,educated at,天津大学法学院
谭洁,educated at,天津大学法学院
澳门,located in or next to body of water,濠江
澳门特区,located in or next to body of water,濠江
渔人码头,located in the administrative territorial entity,澳门
渔人码头,located in the administrative territorial entity,澳门特区
劳尔·卡斯特罗,country of citizenship,古巴
音乐家,director,萨比特·库尔曼别科夫
音乐家,composer,冼星海
圣安东尼奥市,country,美国
席建龙,educated at,西北农林科技大学
新春花市,located in the administrative territorial entity,天河区
金山,highest point,银山
呼和温都尔镇,located in the administrative territorial entity,乌拉特后旗
海城市,located in the administrative territorial entity,辽宁省
得胜村,located in the administrative territorial entity,海城市
青云镇,located in the administrative territorial entity,临<unk>县
烂缦胡同,located in the administrative territorial entity,西城区
牛街街道,located in the administrative territorial entity,西城区
法源寺,located in the administrative territorial entity,西城区
胡同,located in the administrative territorial entity,北京
大白菜,subclass of,蔬菜
大白菜,sub,蔬菜
信息化大潮,country,中国
中华人民共和国科学技术普及法,main subject,科普
古尔马诺娃,position held,土库曼斯坦国民会议主席
千童镇,located in the administrative territorial entity,盐山县
湖溪镇,located in the administrative territorial entity,东阳市
黄升镇,located in the administrative territorial entity,沾化区
央视农业农村频道,headquarters location,北京
科克斯巴扎尔,country,孟加拉国
科克斯巴扎尔风电项目,located in the administrative territorial entity,达卡
五凌电力有限公司,country,孟加拉国
科巴风电项目,country,孟加拉国
科巴风电项目,located in the administrative territorial entity,达卡
俄罗斯,capital,莫斯科市
莫斯科市,located in the administrative territorial entity,俄罗斯
粤港澳大湾区,capital,深圳
深中通道,located in the administrative territorial entity,深圳
塔怀旸,notable work,巩育华
巩育华,creator,塔怀旸
中源乡,located in the administrative territorial entity,靖安县
九岭山,located in the administrative territorial entity,江西省
肇庆,located in the administrative territorial entity,广东
怀集县,located in the administrative territorial entity,肇庆
瑶族乡,located in the administrative territorial entity,怀集县
关山月,has works in the collection,中国美术馆
大汤圆,subclass of,汤圆
亚历山大·斯图布,position held,芬兰共和国总统
平“语”近人——习近平喜欢的典故,production company,中共中央宣传部
平“语”近人——习近平喜欢的典故,production company,中央广播电视总台
平“语”近人——习近平喜欢的典故,original broadcaster,央视综合频道
平“语”近人——习近平喜欢的典故,number of episodes,12
小渔阳站,located in the administrative territorial entity,平谷区
松桃县,located in the administrative territorial entity,铜仁市
越秀,located in the administrative territorial entity,广州
西湖花市,located in the administrative territorial entity,越秀
大好河山,located in the administrative territorial entity,广州
第十四届全国冬季运动会,location,内蒙古自治区
第十四届全国冬季运动会,sports season of league or competition,全国冬季运动会
第十四届全国冬季运动会,sport,短道速滑
内蒙古自治区,located on terrain feature,呼伦贝尔草原
北京冬奥会,sports season of league or competition,全国冬季运动会
全国冬季运动会,sport,短道速滑
苏翊鸣,sport,短道速滑
徐梦桃,sport,短道速滑
武大靖,sport,短道速滑
任子威,sport,短道速滑
林孝<unk>,sport,短道速滑
刘少昂,sport,短道速滑
韩天宇,sport,短道速滑
塔城地区,located in the administrative territorial entity,新疆维吾尔自治区
武邑县,located in the administrative territorial entity,衡水市
审坡镇,located in the administrative territorial entity,武邑县
杜集镇,located in the administrative territorial entity,长丰县
基航佳县,located in the administrative territorial entity,布班扎省
龙年春节,instance of,春节
迪拜歌剧院,located in the administrative territorial entity,阿布扎比
卢浮宫,located in the administrative territorial entity,阿布扎比
统一俄罗斯党,chairperson,梅德韦杰夫
梅德韦杰夫,member of political party,统一俄罗斯党
产品碳足迹,facet of,产品
珠海公路口岸,located in the administrative territorial entity,香港
粤港澳大湾区,located in the administrative territorial entity,澳门
粤港澳大湾区,located in the administrative territorial entity,珠海
粤港澳大湾区,located in the administrative territorial entity,粤港澳大湾区
粤港澳大湾区,located in the administrative territorial entity,粤
陈诗宇,educated at,北京服装学院
春节,instance of,佳节
长安三万里,cast member,习近平总书记
2024年综合运输春运工作专班统计,point in time,2024年
蓟州,located in the administrative territorial entity,天津
蓟州国际滑雪场,located in the administrative territorial entity,蓟州
盘山滑雪场,located in the administrative territorial entity,蓟州
玉龙滑雪场,located in the administrative territorial entity,蓟州
兰英大峡谷,located in the administrative territorial entity,重庆
揭阳,located in the administrative territorial entity,广东
5G,subclass of,移动宽带
宿松县,located in the administrative territorial entity,安庆市
孙绍骋致,position held,内蒙古自治区党委书记
王莉霞,position held,国务委员
鸡西市,located in the administrative territorial entity,黑龙江
麻山区,located in the administrative territorial entity,鸡西市
麻河镇,located in the administrative territorial entity,汉川市
拜登总统成功会晤,participant,王毅
拜登总统成功会晤,participant,布林肯
拜登总统成功会晤,participant,习近平主席
第十四届全国冬季运动会,location,呼伦贝尔
第十四届全国冬季运动会,sports season of league or competition,全国冬运会
国家行政学院,office held by head of the organization,副校(院)长
谢春涛,member of,中央党校
谢春涛,position held,副校(院)长
谢春涛,member of political party,中国共产党
统一俄罗斯党,part of,中国共产党
中国共产党,office held by head of the organization,副校(院)长
古巴共产党,country,古巴
古巴共产党,headquarters location,哈瓦那
国家主席,country,古巴
迪亚斯—卡内尔,member of political party,古巴共产党
罗赫里奥·波朗科·富恩特斯,member of political party,古巴共产党
乌克兰危机,part of,中东冲突
中东冲突,has cause,乌克兰危机
中俄关系,part of,中欧伙伴关系
中欧伙伴关系,part of,中俄关系
甘都镇,located in the administrative territorial entity,化隆回族自治县
学习,has quality,能力
拉斯特乡,located in the administrative territorial entity,阿勒泰市
阿勒泰,located in the administrative territorial entity,新疆
红色前哨雷达站,located in or next to body of water,黄海
北疆,capital,国门
国门,country,北疆
国旗,applies to jurisdiction,北疆
国旗,applies to jurisdiction,国门
天南海北边防线,country,北疆
新化梯田,located in the administrative territorial entity,湖南
中央大街,located in the administrative territorial entity,哈尔滨市
兆麟公园,located in the administrative territorial entity,哈尔滨市
元宵节,follows,春节
雪花,depicts,雪
谭海仁,educated at,南京大学
2024年综合运输春运工作专班,located in the administrative territorial entity,北京
热辣滚烫,instance of,电影
飞驰人生2,instance of,电影
熊出没·逆转时空,instance of,电影
第二十条,instance of,电影
国务院总理,part of,国务院
国务院,chairperson,习近平同志
习近平同志,member of,国务院
沙坡尾,located in the administrative territorial entity,厦门市
第37届非洲联盟峰会,participant,习近平
第37届非洲联盟峰会,participant,习近平主席
达累斯,continent,非洲
萨拉姆尼雷尔国际会议中心,located in the administrative territorial entity,达累斯
萨拉姆尼雷尔国际会议中心,country,坦桑尼亚
柏林市政厅,country,德国
弗洛安·豪尔,country of citizenship,德国
吴恳,country of citizenship,德国
箫,country of citizenship,德国
<unk>呐,country of citizenship,德国
德国经济研究所,country,德国
季觉苏,place of birth,上海
鹏城实验室,located in the administrative territorial entity,广东省
广州实验室,located in the administrative territorial entity,广东省
大科学装置,located in the administrative territorial entity,广东省
住房城乡建设部,part of,中国人民银行
春节假期,location,北京
中国海油,item operated,深海一号
中国海油,item,深海一号
长江国家文化公园,located in the administrative territorial entity,重庆市
长江三峡国家考古遗址公园,located in the administrative territorial entity,重庆市
范小云,educated at,南开大学
义乌国际商贸城,located in the administrative territorial entity,霍尔果斯
2024年水利系统节约用水工作要点,point in time,2024年
乐城大桥,located in the administrative territorial entity,海南省
雄忻高铁雄安城际站,located in the administrative territorial entity,雄安新区
京雄快线航站楼站,located in the administrative territorial entity,雄安新区
特困人员集中供养服务中心,located in the administrative territorial entity,拉孜县
特困人员集中供养服务中心,located in,拉孜县
秦淮区,located in the administrative territorial entity,南京
秦淮灯彩,located in the administrative territorial entity,南京
中国旅游研究院,field of work,旅游
中国旅游研究院,field,旅游
乌鲁木齐县,located in the administrative territorial entity,新疆
水西沟中学,located in the administrative territorial entity,乌鲁木齐县
河南省,shares border with,河南
淮河,located in the administrative territorial entity,河南省
潢河,located in the administrative territorial entity,河南省
潢河,mouth of the watercourse,淮河
白塔山隧道,located in the administrative territorial entity,甘肃省
燕窝镇,located in the administrative territorial entity,合川区
新时代新征程,creator,习近平
习近平,significant event,新时代新征程
唐代,part of,南北朝
清代,part of,南北朝
唐律疏议,instance of,法典
辽宁省,public holiday,除夕
朝阳,located in the administrative territorial entity,辽宁省
北票,located in the administrative territorial entity,辽宁省
北大路,located in the administrative territorial entity,辽宁省
新加坡,member of,东盟
新加坡,diplomatic relation,印度尼西亚
新加坡,diplomatic relation,沙特阿拉伯
新加坡,diplomatic relation,阿联酋
印度尼西亚,diplomatic relation,沙特阿拉伯
马来西亚,diplomatic relation,沙特阿拉伯
马来西亚,diplomatic relation,阿联酋
沙特阿拉伯,diplomatic relation,新加坡
沙特阿拉伯,diplomatic relation,印度尼西亚
沙特阿拉伯,diplomatic relation,马来西亚
阿联酋,diplomatic relation,新加坡
阿联酋,diplomatic relation,印度尼西亚
阿联酋,diplomatic relation,马来西亚
全国公安机关,part of,公安部
广大公安民警,part of,公安部
公安部党委,subsidiary,全国公安机关
公安部党委,subsidiary,广大公安民警
青龙镇,located in the administrative territorial entity,大余县
北京市高级人民法院,located in the administrative territorial entity,北京市
北京市第四中级人民法院,located in the administrative territorial entity,北京市
海淀区人民法院,located in the administrative territorial entity,北京市
飞驰人生2,director,尹鸿
第二十条,director,尹鸿
热辣滚烫,director,尹鸿
熊出没·逆转时空,director,尹鸿
调元镇,located in the administrative territorial entity,罗江区
西南地区高铁枢纽站,terminus,贵阳北站
贵阳北站,connecting line,西南地区高铁枢纽站
桐梓东站,connecting line,西南地区高铁枢纽站
榕江站,connecting line,西南地区高铁枢纽站
从江站,connecting line,西南地区高铁枢纽站
都匀东站,connecting line,西南地区高铁枢纽站
遵义南站,connecting line,西南地区高铁枢纽站
唐古拉山镇,located in the administrative territorial entity,格尔木市
广西壮族自治区,shares border with,广西
2026年冬奥会,point in time,2026年
短道速滑,part of,2026年冬奥会
杨昊,sports discipline competed in,短道速滑
阿尔滕贝格站,country,德国
殷正,country of citizenship,中国
樊振东,member of sports team,中国男队
梁靖崑,member of sports team,中国男队
林高远,member of sports team,中国男队
孙颖莎,member of sports team,中国男队
陈梦,member of sports team,中国男队
陈梦,member of sports,中国男队
杨昊,sport,自由式滑雪
自由式滑雪公开组男子大跳台,sport,自由式滑雪
杨金福,sport,自由式滑雪
2024年羽毛球亚洲团体锦标赛,point in time,2024年
马来西亚,capital,沙阿兰
沙阿兰,country,马来西亚
翁泓阳,country of citizenship,马来西亚
梁峻豪,country of citizenship,马来西亚
谢浩南,country of citizenship,马来西亚
曾维瀚,country of citizenship,马来西亚
谢定峰,country of citizenship,马来西亚
七大江河,mouth of the watercourse,长江
改革,subclass of,改革
厦门,founded by,习近平
厦门市,founded by,习近平
厦门,located in the administrative,福建
圣保罗州立大学,country,巴西
新加坡,diplomatic relation,巴西
人山人海,country,新加坡
马约卡斯,country of citizenship,美国
拉美议会,country,巴拿马
春节文化庆典,country,巴拿马
中国国家国际发展合作署,member of,联合国工业发展组织
中国国家国际发展合作署,member of,埃塞俄比亚工业部
中国国家国际发展合作署,member of,联合国工发组织
埃塞俄比亚工业部,country,埃塞
伊瓜苏瀑布,instance of,瀑布
伊瓜苏瀑布,country,巴西
伊瓜苏瀑布,located in the administrative territorial entity,伊瓜苏
伊瓜苏,country,巴西
瀑布城喜迎中国龙年,country,巴西
瀑布城喜迎中国龙年,located in the administrative territorial entity,伊瓜苏
雷莎·比塔尔,country of citizenship,巴西
中国文化中心,located in the administrative territorial entity,柏林
2023年全国两会,point in time,2023年
节俭养德全民节约行动,main subject,节俭
十四届全国人大一次会议,follows,十四届全国人大二次会议
汉丰湖,located in the administrative territorial entity,重庆市
自然资源部,subsidiary,国家自然资源督察机构
国家自然资源督察机构,part of,自然资源部
建国镇,located in the administrative territorial entity,故城县
戈壁滩,located in the administrative territorial entity,青海省
脱贫攻坚,language used,中国话语
长安三万里,original language of film or TV show,中国话语
大国发展,language of work or name,中国话语
新能源汽车,manufacturer,广汽埃安智能生态工厂
广汽埃安智能生态工厂,industry,新能源汽车
055型万吨级驱逐舰,part of,南昌舰
中国石油新疆油田公司,item operated,吉木萨尔国家级陆相页岩油示范区
黄硕,educated at,南京大学
董建勤,notable work,白之羽
白之羽,creator,董建勤
习岗镇,located in the administrative territorial entity,贺兰县
北京局集团公司,owned by,中国国家铁路集团有限公司
新时代城市建设者管理者之家,located in the administrative territorial entity,闵行区
首钢智新迁安电磁材料有限公司,headquarters location,河北
乐平市,located in the administrative territorial entity,江西省
<unk>乡,located in the administrative territorial entity,乐平市
团结湖街道,located in the administrative territorial entity,朝阳区
黑龙江省,shares border with,河北
梅里斯达斡尔族区,located in the administrative territorial entity,齐齐哈尔市
河北,shares border with,黑龙江省
加快建设金融强国,part of,新时代
信访工作,part of,党的群众工作
长征五号运载火箭,start point,文昌航天发射场
通渭县,located in the administrative territorial entity,定西市
什川镇,located in the administrative territorial entity,通渭县
贵溪市,located in the administrative territorial entity,江西省
鸿塘镇,located in the administrative territorial entity,贵溪市
罗桥镇,located in the administrative territorial entity,常宁市
桑墟镇,located in the administrative territorial entity,<unk>阳县
大洼镇,located in the administrative territorial entity,宁江区
港珠澳大桥珠海公路口岸,located in the administrative territorial entity,香港
港珠澳大桥边检站,located in the administrative territorial entity,香港
东坝镇,located in the administrative territorial entity,郁南县
湖南,shares border with,贵州
贵州铜仁南站,connecting line,沪昆高铁
成都铁路公安局,item operated,铜仁南站
重庆西站,adjacent station,重庆火车站
重庆火车站,adjacent station,重庆西站
国铁郑州局,item operated,郑州东站
郑州东站,located in the administrative territorial entity,郑州
孙龙,sports discipline competed in,短道速滑
武大靖,sports discipline competed in,短道速滑
任子威,sports discipline competed in,短道速滑
林孝<unk>,sports discipline competed in,短道速滑
靖宇县,located in the administrative territorial entity,白山市
北京体育大学,located in the administrative territorial entity,北京
季丽萍,country of citizenship,中国
煤矿安全生产条例,instance of,中华人民共和国国务院令
煤矿安全生产条例,country,中华人民共和国
国务院,office held by head of the organization,总理
国务院,country,中华人民共和国
李 强,country of citizenship,中华人民共和国
安全生产主体,field of this occupation,安全生产
滨江,located in the administrative territorial entity,重庆市
阿勒泰青河国家站,located in the administrative territorial entity,新疆
阿联酋,diplomatic relation,约旦
约旦,diplomatic relation,阿联酋
杰贝阿里,country,阿联酋
西班牙,capital,萨拉曼卡
萨拉曼卡,country,西班牙
马约尔广场,country,西班牙
马约尔广场,located in the administrative territorial entity,萨拉曼卡
玛丽亚·内拉,employer,世界卫生组织
大西洋经向翻转环流,has cause,全球变暖
大洋传送带,has cause,全球变暖
乌得勒支大学,country,荷兰
意大利通信管理局,country,意大利
基亚拉·费拉尼,employer,意大利通信管理局
基亚拉·费拉尼,country of citizenship,意大利
维也纳国际中心,country,奥地利
维也纳国际中心,located in the administrative territorial entity,莫扎特
莫扎特,country,奥地利
学习贯彻习近平新时代中国特色社会主义思想主题教育总结会议,participant,习近平总书记
学习贯彻习近平新时代中国特色社会主义思想主题教育总结会议,participant,总书记
景宁<unk>族自治县,located in the administrative territorial entity,丽水市
渤海镇,located in the administrative territorial entity,景宁<unk>族自治县
滩坑水电站,located in the administrative territorial entity,景宁<unk>族自治县
来龙镇,located in the administrative territorial entity,宿豫区
中国网络文学,subclass of,网络文学
曹禺,occupation,剧作家
天下第一楼,author,曹禺
我们的国家公园,genre,网络纪录片
龙门石窟,located in the administrative territorial entity,洛阳
现代相亲故事,genre,纪录片
鼓浪屿,located in the administrative territorial entity,福建
生态环境局,applies to jurisdiction,重庆市
商务部,subsidiary,外国投资管理司
外国投资管理司,part of,商务部
朱冰,employer,商务部
朔州市,located in the administrative territorial entity,江苏
雁门关—淮安特高压直流输电线路,located in the administrative territorial entity,江苏
青山,located in the administrative territorial entity,福建
金山,located in the administrative territorial entity,福建
银山,located in the administrative territorial entity,福建
江都区,located in the administrative territorial entity,扬州市
崔雪琴,position held,全国人大代表
藁城区,located in the administrative territorial entity,石家庄
鹿泉区,located in the administrative territorial entity,石家庄
盐碱地,located in the administrative territorial entity,青海省
中央和国家机关工委,part of,中央和国家机关
中央和国家机关,subsidiary,中央和国家机关工委
中共中央,subsidiary,中共中央党史和文献研究院
公安厅(局),part of,公安部
