head,relation,tail
穆罕默德·艾尔·阿吉兰,country of citizenship,沙特阿拉伯
中国海事、物流和造船业301调查,instance of,单边主义
中国海事、物流和造船业301调查,instance of,保护主义
安哥拉,diplomatic relation,葡萄牙
佛得角,diplomatic relation,葡萄牙
几内亚比绍,diplomatic relation,葡萄牙
赤道几内亚,diplomatic relation,葡萄牙
莫桑比克,diplomatic relation,葡萄牙
葡萄牙,diplomatic relation,安哥拉
葡萄牙,diplomatic relation,佛得角
葡萄牙,diplomatic relation,几内亚比绍
葡萄牙,diplomatic relation,赤道几内亚
葡萄牙,diplomatic relation,莫桑比克
圣多美和普林西比,diplomatic relation,葡萄牙
东帝汶,diplomatic relation,葡萄牙
李鸿忠,member of political party,中共中央政治局委员
白俄罗斯总统办公厅,country,白俄罗斯
陈洲,member of,中共中央对外联络部
白俄罗斯,executive body,白俄罗斯总统办公厅
谢尔盖延科,position held,白俄罗斯总统办公厅
雷任科夫,position held,白俄罗斯总统办公厅
三峡集团控股,country,中国
克劳迪娅·布斯,country of citizenship,中国
彭博社,country,美国
戴维·菲克林,country of citizenship,美国
美国外交关系协会,country,美国
国务院学位委员会,part of,国务院教育行政部门
渤海湾畔天津港,located in the administrative territorial entity,北疆港区
北疆港区,located in or next to body of water,渤海湾畔天津港
李伟,educated at,南开大学
海驰精细化工有限公司,educated at,南开大学
西医,part of,中医
中医,part of,中医药
杨 羽文,employer,国务院
大企业,subclass of,企业
明星企业,subclass of,企业
习近平著作选读,author,史竞男
习近平走进百姓家,author,史竞男
毛泽东文谭,author,陈晋
毛泽东文谭,author,胡松涛
陈晋,notable work,毛泽东文谭
胡松涛,notable work,毛泽东文谭
禹越镇,located in the administrative territorial entity,德清县
清名桥,located in the administrative territorial entity,南京市
积善堂,located in the administrative territorial entity,南京市
公安部,subsidiary,全国公安机关
国际追逃追赃和跨境腐败治理工作办公室,part of,公安部
天网2024,part of,公安部
张炜,employer,国家林草局
清远,located in the administrative territorial entity,广东
潼关,located in or next to body of water,黄河
黄河小花间,located in or next to body of water,黄河
马渡段,located in or next to body of water,黄河
济南段,located in or next to body of water,黄河
东平湖,inflows,黄河
三门峡,located in or next to body of water,黄河
小浪底,located in or next to body of water,黄河
风电,subclass of,新型能源
光伏,subclass of,新型能源
光伏发电,subclass of,新型能源
强国必先强教,subclass of,教师教育
宜宾市,located in the administrative territorial entity,云南省
兴文县,located in the administrative territorial entity,宜宾市
白腊苗族乡,located in the administrative territorial entity,泸州市
北京市影视摄制服务中心,located in the administrative territorial entity,北京市
中华艺术宫,located in the administrative territorial entity,上海
上海宋城,located in the administrative territorial entity,上海
东方体育中心,located in the administrative territorial entity,上海
前滩31演艺中心,located in the administrative territorial entity,上海
上海大歌剧院,located in the administrative territorial entity,上海
双子山,located in the administrative territorial entity,上海
经开区,located in the administrative territorial entity,常州市
中国人民解放军海军,instance of,海上武装力量
黑龙江省纪委监委,located in the administrative territorial entity,哈尔滨
黑龙江纪检监察机关,located in the administrative territorial entity,哈尔滨
深圳检察机,instance of,检察机关
广东省人民检察院,instance of,检察机关
市规划和自然资源局,applies to jurisdiction,天津市
新桥镇,located in the administrative territorial entity,松江区
陈勇嘉,position held,人力资源社会保障部就业促进司副司长
胰岛素,manufacturer,国家医保局
中国运载火箭技术研究院,subsidiary,北京航天万源科技有限公司
北京航天万源科技有限公司,owned by,中国运载火箭技术研究院
自然资源部,subsidiary,自然资源统一确权登记
银川,located in the administrative territorial entity,自治区
自治区,capital,银川
成渝,located in the administrative territorial entity,四川省
遂资眉,located in the administrative territorial entity,资阳市
成渝高铁,located in the administrative territorial entity,四川省
资阳,located in the administrative territorial entity,四川省
欧洲廉价、安全、可持续能源联合行动方案,applies to jurisdiction,欧盟
香港,diplomatic relation,秘鲁
新西兰,capital,惠灵顿市
惠灵顿市,country,新西兰
托丽·沃诺,country of citizenship,新西兰
嘉手纳空军基地,located in the administrative territorial entity,冲绳县
横须贺市,located in the administrative territorial entity,冲绳县
广西电力有限公司,owned by,国家电投集团
中医药,instance of,科学
振华,located in the administrative territorial entity,南通
蓬洪,located in the administrative territorial entity,老挝
万荣,located in the administrative territorial entity,老挝
纳堆,located in the administrative territorial entity,老挝
新疆,located in or next to body of water,盐碱滩
盐碱滩,located in the administrative territorial entity,新疆
政府工作报告,author,国家统计局
林丽<unk>,employer,市场监管总局
董浜镇,located in the administrative territorial entity,常熟市
潦河,mouth of the watercourse,鄱阳湖
鄱阳湖,located in the administrative territorial entity,赣西
万埠镇,located in the administrative territorial entity,安义县
李平凡,has works in the collection,中国美术馆
芹菜,subclass of,野菜
中国国家航天局,headquarters location,武汉
新时代推动西部大开发座谈会,participant,习近平总书记
中国铁路成都局集团有限公司,headquarters location,重庆市
新时代推动西部大开发座谈会,located in the administrative territorial entity,重庆
新时代推进西部大开发形成新格局,located in the administrative territorial entity,重庆
新时代推动西部大开发形成新格局,located in the administrative territorial entity,重庆
中国国家航天局,subsidiary,中国航天科工航天三江江北公司
凯里市,located in the administrative territorial entity,贵州
白果井街道,located in the administrative territorial entity,凯里市
里维拉,country of citizenship,墨西哥
墨西哥,head of government,里维拉
墨西哥,head of state,洛佩斯
科沙诺夫,position held,哈萨克斯坦议会下院议长
中国科学院上海药物研究所,located in the administrative territorial entity,上海
瑞金医院,located in the administrative territorial entity,上海
洪都拉斯,diplomatic relation,委内瑞拉
委内瑞拉,diplomatic relation,洪都拉斯
希门尼斯,country of citizenship,委内瑞拉
中国和阿拉伯国家友好交往,facet of,中阿关系
中阿关系,facet of,中国和阿拉伯国家友好交往
上海合作组织,part of,金砖国家
约瑟夫·奈,educated at,哈佛大学
马来西亚,head of state,穆罕默德
马来民族统一机构,country,马来西亚
马来民族统一机构,chairperson,穆罕默德
穆罕默德,member of political party,马来民族统一机构
能源法,instance of,法律
电力法,instance of,法律
煤炭法,instance of,法律
节约能源法,instance of,法律
可再生能源法,instance of,法律
城镇燃气管理条例,instance of,法律
中国农业科学院,founded by,习近平同志
神舟十八号载人飞行任务,start point,酒泉卫星发射中心
神舟十八号载人飞行任务,crew member(s),叶光富
神舟十八号载人飞行任务,crew member(s),李聪
神舟十八号载人飞行任务,crew member(s),李广苏
辉县市,located in the administrative territorial entity,河南省
南村镇,located in the administrative territorial entity,辉县市
上八里镇,located in the administrative territorial entity,辉县市
叶光富,position held,指令长
上海交通大学,office held by head of the organization,上海交通大学党委书记
复旦大学党委书记,applies to jurisdiction,复旦大学
北京市商务局,located in the administrative territorial entity,北京
江西省人大常委会,located in the administrative territorial entity,南昌市
通州湾,located in the administrative territorial entity,江苏
珠海莲洲机场,located in the administrative territorial entity,海南
长东黄河大桥,crosses,黄河
中国铁路郑州局集团有限公司,item operated,长东黄河大桥
雪域高原,located in the administrative territorial entity,重庆
巍巍群山,located in the administrative territorial entity,重庆
滚滚江河,located in the administrative territorial entity,重庆
十四届全国人大常委会第九次会议,follows,十四届全国人大二次会议
全国人大代表座谈交流,participant,赵乐际
穆罕默德,position held,马来西亚外长
雅毕,country of citizenship,缅甸
大力推进制度型开放,subclass of,高水平对外开放
苏联空军烈士墓,located in the administrative territorial entity,武汉
辛亥革命博物馆,located in the administrative territorial entity,武汉
美丽海湾,country,中国
李健聪,country of citizenship,马来西亚
小若泽·里卡多·卢斯,country of citizenship,巴西
沙特阿拉伯国家石油公司,country,沙特
沙特阿美泵站,country,沙特
中国驻坦桑尼亚大使馆,country,坦桑尼亚
澳大利亚,diplomatic relation,马来西亚
南澳州,located in the administrative territorial entity,澳大利亚
孙芳安,country of citizenship,澳大利亚
马来西亚,diplomatic relation,澳大利亚
人民公正党,country,马来西亚
巴基斯坦,diplomatic relation,阿联酋
阿联酋,diplomatic relation,巴基斯坦
达苏水电站恐袭事件,country,巴基斯坦
达苏水电站恐袭事件,number of deaths,5
国防部,country,中国
中国,diplomatic relation,孟加拉国
中国人民解放军陆军,country,中国
孟加拉国,diplomatic relation,中国
比斯克拉省,located in the administrative territorial entity,阿尔及利亚
比尔纳姆,country,阿尔及利亚
迈盖耶尔,country,阿尔及利亚
北京国际电影节,organizer,中央广播电视总台
北京国际电影节,organizer,北京市人民政府
韧性城市,subclass of,城市
美国马斯卡廷中学,country,美国
巍峨长城,located in the administrative territorial entity,北京
革命老区,located in the administrative territorial entity,北京
上海交通大学,headquarters location,上海
复旦大学,headquarters location,上海
人民日报社,headquarters location,上海
寻召乡,located in the administrative territorial entity,平乡县
文化和旅游部产业发展司,part of,国家广电总局
国家卫生健康委,subsidiary,国家职业病及危害因素监测和职业病报告体系
国家职业病及危害因素监测和职业病报告体系,maintained by,国家卫生健康委
神舟十八号载人飞船,space launch vehicle,长征二号F遥十八运载火箭
长征二号F遥十八运载火箭,start point,酒泉卫星发射中心
神舟系列载人飞船,space launch vehicle,长征二号F遥十八运载火箭
叶光富,astronaut mission,中国空间站
李聪,astronaut mission,中国空间站
李广苏,astronaut mission,中国空间站
中国进出口银行,inception,1994年4月26日
宜昌市,located in or next to body of water,长江
三峡工程,located on terrain feature,长江
葛洲坝水利枢纽,located in the administrative territorial entity,宜昌市
百官街道,located in the administrative territorial entity,上虞区
康县,located in the administrative territorial entity,陇南市
石首市,located in the administrative territorial entity,荆州市
久合<unk>乡,located in the administrative territorial entity,石首市
重庆市司法局,applies to jurisdiction,重庆市
璜山镇,located in the administrative territorial entity,沛县
2021年东京奥运会,point in time,2021年
巴哈马,capital,拿骚
拿骚,country,巴哈马
世界田联,sport,田径
诺阿·莱尔斯,sport,田径
马塞尔·雅各布斯,sport,田径
费姆克·波尔,sport,田径
陈佳鹏,sport,田径
严海滨,sport,田径
吴智强,sport,田径
邓智舰,sport,田径
梁小静,sport,田径
袁琦琦,sport,田径
南京地铁,located in the administrative territorial entity,南京
2024年德国汉诺威工业博览会,point in time,2024年
2024年德国汉诺威工业博览会,part of the series,德国汉诺威工业博览会
2024年德国汉诺威工业博览会,country,德国
德国汉诺威工业博览会,country,德国
西门子公司,country,德国
茵梦达,country,德国
沙特投资部,country,沙特阿拉伯
广西壮族自治区人民政府发展研究中心,applies to jurisdiction,广西壮族自治区
自治区人民政府,applies to jurisdiction,广西壮族自治区
双泉镇,located in the administrative territorial entity,陇西县
全民健康,subclass of,健康素养
肝木旺,parent taxon,肝属木
牙周病,afflicts,牙周
牙结石,anatomical location,牙周
牙菌斑,anatomical location,牙周
"滴水映日,一叶知秋",genre,纪录片
长海县,located in the administrative territorial entity,大连市
海洋岛镇,located in the administrative territorial entity,长海县
哈桑,position held,坦桑尼亚总统
阿拉伯国家联盟,chairperson,侯赛因·汉达维
侯赛因·汉达维,member of,阿拉伯国家联盟
杜占元,employer,中国外文局
国务院办公厅,office held by head of the organization,国务院总理
国有企业管理人员处分条例(草案),legislated by,国务院常务会议
武维,position held,全国人大常委会副委员长
学位法,instance of,法律
关税法,instance of,法律
农业技术推广法,instance of,法律
中华人民共和国未成年人保护法,applies to jurisdiction,中华人民共和国
中华人民共和国生物安全法,applies to jurisdiction,中华人民共和国
加德满都,country,中华人民共和国
第十四届全国人民代表大会常务委员会第九次会议决定,publication date,2018年7月21日
中华人民共和国和希腊共和国引渡条约,point in time,2019年11月11日
中华人民共和国和希腊共和国引渡条约,signatory,中华人民共和国
中华人民共和国和希腊共和国引渡条约,location,雅典
第十四届全国人民代表大会代表,follows,第十四届全国人民代表大会代表
林广海,position held,最高人民法院民事审判第三庭
纪红玲,position held,最高人民法院民事审判第三庭
赵晋山,position held,最高人民法院民事审判第三庭
邹雷,position held,最高人民法院民事审判第三庭
万永海,position held,最高人民法院民事审判第三庭
张树明,position held,最高人民法院民事审判第三庭
郑鹏,position held,最高人民法院民事审判第三庭
王秋玲,position held,最高人民法院民事审判第三庭
陈文全,position held,最高人民法院民事审判第三庭
孙文波,position held,最高人民法院民事审判第三庭
梁晓征,position held,最高人民法院民事审判第三庭
2024中关村论坛,point in time,2024
2024中关村论坛,located in the administrative territorial entity,北京
2024中关村论坛,location,中关村国际创新中心
中关村国际创新中心,located in the administrative territorial entity,北京
疫苗,subclass of,传染性疾病
疫苗,subclass,传染性疾病
扎克瑟雷科夫,position held,哈萨克斯坦总统
董军,position,国防部长
蒙迪诺,country of citizenship,阿根廷
索萨,country of citizenship,玻利维亚
冈萨雷斯—奥莱切亚,position held,秘鲁外长
科托努,country,贝宁
龙江,located in the administrative territorial entity,黑龙江
中国载人航天工程办公室,item operated,神舟十八号航天员乘组
神舟十八号载人飞船,owned by,中国载人航天工程办公室
神舟十八号航天员乘组,owned by,中国载人航天工程办公室
神舟十七号航天员乘组,owned by,中国载人航天工程办公室
贵池区,located in the administrative territorial entity,池州市
九华,located in the administrative territorial entity,安徽省
太平湖,located in the administrative territorial entity,安徽省
九华山,located in the administrative territorial entity,安徽省
国家知识产权局,instance of,国务院直属机构
高黎贡山隧道,carries,大瑞铁路
湛江红树林国家级自然保护区,located in the administrative territorial entity,广东省
裕安区,located in the administrative territorial entity,六安市
苏埠镇,located in the administrative territorial entity,裕安区
中华人民共和国学位法,country,中华人民共和国
库车,located in the administrative territorial entity,新疆维吾尔自治区
余姚市,located in the administrative territorial entity,浙江省
施<unk>遗址,located in the administrative territorial entity,余姚市
壶关县,located in the administrative territorial entity,长治市
玛曲县,located in the administrative territorial entity,甘南藏族自治州
诸城,located in the administrative territorial entity,诸冯
诸冯,located in the administrative territorial entity,诸城
湘西,located in the administrative territorial entity,湖南
潜山市,located in the administrative territorial entity,安徽
清溪垂钓,creator,黄宾虹
黄宾虹,notable work,清溪垂钓
功德寺公园,located in the administrative territorial entity,北京
陆军军医大学,significant event,陆军军医大学视察
傅<unk>萁,member of political party,中国国民党
中国国民党,office held by head of the organization,中共中央总书记
福田区,located in the administrative territorial entity,深圳市
南山区,located in the administrative territorial entity,深圳市
独龙江乡,located in the administrative territorial entity,怒江傈僳族自治州
山东港口集团,item operated,青岛港董家口港区
青岛港董家口港区,owned by,山东港口集团
第七十五届联合国大会一般性辩论,point in time,2020年9月22日
数据,subclass of,新兴资产
金融监督管理总局,subsidiary,金融监管总局相关司局
金融监管总局相关司局,part of,金融监督管理总局
第135届广交会,instance of,广交会
阿布扎比未来能源公司,country,阿联酋
南磨房乡,located in the administrative territorial entity,朝阳区
中法全面战略伙伴关系,participant,王毅
中法全面战略伙伴关系,participant,法国总统
中法全面战略伙伴关系,participant,博纳
佛得角,head of government,罗沙
罗沙,country of citizenship,佛得角
瓦努阿图领袖党,chairperson,纳帕特
纳帕特,member of political party,瓦努阿图领袖党
圣迭戈动物园,country,美国
马达加斯加,diplomatic relation,保加利亚
保加利亚,diplomatic relation,马达加斯加
崇仁古镇,located in the administrative territorial entity,嵊州
江南水乡,located in the administrative territorial entity,嵊州
绍兴鲁迅故里,located in the administrative territorial entity,嵊州
鲁迅,notable work,百草园
百草园,author,鲁迅
绍兴鲁迅纪念馆,located in the administrative territorial entity,嵊州
谌贻琴,member of,全国妇联
王志珍,occupation,数学家
全国五一劳动奖状,conferred by,中华全国总工会
全国五一劳动奖章,conferred by,中华全国总工会
全国工人先锋号,conferred by,中华全国总工会
北京国际电影节,organizer,国家电影局
泸定县,located in the administrative territorial entity,甘孜藏族自治州
雅安市,located in the administrative territorial entity,四川省
思政课,subclass of,课程
马克思主义基本原理,author,大二
新邮件来了,instance of,邮箱
荆州,located in the administrative territorial entity,安徽省
画家,field of this,绘画
习近平谈“一带一路”(2023年版),author,习近平
2024北京国际汽车展览会,point in time,2024年
2024北京国际汽车展览会,location,中国国际展览中心
任弼时同志,member of political party,中国共产党
中共中央政治局常委,part of,中国共产党
金山区,located in the administrative territorial entity,上海
廊下镇,located in the administrative territorial entity,金山区
广陈镇,located in the administrative territorial entity,平湖市
港珠澳大桥边检站,located in the administrative territorial entity,珠海
港珠澳大桥珠海公路口岸,located in the administrative territorial entity,珠海
电白区,located in the administrative territorial entity,茂名
旦场镇,located in the administrative territorial entity,电白区
钓鱼台国宾馆,country,美国
特斯拉公司,country,美国
特斯拉公司,chief executive officer,马斯克
特斯拉公司,headquarters location,上海超级工厂
马斯克,employer,特斯拉公司
上海超级工厂,country,美国
巴拿马,head of state,科尔蒂索
佩里科岛,country,巴拿马
科尔蒂索,country of citizenship,巴拿马
恩迪库里约,member of political party,保卫民主力量
全球发展倡议,country,中国
全球安全倡议,country,中国
全球文明倡议,country,中国
中玻战略伙伴关系,participant,王毅
中玻战略伙伴关系,participant,索萨
中拉命运共同体,participant,王毅
中拉命运共同体,participant,索萨
拉中关系,participant,王毅
拉中关系,participant,索萨
中国和阿尔及利亚,country,阿尔及利亚
阿尔及利亚东西高速公路,country,阿尔及利亚
法兰德斯,country,比利时
拜萨洛夫,country of citizenship,吉尔吉斯斯坦
莫斯科东方劳动者共产主义大学,founded by,中国共产党
中国人民解放事业,founded by,中国共产党
任弼时,member of political party,中国共产党
千瓦,named after,电机
国家标准委,part of,市场监管总局
人工智能机器学习系统,subclass of,机器学习
住房城乡建设部,subsidiary,应急管理部
住房城乡建设部,subsidiary,自然资源部
住房城乡建设部,subsidiary,市场监管总局
海绵城市,located in the administrative territorial entity,泸州市
虞向红,award received,全国五一劳动奖章
徐留平,award received,全国工人先锋号
彭浦新村街道,located in the administrative territorial entity,静安区
中国青年女科学家奖,winner,谌贻琴
康美街道,located in the administrative territorial entity,两江新区
冰峰,located in the administrative territorial entity,浙江
白龙遗址,located in the administrative territorial entity,雄安新区
张集镇,located in the administrative territorial entity,虞城县
叶县,located in the administrative territorial entity,平顶山市
伏牛山脉,located in the administrative territorial entity,河南省
桐柏山脉,located in the administrative territorial entity,河南省
新疆生产建设兵团第六师共青团农场,owned by,新疆生产建设兵团
李毅,educated at,中央党校(国家行政学院)
2024国际消费季,located in the administrative territorial entity,上海
广州市,located in or next to body of water,珠江
珠江,located in the administrative territorial entity,广东省
北京海关,headquarters location,北京
无障碍环境,facet of,残疾人群体
视障者,subclass of,视力
视障者,subclass,视力
中国南方电网,subsidiary,全国平媒公益广告制作中心
鸦片战争,participant,中国共产党
林则徐,member of political party,中国共产党
魏源,member of political party,中国共产党
中国学,studies,历史中国
韩喜平,member of political party,中国共产党
1929年,follows,1928年
塾塘乡,located in the administrative territorial entity,汨罗市
汨罗市,located in the administrative territorial entity,湖南
五一,follows,清明
庞革平,place of birth,广西壮族自治区
广州知识产权法院,located in the administrative territorial entity,广州
中国作协网络文学中心,located in the administrative territorial entity,上海
美乡村足球超级联赛,located in the administrative territorial entity,贵州
村超,located in the administrative territorial entity,贵州
百度百舸·AI异构计算平台,developer,百度智能云联合大模型落地教育场景先行者好未来教育集团
百度百舸·AI异构计算平台,developer,百度智能云合作平台
中华人民共和国关税法,publication date,2024年4月26日
埃森哲,industry,管理咨询
印度尼西亚,diplomatic relation,墨西哥
墨西哥,diplomatic relation,印度尼西亚
西蒂·努尔巴亚,country of citizenship,印度尼西亚
苏迪尔曼大街,country,印度尼西亚
苏迪尔曼大街,located in the administrative territorial entity,雅加达
坦林街,country,印度尼西亚
坦林街,located in the administrative territorial entity,雅加达
联合国教科文组织,part of,经济合作与发展组织
南非全国省级事务委员会,country,南非
气候变化法案,country,南非
马克龙,position held,法兰西共和国总统
武契奇,position held,塞尔维亚共和国总统
舒尤克,position held,匈牙利总统
法兰西共和国,head of state,马克龙
马克龙,country of citizenship,法兰西共和国
塞尔维亚共和国,head of state,武契奇
武契奇,country of citizenship,塞尔维亚共和国
舒尤克,country of citizenship,匈牙利
法国,diplomatic relation,塞尔维亚
塞尔维亚,diplomatic relation,塞尔维亚共和国
匈牙利,diplomatic relation,塞尔维亚共和国
阿里·本·塔米姆,country of citizenship,阿联酋
穆罕默德·阿里,country of citizenship,阿联酋
政协第十四届全国委员会常务委员会,part of,政协第十四届全国委员会
全国政协十四届常委会,part of,政协第十四届全国委员会
冈萨雷斯—奥莱切亚,country of citizenship,秘鲁
高质量发展,part of,十四五”规划
金昌,located in the administrative territorial entity,甘肃
武威,located in the administrative territorial entity,甘肃
中央广播集团,item operated,新华社北京4月29日电
中央广播集团,item operated,新华社北京4月29日
王正谱,position held,河北省委副书记
五一,instance of,国际劳动节
商务部,subsidiary,全国汽车流通信息管理系统
财政部,subsidiary,全国汽车流通信息管理系统
国家税务总局,instance of,税务机关
有色金属工业,subclass of,工业
习近平主席对欧洲三国进行国事访问,participant,习近平主席
习近平主席,significant event,习近平主席对欧洲三国进行国事访问
苏博蒂察,country,塞尔维亚
崔泰源,country of citizenship,韩国
杨昊,country of citizenship,中华人民共和国
厦门大学,country,中华人民共和国
厦门大学社会与人类学院,country,中华人民共和国
生命科学学院,country,中华人民共和国
中国第一汽车股份有限公司,country,中华人民共和国
华中科技大学,country,中华人民共和国
陕西省,located in the administrative territorial entity,中华人民共和国
渭南,country,中华人民共和国
渭南市,country,中华人民共和国
五峰土家族自治县,located in the administrative territorial entity,宜昌市
集镇,located in the administrative territorial entity,五峰土家族自治县
"这个动作,数十年未变",depicts,总书记
张智娟,award received,全国五一劳动奖章
漾<unk>彝族自治县,located in the administrative territorial entity,大理白族自治州
平坡镇,located in the administrative territorial entity,漾<unk>彝族自治县
2024年国家自然资源例行督察,start time,4月29日
2024年国家自然资源例行督察,organizer,自然资源部
2024年国家自然资源例行督察,instance of,国家自然资源督察机构
2024年国家自然资源例行督察,point in time,2024年
2024年第一次总督察办公会,start time,4月29日
2024年第一次总督察办公会,organizer,自然资源部
2024年第一次总督察办公会,instance of,国家自然资源督察机构
2024年第一次总督察办公会,point in time,2024年
2023年度土地、矿产、海洋等自然资源保护利用及国土空间规划,organizer,自然资源部
2023年度土地、矿产、海洋等自然资源保护利用及国土空间规划,instance of,国家自然资源督察机构
2023年度土地、矿产、海洋等自然资源保护利用及国土空间规划,point in time,2024年
文明是多彩的,location,故宫博物院
文明是多彩的,location,文华殿
沃野长风起,located in the administrative territorial entity,石文
齐成龙,place of birth,北京市
国务院安委办,headquarters location,北京
龙泉市,located in the administrative territorial entity,丽水市
衢州,located in the administrative territorial entity,浙江省
江山市,located in the administrative territorial entity,衢州
