head,relation,tail
文化传承发展座谈会,organizer,党中央
文化传承发展座谈会,point in time,2023年6月2日
台州机场,located in the administrative territorial entity,浙江省
曲水县,located in the administrative territorial entity,西藏
白朗县,located in the administrative territorial entity,西藏
萨迦县,located in the administrative territorial entity,西藏
三星堆,located in the administrative territorial entity,浙江
杨昌,position held,全国人大代表
全国优秀教师代表,conferred by,中国人民大学
天山,located in the administrative territorial entity,浙江
中共中央总书记,subclass of,中共中央总书记
钢水,subclass of,矿石
非遗进校园,facet of,非遗
非遗进校园,face,非遗
数据交易所,subclass of,数据资源
社会主义现代化建设,subclass of,现代化
长丰县,located in the administrative territorial entity,合肥市
宜居宜业区,located in the administrative territorial entity,合肥
来安县,located in the administrative territorial entity,滁州市
张山镇,located in the administrative territorial entity,来安县
来安乡,located in the administrative territorial entity,来安县
新型举国体制,part of,中国特色社会主义
江苏,head of government,习近平总书记
黄河,located in the administrative territorial entity,河南省
郑州,located in or next to body of water,黄河
郑州市,located in or next to body of water,黄河
2023世界大河文明论坛,point in time,2023年
印度河,mouth of the watercourse,黄河
尼罗河,mouth of the watercourse,印度河
韩建业,employer,中国人民大学
南佐遗址,located in the administrative territorial entity,庆阳
牛河梁遗址,located in the administrative territorial entity,庆阳
海信120英寸可折叠激光电视,manufacturer,洛图科技
宁波象山亚帆中心帆船比赛,part of,杭州亚运会
八江镇,located in the administrative territorial entity,三江侗族自治县
嫦娥七号,crew member(s),唐玉华
唐玉华,astronaut mission,嫦娥七号
王志珍,astronaut mission,嫦娥七号
郊区,located in the administrative territorial entity,铜陵市
老洲镇,located in the administrative territorial entity,郊区
芝罘区,located in the administrative territorial entity,烟台市
第二届全国职业技能大赛,located in the administrative territorial entity,天津
全国职业技能大赛,located in the administrative territorial entity,天津
全国职业技能大赛,located,天津
天津机电职业技术学院,located in the administrative territorial entity,天津
天津机电职业技术学院,located in the administrative territorial enti,天津
第二届全国职业技能大赛,instance of,全国职业技能大赛
竺士杰,occupation,全国劳模
天津滨海供电分公司,located in the administrative territorial entity,天津
金贾市,located in the administrative territorial entity,乌干达
金贾市,located,乌干达
联合国人权事务,field of work,人权
联合国人权事务,field,人权
卡尔加里,country,加拿大
沙特阿美石油公司,chief executive officer,阿明·纳赛尔
阿明·纳赛尔,employer,沙特阿美石油公司
侵华战争,participant,日本
匈牙利,executive body,匈牙利政府
匈牙利政府,country,匈牙利
工行湖北省分行,part of,中国工商银行湖北省分行
黔南州,located in the administrative territorial entity,贵州省
澜沧江,mouth of the watercourse,湄公河
澜沧江,mouth of the,湄公河
钢铁业,subclass of,制造业
七八,part of,暑期消费市场
黑龙江,capital,哈尔滨市
哈尔滨市,located in the administrative territorial entity,黑龙江
诸暨市,located in the administrative territorial entity,浙江
临空经济区,located in the administrative territorial entity,廊坊
物联网,instance of,战略性新兴产业
百年变局,participant,习近平
习近平总书记,position held,国务院总理
新型工业化,facet of,新型工业化
闽黔,located in the administrative territorial entity,贵州省
郑焦城际铁路,located in the administrative territorial entity,河南
黄河大桥,located in the administrative territorial entity,河南
黄河大桥,carries,郑焦城际铁路
罗勇府,country,泰国
莫耶,member of,飞虎队
麦克马伦,member of,飞虎队
东博会和投资峰会,location,南宁
哈萨克斯坦,capital,阿斯塔纳
西南环城公路,country,哈萨克斯坦
西南环城公路,terminus location,阿斯塔纳
共建“一带一路”倡议,country,哈萨克斯坦
习近平主席,position held,俄罗斯总统
孔歌,member of political party,中国共产党
罗马,instance of,首都
白玛赤林,member of political party,中国共产党
本报南京,headquarters location,南京
四川省人民政府,located in the administrative territorial entity,成都
8月,follows,7月
杭州,located in or next to body of water,西子湖
西子湖,located in the administrative territorial entity,杭州
阳台,located in the administrative territorial entity,杭州
丽水站,located in the administrative territorial entity,丽水
丽水,located in the administrative territorial entity,杭州
中国国家铁路集团有限公司,item operated,闵行站
中国国家铁路集团有限公司,item operated,长沙北站
中国国家铁路集团有限公司,item operated,王家营西站
闵行站,located in the administrative territorial entity,上海
长沙北站,located in the administrative territorial entity,昆明
王家营西站,located in the administrative territorial entity,昆明
利物浦大学,country,英国
苗绣,subclass of,传统文化
凤凰乐栖,located in the administrative territorial entity,上海
周长奎,member of,中国残疾人联合会
李东梅,member of,中国残疾人联合会
侯晶晶,member of,中国残疾人联合会
周娟,member of,中国残疾人联合会
三地州,located in the administrative territorial entity,新疆
镇痛,located in the administrative territorial entity,三地州
芬芳开园,located in the administrative territorial entity,杭州
芬芳开园,located in the administrative territorial entity,浙江
2010年广州亚运会,follows,2010年北京亚运会
雄安新区,located in the administrative territorial entity,雄安
雄安新区,located in the administrative territorial enti,雄安
伟大抗美援朝精神,facet of,抗美援朝战争
宁夏老年科技大学,located in the administrative territorial entity,宁夏
袁隆平,field of work,杂交水稻
屿头乡,located in the administrative territorial entity,台州市
徐留平,member of,全国总工会
新民镇,located in the administrative territorial entity,垫江县
仁和区,located in the administrative territorial entity,攀枝花市
千里江山图,collection,故宫博物院
中国共产党,political ide,社会主义
中国青年报,founded by,陈小川
陈小川,employer,中国青年报
刘亚东,educated at,南开大学
北德意志广播公司,country,德国
斯图加特报,country,德国
南德意志报,country,德国
时代周报,country,德国
梅丽莎·弗莱明,country of citizenship,德国
广西壮族自治区人民政府,applies to jurisdiction,广西壮族自治区
横州市,located in the administrative territorial entity,广西
横州市,located in the administrative territorial entity,广西壮族自治区
沾化区,located in the administrative territorial entity,滨州市
中国轻工业信息中心,headquarters location,京
国家发展改革委,subsidiary,国家监委
上海期货交易所,member of,国家监委
国家监察委员会,chairperson,习近平
最高人民检察院,chairperson,习近平
公安部,chairperson,习近平
莱芜区,located in the administrative territorial entity,济南市
苗山镇,located in the administrative territorial entity,莱芜区
扎赉诺尔区,located in the administrative territorial entity,呼伦贝尔市
道理学理哲理,author,董振华
乡村振兴战略,facet of,乡村振兴
桂花,parent taxon,木犀属
木犀科,taxonomic type,木犀属
金桂,parent taxon,桂花
银桂,parent taxon,桂花
丹桂,parent taxon,桂花
四季桂,parent tax,桂花
杭州体育馆,located in the administrative territorial entity,杭州
桐庐县,located in the administrative territorial entity,杭州
亚运村,located in the administrative territorial entity,杭州
秦山核电站,owned by,秦山核电
科大讯飞,headquarters location,安徽
滨湖国际会展中心,located in the administrative territorial entity,合肥市
安徽省政府,applies to jurisdiction,安徽省
风力,subclass of,可再生能源
滨湖,located in the administrative territorial entity,安徽省
滨湖国际会展中心,located in the administrative territorial entity,合肥
吴晓如,employer,科大讯飞
中铁建工集团,headquarters location,北京市
中铁建工集团,headquarters location,北京
习近平新时代中国特色社会主义思想,named after,习近平总书记
习近平新时代中国特色社会主义思想,named after,总书记
习近平新时代中国特色社会主义思想,named,总书记
萧山区,located in the administrative territorial entity,杭州
杭州奥体中心,located in the administrative territorial entity,萧山区
国博壁球馆,located in the administrative territorial entity,萧山区
杭州国际博览中心,located in the administrative territorial entity,萧山区
科创职业技术学院,located in the administrative territorial entity,上海
粤澳,located in the administrative territorial entity,广东省
粤澳深度合作区,located in the administrative territorial entity,粤澳
马来西亚,diplomatic relation,老挝
老挝,diplomatic relation,马来西亚
龙腾,educated at,北京理工大学
石文先,position held,全国政协委员
北川羌族自治县,located in the administrative territorial entity,绵阳市
曲山镇,located in the administrative territorial entity,北川羌族自治县
汶川地震,location,四川省
七仙岭山,located in the administrative territorial entity,保亭黎族苗族自治县
戏剧教育,subclass of,艺术教育
父辈的荣耀,screenwriter,赵冬苓
父辈的荣耀,director,康洪雷
父辈的荣耀,screenwriter,康
巴沙尔,position held,叙利亚总统
米沙勒,position held,科威特王储
夏纳纳,position held,东帝汶总理
韩德洙,position held,韩国总理
佐哈里,position held,马来西亚国会下议院议长
费萨尔,noble title,泰国公主
希里婉瓦丽,noble title,泰国公主
拜萨洛夫,position held,吉尔吉斯斯坦副总理
土库曼斯坦,capital,阿什哈巴德
奥林匹克体育中心,country,土库曼斯坦
奥林匹克体育中心,located in the administrative territorial entity,阿什哈巴德
上栗镇,located in the administrative territorial entity,上栗县
实体经济,part of,社会主义现代化强国
扈胡镇,located in the administrative territorial entity,霍邱县
习近平主席,significant event,联合国大会一般性辩论
联合国大会一般性辩论,point in time,2021年9月21日
联合国大会一般性辩论,participant,习近平主席
新兴市场国家,subclass of,发展中国家
第七十八届联合国大会一般性辩论,point in time,2021年9月21日
卡塔尔,capital,北京
北京,country,卡塔尔
中卡关系,country,卡塔尔
中卡关系,participant,北京
卡,capital,北京
塞前进党,country,塞尔维亚
武切维奇,member of political party,塞前进党
奥尔利奇,member of political party,塞前进党
伏伊伏丁那自治省,located in the administrative territorial entity,塞尔维亚
帕斯托尔,member of political party,塞前进党
塞国民议会,country,塞尔维亚
阿莫克西,country of citizenship,苏里南
尼泊尔,head of government,普拉昌达
联合国日内瓦办事处,located in the administrative territorial entity,日内瓦
瑞士,member of,联合国人权理事会
陈旭,country of citizenship,瑞士
联合国人权理事会,subsidiary,联合国日内瓦办事处
迪西哈,position held,柬埔寨副首相
改革开放,participant,习近平主席
第二中学,located in the administrative territorial entity,杭州
蔡小雄,educated at,杭州第二中学
习近平总书记,award received,全国优秀教师代表
全国优秀教师代表,conferred by,习近平总书记
沙井镇,located in the administrative territorial entity,甘州区
黄河三角洲国家级自然保护区,located in the administrative territorial entity,东营市
国家卫生健康委,item operated,全民健康信息平台
栾心怡文,astronaut mission,中国第十三次北冰洋科学考察队
文化和旅游部,subsidiary,公安部
童书,subclass of,书籍
禹刑,instance of,法律
刑书,instance of,法律
汉谟拉比法典,instance of,法律
徐留平等,position held,中华全国总工会主席
道县,located in the administrative territorial entity,永州市
清塘镇,located in the administrative territorial entity,道县
澳门,office held by head of government,澳门特区行政长官
澳门特区行政长官,applies to jurisdiction,澳门
2023年世界互联网大会乌镇峰会,organizer,世界互联网大会
阿拉善盟,located in the administrative territorial entity,内蒙古
延安,located in the administrative territorial entity,内蒙古
桐城,located in the administrative territorial,安徽
复兴文库,editor,俞国林
贵州茅台酒股份有限公司,owned by,贵州茅台集团
贵州茅台集团,subsidiary,贵州茅台酒股份有限公司
贵州茅台集团,subsidiary,贵州茅台
贵州茅台,subsidiary,贵州茅台酒股份有限公司
贵州茅台,subsidiary,贵州茅台集团
孟加拉国,diplomatic relation,尼泊尔
孟加拉国,diplomatic relation,沙特阿拉伯
尼泊尔,diplomatic relation,孟加拉国
尼泊尔,diplomatic relation,沙特阿拉伯
沙特阿拉伯,diplomatic relation,孟加拉国
沙特阿拉伯,diplomatic relation,尼泊尔
习近平总书记,employer,中共中央办公厅
习近平总书记,employer,国务院办公厅
中共中央办公厅,office held by head of the organization,总书记
国务院办公厅,office held by head of the organization,总书记
裕农通,owned by,中国建设银行
杭州天目山路隧道,located in the administrative territorial entity,杭州
耒阳市,located in the administrative territorial entity,衡阳市
东湖圩镇,located in the administrative territorial entity,耒阳市
衡阳市,located in the administrative territorial entity,湖南
非洲开发银行,operating area,非洲
阿金武米·阿德西纳,employer,非洲开发银行
阿布扎比,located in the administrative territorial entity,阿联酋
迪拜,located in the administrative territorial entity,阿联酋
沙迦,located in the administrative territorial entity,阿联酋
纽约,member of,联合国
约旦,capital,安曼
安曼,country,约旦
湾<unk>区,located in the administrative territorial entity,芜湖市
花桥镇,located in the administrative territorial entity,湾<unk>区
2023年中国农民丰收节,point in time,2023年9月23日
2023年中国农民丰收节,located in the administrative territorial entity,安徽省
安徽省人民政府,applies to jurisdiction,安徽省
香港特区政府,office held by head of the organization,政务司司长
政务司司长,part of,香港特区政府
香港特区政府,office held by head of the organization,政务司司司长
中共中央国务院关于支持福建探索海峡两岸融合发展新路 建设两岸融合发展示范区的意见,applies to jurisdiction,福建
粤剧,subclass of,戏曲
粤汉剧,subclass of,戏曲
京剧,subclass of,戏曲
豫剧,subclass of,戏曲
金莲花广场,located in the administrative territorial entity,澳门
东直门,located in the administrative territorial entity,东城区
长河,located in the administrative territorial entity,北京
延安,located in the administrative territorial entity,北京
阿坝州体育场,located in the administrative territorial entity,阿坝藏族羌族自治州
党坝乡,located in the administrative territorial entity,马尔康市
涪江,mouth of the watercourse,长江
德胜隧道,carries,川青铁路
双河镇,located in the administrative territorial entity,九寨沟县
威州镇,located in the administrative territorial entity,汶川县
稻黍成熟、瓜果飘香的时节,instance of,中国农民丰收节
中国农民丰收节,country,中国
农业农村,country,中国
黄骅市,located in the administrative territorial entity,河北省
高州市,located in the administrative territorial entity,茂名
榆林市,located in the administrative territorial entity,陕西
郝家桥,located in the administrative territorial entity,绥德县
马鞍山,located in the administrative territorial entity,喀喇沁旗
殷新宇,spouse,程聚新
程聚新,spouse,殷新宇
赵州镇,located in the administrative territorial entity,赵县
早稻,subclass of,稻谷
汪哲平,instance of,电子邮箱
铁扇公主,instance of,动画电影
大闹天宫,instance of,动画电影
哪吒闹海,instance of,动画电影
宝莲灯,instance of,动画电影
西游记之大圣归来,instance of,动画电影
山河壮美,instance of,诗篇
山河壮美,instance,诗篇
罗小黑战记,instance of,动画电影
电力体制改革,facet of,电力
西湖国宾馆,located in the administrative territorial entity,杭州
中叙战略伙伴关系,participant,习近平
科威特,head of state,米沙勒
米沙勒,country of citizenship,科威特
杭州亚运会,participant,习近平
1990年北京亚运会,participant,习近平
2010年广州亚运会,participant,习近平
国际奥林匹克委员会,chairperson,巴赫
巴赫,member of,国际奥林匹克委员会
北京冬奥会,participant,习近平
北京冬奥会,organizer,国际奥林匹克委员会
西子湖,located in the administrative territorial entity,浙江省
中国农民丰收节,founded by,习近平总书记
庆丰乡,located in the administrative territorial entity,友谊县
老屯乡,located in the administrative territorial entity,台江县
阿拉伯叙利亚共和国,head of state,巴沙尔·阿萨德
巴沙尔·阿萨德,country of citizenship,阿拉伯叙利亚共和国
中华人民共和国政府,head of state,习近平
共建中马命运共同体,signatory,安瓦尔
普拉昌达,date of birth,1954年12月11日
普拉昌达,member of political party,尼泊尔共产党(毛主义)
尼共(毛中心),chairperson,普拉昌达
共建“一带一路”,participant,阿根廷
共建“一带一路”,participant,乌拉圭
共建“一带一路”,participant,智利
共建“一带一路”,participant,秘鲁
共建“一带一路”,participant,委内瑞拉
共建“一带一路”,participant,厄瓜多尔
共建“一带一路”,participant,巴拿马
共建“一带一路”,participant,多米尼加
共建“一带一路”,participant,哥斯达黎加
珍妮特·耶伦,employer,美国财政部
中国新闻社,chief executive officer,陈陆军
中国新闻网,owned by,中国新闻社
陈陆军,member of,中国新闻社
习近平同志,position held,全国政协主席
山西,shares border with,河南
三门峡市,located in the administrative territorial entity,河南
三门峡公铁黄河大桥,located in the administrative territorial entity,三门峡市
运三高速公路,located in the administrative territorial entity,山西
