head,relation,tail
浙江文学馆,located in the administrative territorial entity,杭州
皮拉勒乡,located in the administrative territorial entity,阿克陶县
新青年推理社,founded by,李元昊
推理社,founded by,李元昊
开州区,located in the administrative territorial entity,重庆市
丰乐街道,located in the administrative territorial entity,开州区
霍尔果斯市,located in the administrative territorial entity,新疆维吾尔自治区
霍尔果斯口岸,located in the administrative territorial entity,霍尔果斯市
总书记,facet of,习近平同志
应急管理部,office held by head of the organization,应急管理部副部长
白剑峰,employer,国家疾控局
杭州第19届亚运会,location,杭州市
京杭大运河,located in the administrative territorial entity,杭州市
杭州城中心,located in the administrative territorial entity,杭州市
张之臻,member of sports team,中国网协
2023国际篮联男篮世界杯,participating team,中国男篮
2023国际篮联男篮世界杯,participating team,波多黎各男篮
2023国际篮联男篮世界杯,participating team,塞尔维亚男篮
2023国际篮联男篮世界杯,participating team,安哥拉男篮
2023国际篮联男篮世界杯,participating team,菲律宾男篮
仁怀市,located in the administrative territorial entity,贵州省
伊拉克,diplomatic relation,黎巴嫩
伊拉克,diplomatic relation,埃及
叙利亚,diplomatic relation,埃及
叙利亚,diplomatic relation,约旦
叙利亚,diplomatic relation,叙利亚
黎巴嫩,diplomatic relation,伊拉克
黎巴嫩,diplomatic relation,叙利亚
埃及,diplomatic relation,伊拉克
埃及,diplomatic relation,黎巴嫩
埃及,diplomatic relation,约旦
埃及,diplomatic relation,叙利亚
约旦,diplomatic relation,叙利亚
塔吉克斯坦海关委员会,country,塔吉克斯坦
塔吉克斯坦,currency,塔吉克斯坦索莫尼
塔吉克斯坦索莫尼,country,塔吉克斯坦
法国经济部,country,法国
波兰,located in or next to body of water,波罗的海
格但斯克,country,波兰
波罗的海,basin country,波兰
加拿大,capital,渥太华
萨斯喀彻温省,located in the administrative territorial entity,加拿大
萨斯喀彻温省,capital,萨斯卡通市
萨斯卡通市,country,加拿大
萨斯卡通市,located in the administrative territorial entity,萨斯喀彻温省
探地雷达搜索学校旧址,country,加拿大
探地雷达搜索学校旧址,located in the administrative territorial entity,萨斯卡通市
捷孚凯,country,德国
罗尔夫·比克尔,country of citizenship,德国
韩民族日报,country,韩国
韩国警方,country,韩国
英国交通大臣,country,英国
马克·哈珀,position held,英国交通大臣
马克·哈珀,country of citizenship,英国
英国空中交通管制系统,country,英国
信阳,located in the administrative territorial entity,河南
商城县,located in the administrative territorial entity,信阳
赤城街道,located in the administrative territorial entity,商城县
陈卫,position held,全国人大代表
法治,subclass of,治国理政
张天培,employer,铁路公安
苗怀鑫,employer,铁路公安
邹平市,located in the administrative territorial entity,山东
中华人民共和国无障碍环境建设法,instance of,法律
三水,located in the administrative territorial entity,佛山
冼星海,notable work,在太行山上
在太行山上,composer,冼星海
延安与八路军,genre,纪录电影
中国文化,has quality,中华文明
十四届全国人大常委会第五次会议,participant,赵乐际
党的十九大,participant,习近平同志
中国式现代化面对面,publisher,人民出版社
中华人民共和国个人所得税法,country,中华人民共和国
财政部税政司,country,中华人民共和国
税务总局所得税司,country,中华人民共和国
约翰·伊斯特布鲁克,country of citizenship,美国
金山大学,country,南非
加思·谢尔顿,country of citizenship,南非
加思·谢尔顿,educated at,金山大学
金砖国家,participant,南非
第十九届亚运,location,杭州
新坦基市,country,巴西
新坦基市,located in the administrative territorial entity,巴伊亚州
中广核巴西公司,country,巴西
中广核巴西公司,headquarters location,新坦基市
中国,significant event,共建“一带一路”
中国载人航天工程办公室,item operated,载人月球探测工程
载人月球探测工程,organizer,中国载人航天工程办公室
载人月面着陆器,manufacturer,中国载人航天工程办公室
载人月面着陆器,part of,载人月球探测工程
载人月面着陆器,manufacturer,载人月球探
南古镇,located in the administrative territorial entity,市民乐县
渭滨区,located in the administrative territorial entity,宝鸡市
高家镇,located in the administrative territorial entity,渭滨区
富子梅,country of citizenship,中华人民共和国
李松,country of citizenship,中华人民共和国
中央军委,country,中华人民共和国
中国人民解放军驻澳门部队,country,中华人民共和国
人民军队,country,中华人民共和国
刁窝中学,located in the administrative territorial entity,涿州市
载人航天,creator,习近平总书记
探月,creator,习近平总书记
探火,creator,习近平总书记
大飞机,creator,习近平总书记
苏州片区,located in the administrative territorial entity,江苏省
污染治理,facet of,生态文明建设
塘沽第一职业中等专业学校,located in the administrative territorial entity,滨海新区
淄博市,located in the administrative territorial entity,山东省
栾川县,located in the administrative territorial entity,洛阳市
贾晓军,military branch,海军
王中光,military branch,海军
中国电力发展报告2023,author,电力规划设计总院
山西,capital,成都
平遥,located in the administrative territorial entity,山西
中国国际软件博览会,located in the administrative territorial entity,天津
天津软件园,located in the administrative territorial entity,天津
住建房管部门,applies to jurisdiction,北京市
2023中国国际智能产业博览会,point in time,2023
2023中国国际智能产业博览会,point in,2023
中央网络安全和信息化领导小组,founded by,习近平同志
研究,part of,科学
新能源汽车,instance of,产业
光伏电池,instance of,产业
马克思主义劳动价值论,part of,马克思主义
高质量发展,subclass of,经济发展
张立群,employer,中国物流与采购联合会
第二个结合,subclass of,马克思主义
黄超,occupation,银龄教师
黄超,occupation,银龄
鼓楼区,located in the administrative territorial entity,福州市
额济纳旗,located in the administrative territorial entity,阿拉善盟
阿拉善右旗,located in the administrative territorial entity,阿拉善盟
2023世界田联钻石联赛,point in time,2023
巴淡岛,country,印度尼西亚
邕宁区,located in the administrative territorial entity,南宁市
邕江,located in the administrative territorial entity,广西壮族自治区
井口街道,located in the administrative territorial entity,沙坪坝区
石井坡街道,located in the administrative territorial entity,沙坪坝区
鹿城区,located in the administrative territorial entity,温州
鹿城区纪委监委,applies to jurisdiction,鹿城区
北京市人力资源和社会保障局,located in the administrative territorial entity,北京市
北京市劳动人事争议仲裁机构,located in the administrative territorial entity,北京市
钱塘(新)区,located in the administrative territorial entity,杭州
香坊区,located in the administrative territorial entity,哈尔滨市
红旗街道,located in the administrative territorial entity,香坊区
疫苗接种,subclass of,医疗卫生服务
莱蒂西亚·哈特尔,country of citizenship,巴西
丹麦国家博物馆,country,巴西
巴西原住民图皮南巴人,country,巴西
差春骚,located in the administrative territorial entity,泰国
春武里,located in the administrative territorial entity,泰国
罗勇,located in the administrative territorial entity,泰国
墨西哥国家统计和地理研究所,country,墨西哥
墨西哥农业和农村发展部,country,墨西哥
梅克达德,position held,叙利亚外长
美国,office held by head of government,伊朗外长
美国,office held by head of government,联合国秘书长
美国,office held by head of government,联合国安理会主席
叙利亚,office held by head of government,伊朗外长
叙利亚,office held by head of government,联合国秘书长
叙利亚,office held by head of government,联合国安理会主席
伊拉克,office held by head of government,联合国秘书长
伊拉克,office held by head of government,联合国安理会主席
坦夫地区,country,叙利亚
联合国秘书长,appointed by,联合国安理会主席
联合国安理会主席,appointed by,联合国秘书长
芝加哥太阳报,country,美国
伊利诺伊州政策研究所,country,美国
芝加哥警察局,country,美国
欧盟统计局,applies to jurisdiction,欧盟
欧盟,subsidiary,欧盟统计局
欧盟,central bank,欧洲央行
法国,located in the administrative territorial entity,欧盟
意大利,located in the administrative territorial entity,欧盟
西班牙,located in the administrative territorial entity,欧盟
欧洲央行,applies to jurisdiction,欧盟
习近平总书记在全国生态环境保护大会,instance of,重要讲话
刘军国,country of citizenship,中国
屈佩,country of citizenship,中国
王<unk>欣,country of citizenship,中国
杨文明,country of citizenship,中国
王云娜,country of citizenship,中国
抚平原,located in the administrative territorial entity,江西
丰城市,located in the administrative territorial entity,宜春
荣塘镇,located in the administrative territorial entity,丰城市
秀市镇,located in the administrative territorial entity,丰城市
埠子镇,located in the administrative territorial entity,宿城区
龙口市,located in the administrative territorial entity,山东省
芦头镇,located in the administrative territorial entity,龙口市
七甲镇,located in the administrative territorial entity,龙口市
南华县,located in the administrative territorial entity,楚雄彝族自治州
五街镇,located in the administrative territorial entity,南华县
睢宁县,located in the administrative territorial entity,徐州
云河广场,located in the administrative territorial entity,睢宁县
西直门站,connecting line,京张铁路
长恨歌,author,白居易
中国杂技,subclass of,杂技
旅游演艺,facet of,旅游业
塔隆,country of citizenship,贝宁
埃默森·姆南加古瓦,position held,津巴布韦共和国总统
约翰内斯堡火灾,location,约翰内斯堡市
约翰内斯堡市,significant event,约翰内斯堡火灾
2023年中国国际服务贸易交易会全球服务贸易峰会,point in time,2023年
基本养老保险,subclass of,社会保险
基本医疗保险,subclass of,社会保险
工伤保险,subclass of,社会保险
失业保险,subclass of,社会保险
生育保险,subclass of,社会保险
粤港澳大湾区,located in the administrative territorial entity,香港
陈福利,position held,全国人大常委会副秘书长
冯怡,position held,全国人大常委会副秘书长
史耀斌,position held,全国人大常委会副秘书长
叶大山,educated at,国防科技大学
塔隆,position held,贝宁总统
中贝关系,participant,贝宁总统
中贝关系,participant,塔隆
中贝关系,participant,共建“一带一路”倡议
共建“一带一路”倡议,participant,中贝关系
国际货币基金组织,chief executive officer,格奥尔基耶娃
格奥尔基耶娃,employer,国际货币基金组织
佐科,country of citizenship,印度尼西亚
印尼,capital,雅加达
东坝头镇,located in the administrative territorial entity,兰考县
仪封镇,located in the administrative territorial entity,兰考县
文化和旅游部,applies to jurisdiction,天津
李强,member of political party,中国共产党
蔡奇,member of political party,中国共产党
丁薛祥,member of political party,中国共产党
杭州奥体中心体育场,located in the administrative territorial entity,杭州
奥体中心游泳馆,located in the administrative territorial entity,杭州
奥体中心网球中心,located in the administrative territorial entity,杭州
奥体中心综合训练馆,located in the administrative territorial entity,杭州
习近平,position held,中华人民共和国国务院总理
贝宁共和国,head of state,帕特里斯·塔隆
贝宁共和国,diplomatic relation,中华人民共和国
帕特里斯·塔隆,country of citizenship,贝宁共和国
中华人民共和国,diplomatic relation,贝宁共和国
中华人民共和国,office held by head of state,国家元首
中华人民共和国,head of state,帕特里斯·塔隆
2022年中国国际服务贸易交易会,point in time,2022年
国际货币基金组织,chairperson,格奥尔基耶娃
人民英雄纪念碑,located in the administrative territorial entity,北京
赛宋蓬,position held,老挝国会主席
塔亚尼,position held,意大利副总理
哈萨克斯坦,diplomatic relation,印度尼西亚
印度尼西亚,diplomatic relation,哈萨克斯坦
第十四届全国人民代表大会常务委员会,follows,第十四届全国人民代表大会常务委员会第五次会议
十四届全国人大常委会第十二次委员长会议,office contested,委员长
委员长,substitute/deputy/replacement of office/officeholder,全国人大常委会副委员长
李鸿忠,position held,委员长
王东明,position held,委员长
肖捷,position held,委员长
郑建邦,position held,委员长
丁仲礼,position held,委员长
郝明金,position held,委员长
蔡达峰,position held,委员长
何维,position held,委员长
武维华,position held,委员长
铁凝,position held,委员长
彭清华,position held,委员长
张庆伟,position held,委员长
洛桑江村,position held,委员长
十四届全国人大常委会,follows,十三届全国人大常委会
第十四届全国人民代表大会常务委员会,part of,全国人民代表大会常务委员会
第十三届全国人民代表大会常务委员会,part of,全国人民代表大会常务委员会
中华人民共和国和厄瓜多尔共和国引渡条约,point in time,2016年11月17日
中华人民共和国和厄瓜多尔共和国引渡条约,location,基多
第十四届全国人民代表大会代表姜凯丽,member of,全国人民代表大会常务委员会
第十四届全国人民代表大会代表张鸿星,member of,全国人民代表大会常务委员会
许宏才,position held,副主任委员
陈福利、冯怡,position held,副秘书长
邓修明,position held,最高人民法院副院长
姜启波,position held,最高人民法院副院长
马清华,position held,最高人民法院副院长
毛涵,position held,最高人民法院副院长
孔玲,position held,最高人民法院副院长
赵剑,position held,最高人民法院副院长
舒明生,position held,最高人民法院副院长
李军,position held,最高人民法院副院长
张本勇,position held,最高人民法院副院长
周桂荣,position held,最高人民法院副院长
佘朝阳,position held,最高人民法院副院长
陈瑞子,position held,最高人民法院副院长
王宁(女),sibling,迟艳薇(女)
迟艳薇(女),sibling,王宁(女)
程东方,position held,中国人民解放军军事法院院长
葛晓燕,occupation,检察长
中华人民共和国外国国家豁免法,instance of,法律
外国国家豁免法,instance of,法律
石楼中心小学,located in the administrative territorial entity,北京市
中央广播电视总台,item operated,央视综合频道
央视综合频道,owned by,中央广播电视总台
郝明金,member of political party,中国共产党
统一战线,founded by,中国共产党
中国共产党,office held by head of the organization,全国人大常委会副委员长
台风“苏拉”,located in the administrative territorial entity,广东
澳门空间技术与应用研究院,located in the administrative territorial entity,澳门
张可可,country of citizenship,澳门
中国科学院上海天文台,located in the administrative territorial entity,澳门
大量考古发现揭示中华文明突出的创新性,creator,习近平总书记
紫鹊界梯田,heritage designation,世界灌溉工程遗产名录
崇义客家梯田,heritage designation,世界灌溉工程遗产名录
朝阳,located in the administrative territorial entity,辽宁
红山区,located in the administrative territorial entity,赤峰市
骆传峰,sport,跳伞
昌北机场,place served by transport hub,南昌
南昌,located in the administrative territorial enti,江西
新华社,country,中国
国家主席,country,中国
2023年中国国际服务贸易交易会全球服务贸易峰会,participant,习近平主席
江苏省工信厅,applies to jurisdiction,江苏
2023年中国国际服务贸易交易会全球服务贸易峰会,point,2023年
2023年中国国际服务贸易交易会全球服务贸易峰会,main subject,服务贸易
尹力,position held,国务院副总理
英国商业贸易部,country,英国
多米尼克·约翰逊,country of citizenship,英国
多米尼克·约翰逊,position held,国务大臣
国防科技大学,founded by,习近平
国防科技大学,located in the administrative territorial entity,哈尔滨
大藤峡水利枢纽,part of,国家水网骨干工程
大藤峡公司,item operated,大藤峡水利枢纽
阿尔山市,located in the administrative territorial entity,兴安盟
王莉霞,position held,自治区主席
河池市,located in the administrative territorial entity,广西
环江,located in the administrative territorial entity,广西
荔波,located in the administrative territorial entity,广西
河池西,located in the administrative territorial entity,广西
都匀东,located in the administrative territorial entity,广西
习近平,member of,中共中央政治局
习近平,position held,中央政法委书记
滁州市,located in the administrative territorial entity,安徽省
全椒县,located in the administrative territorial entity,滁州市
襄河镇,located in the administrative territorial entity,全椒县
钟祥市,located in the administrative territorial entity,湖北省
东桥镇,located in the administrative territorial entity,钟祥市
龚全珍,spouse,甘祖昌
龚全珍,educated at,西北大学
万立骏,member of,中国侨联
于集华,member of,中国侨联
马骏,member of,中国侨联
王勇,member of,中国侨联
王进仁,member of,中国侨联
王明孝,member of,中国侨联
王俊峰,member of,中国侨联
三星堆博物馆,part of,三星堆遗址
黄佳琦,educated at,北京理工大学
乌拉特中旗,located in the administrative territorial entity,巴彦淖尔市
石哈河镇,located in the administrative territorial entity,乌拉特中旗
埃尔南·塞巴略斯,country of citizenship,阿根廷
共建“一带一路”倡议,participant,张 鹏
中国国家画院,field of work,共建“一带一路”倡议
黄冈市,located in the administrative territorial entity,湖北省
红安县,located in the administrative territorial entity,黄冈市
长胜街,located in the administrative territorial entity,黄冈市
铅,instance of,重金属
镉,instance of,重金属
金沙江特大桥,crosses,金沙江
金沙江特大桥,located in the administrative territorial entity,四川
金沙江特大桥,located in the administrative territorial entity,云南
汕尾,located in the administrative territorial entity,广东
珠海,located in the administrative territorial entity,广东
大亚湾区,located in the administrative territorial entity,深圳
澳头街道,located in the administrative territorial entity,大亚湾区
上海市,part of,长三角一体化发展战略
长三角生态绿色一体化发展示范区,located in the administrative territorial enti,上海市
中国人民抗日战争,said to be the same as,世界反法西斯战争
世界反法西斯战争,said to be the same as,中国人民抗日战争
世界反法西斯战争,said to be the,中国人民抗日战争
2023北京文化论坛,point in time,2023
房县,located in the administrative territorial entity,十堰市
九·一八,conflict,抗战
国歌,main subject,抗战
国家市场监督管理总局,subsidiary,国家中医药局
中国人民抗日战争,part of,世界反法西斯战争
中国人民抗日战争纪念馆,located in the administrative territorial entity,澳门
约翰·伊斯特布鲁克,military rank,美国史迪威将军
塔吉克斯坦议会,country,塔吉克斯坦
法赫德·拉西米,country of citizenship,塔吉克斯坦
塔吉克斯坦,legislative body,塔吉克斯坦议会
塔吉克斯坦,legislative body,中国全国人民代表大会
中国全国人民代表大会,country,塔吉克斯坦
阿斯利康全球执行副总裁,owned by,阿斯利康
米佐塔基斯,country of citizenship,希腊
平方公里阵列射电望远镜南非台址项目,country,南非
平方公里阵列射电望远镜,country,南非
平方公里阵列射电望远镜,part of,平方公里阵列射电望远镜南非台址项目
平方公里阵列射电望远镜,country,平方公里阵列射电
叻丕府,located in the administrative territorial entity,泰国
新岗发电厂,country,泰国
新岗发电厂,located in the administrative territorial entity,叻丕府
新疆,located in or next to body of water,沙海
沙海,located in the administrative territorial entity,新疆
塔里木盆地,instance of,深层
四川盆地,instance of,深层
王少军,member of political party,中国共产党
何郝炬,date of birth,1922年5月
安力夫,date of death,2023年7月27日
焦作市,located in the administrative territorial entity,河南省
安阳县,located in the administrative territorial entity,安阳市
俞泽猷,member of political party,中国民主同盟
俞泽猷,member of political party,中国共产党
王金城,date of death,2023年7月23日
哈萨克斯坦,diplomatic relation,俄罗斯
俄罗斯,diplomatic relation,哈萨克斯坦
俄罗斯,diplomatic relation,印度尼西亚
印度尼西亚,diplomatic relation,俄罗斯
对外开放,facet of,对外开放
居家养老,subclass of,养老
首钢园区,located in the administrative territorial entity,北京
梅州市,located in the administrative territorial entity,广东
蕉岭县,located in the administrative territorial entity,梅州市
水边镇,located in the administrative territorial entity,峡江县
无障碍设施,facet of,无障碍
冷链物流,subclass of,物流
南开大学,different from,苏州大学
苏州大学,different from,南开大学
中华人民共和国主席令 第九号,country,中华人民共和国
全国人民代表大会常务委员会,country,中华人民共和国
公民,subclass of,法人
中华人民共和国主席令 第十号,country,中华人民共和国
保安镇,located in the administrative territorial entity,同仁市
全民国防教育,subclass of,国防教育
农业农村部,applies to jurisdiction,农业农村
农业农村,executive body,农业农村部
黑龙江省高级人民法院,located in the administrative territorial entity,哈尔滨
上海市公安局,applies to jurisdiction,上海
上海警方,applies to jurisdiction,上海
亭湖区,located in the administrative territorial entity,盐城市
海菜花,parent taxon,水车前属
淡马锡集团,headquarters location,新加坡
国家主权平等,instance of,国际法
肯尼亚,diplomatic relation,埃及
埃及,diplomatic relation,肯尼亚
第二季度,country,巴西
第二季度,follows,第一季度
第一季度,country,巴西
尼,office held by head of state,尼日利亚总统
尼,capital,阿布贾
尼,continent,非洲
阿布贾,country,尼
弗拉基米尔·沃龙科夫,position held,联合国负责反恐事务的副秘书长
博科圣地,designated as terrorist by,尼日利亚
美国联邦调查局,applies to jurisdiction,美国
毛伊县警察局,country,美国
毛伊岛野火,country,美国
中国国际智能产业博览会,located in the administrative territorial entity,重庆
中国国际智能产业博览会,located in the administrative territorial entity,重庆市
两江智慧工厂,located in the administrative territorial entity,重庆
两江智慧工厂,located in the administrative territorial entity,重庆市
北碚区,located in the administrative territorial entity,重庆
铜梁区,located in the administrative territorial entity,重庆
朱沱镇,located in the administrative territorial entity,永川区
江北区,located in the administrative territorial entity,重庆市
观音桥街道,located in the administrative territorial entity,江北区
长寿经,located in the administrative territorial entity,重庆
开区,located in the administrative territorial entity,重庆
潼南区,located in the administrative territorial entity,重庆
重庆江北国际机场,place served by transport hub,重庆
第二个百年奋斗目标,instance of,社会主义现代化强国
中粮集团,industry,实体经济
工程(英文),publisher,中国工程院
中国工程院,notable work,工程(英文)
史各庄镇,located in the administrative territorial entity,宝<unk>区
钉钉,owned by,本报电
汤楠,employer,清华大学生物医学交叉研究院
王诤,employer,清华大学生物医学交叉研究院
云雾缭绕,located in the administrative territorial entity,贵州省
珠藏镇,located in the administrative territorial entity,织金县
荷绽鹤舞,instance of,蜡染
塔石乡,located in the administrative territorial entity,金华
塔石村,located in the administrative territorial entity,金华
沙塔坪,instance of,坪
2023中国国际智能产业博览会,located in the administrative territorial entity,重庆市
印度共和国,capital,新德里
印度,capital,新德里
新德里,country,印度共和国
新德里,country,印度
广发镇,located in the administrative territorial entity,嘉禾县
封神第一部:朝歌风云,instance of,电影
长安三万里,instance of,电影
国家发展改革委,chairperson,丛亮
丛亮,employer,国家发展改革委
财政部,subsidiary,国家市场监管总局
人力资源社会保障部,subsidiary,人力资源社会保障部
三峡双线五级船闸,owned by,中国三峡集团
赛色塔,country,老挝
宜人,located in the administrative territorial entity,福建省
塔亚尼,position held,意大利副总理兼外长
习近平主席,country of citizenship,美国
美国,office held by head of government,习近平主席
史迪威,country of citizenship,美国
中国和牙买加两国关系,country,中国
中国和牙买加两国关系,country,牙买加
姆南加古瓦,position held,津巴布韦共和国总统
习近平主席,position held,习近平主席特使
周强,position held,全国政协副主席
姆南加古瓦总统就职典礼,participant,姆南加古瓦
姆南加古瓦,position,津巴布韦共和国总统
洪玛奈,member of political party,柬埔寨人民党
布拉索昆,member of political party,人民党中央
诺罗敦·佳拉武,member of political party,奉辛比克党
国务院办公厅,part of,国务院
国务院,subsidiary,国务院办公厅
人力资源和社会保障部,office held by head of the organization,人力资源和社会保障部副部长
人力资源和社会保障部副部长,part of,人力资源和社会保障部
失业保险,subclass of,社会保障
工伤保险,subclass of,社会保障
生育保险,subclass of,社会保障
中国科学院,subsidiary,中国科学院联合中宣部
中国气象局,subsidiary,国家突发事件预警中心
国家突发事件预警中心,part of,中国气象局
东湖听涛景区,located in the administrative territorial entity,武汉
湖北省水利水电科学研究院,located in the administrative territorial entity,武汉
7月份国民经济运行情况,publisher,国家统计局
广东,shares border with,湖北
湖北,shares border with,广东
三江源,instance of,国家公园
大熊猫,instance of,国家公园
东北虎豹,instance of,国家公园
海南热带雨林,instance of,国家公园
武夷山,instance of,国家公园
科技成果转化,subclass of,科技评价
防城港市,located in the administrative territorial entity,广西
革命老区,located in the administrative territorial entity,大别山
中国文联,chairperson,铁凝
铁凝,member of political party,中国文联
中国文艺志愿者协会,headquarters location,北京
玉琮,country of citizenship,中国
青春山街道,located in the administrative territorial entity,鄂尔多斯市
野寨中学,located in the administrative territorial entity,野寨
和平展区,located in the administrative territorial entity,天津
和平展区,located in the administrative territorial entity,天津市
五大道小洋楼,located in the administrative territorial entity,天津
五大道小洋楼,located in the administrative territorial entity,天津市
津湾广场,located in the administrative territorial entity,天津
津湾广场,located in the administrative territorial entity,天津市
百年金街,located in the administrative territorial entity,天津
百年金街,located in the administrative territorial entity,天津市
南浔古镇,located in the administrative territorial entity,湖州
嘉业藏书楼,located in the administrative territorial entity,南浔古镇
2023中国国际智能产业博览会,located in the administrative territorial entity,重庆
2023中国国际智能产业博览会,location,重庆国际博览中心
重庆国际博览中心,located in the administrative territorial entity,重庆
河南省人民政府,located in the administrative territorial entity,河南省
河南省,executive body,河南省人民政府
马克思主义,discoverer or,习近平总书记
中国式现代化,creator,中国共产党
网络安全法,instance of,法律
数据安全法,instance of,法律
个人信息保护法,instance of,法律
香港特别行政区,head of state,习近平同志
深圳市,shares border with,香港特别行政区
深港,located in the administrative territorial entity,香港特别行政区
宜秀区,located in the administrative territorial entity,安庆市
国务院人力资源社会保障行政部门,subsidiary,国务院医疗保障行政部门
国务院医疗保障行政部门,subsidiary,国务院人力资源社会保障行政部门
乌蒙山,located in the administrative territorial entity,贵州省
洪水镇,located in the administrative territorial entity,黔西市
甘肃省,capital,敦煌市
敦煌文博会,located in the administrative territorial entity,甘肃省
2023年暑期,point in time,2023年
四川日报,headquarters location,西藏自治区
中国邮政储蓄银行北京分行,subsidiary,邮储银行北京分行
邮储银行北京分行,part of,邮政储蓄银行北京分行
