head,relation,tail
徽州,located in the administrative territorial entity,江西
解放军和武警部队代表团全体会议,participant,习近平
解放军和武警部队代表团全体会议,part of,十四届全国人大二次会议
全国人大财政经济委员会,office held by head of the organization,全国人大常委会委员长
中国科学院东北地理与农业生态研究所,part of,中国科学院
范先群,member of,中国工程院
范先群,educated at,上海交通大学
十四届全国人大二次会议主席团,legislated by,第十四届全国人民代表大会第二次会议
第十四届全国人民代表大会第二次会议,office held by head of the organization,十四届全国人大二次会议主席团
第十四届全国人民代表大会第二次会议,follows,十四届全国人大常委会第六次会议
十四届全国人大常委会第六次会议,follows,第十四届全国人民代表大会第二次会议
最高人民检察院,office held by head of the organization,最高人民检察长
穆虹,position held,全国政协副主席
秦博勇,position held,全国政协副主席
黄会林,member of political party,中国共产党
张荣华,member of political party,中国共产党
柯晓宾,member of political party,中国共产党
张雨霏,member of political party,中国共产党
苏琴,member of political party,中国共产党
石玉莲,member of political party,中国共产党
刘菊妍,member of political party,中国共产党
惠敏莉,member of political party,中国共产党
付巧妹,member of political party,中国共产党
左莉,member of political party,中国共产党
2024年全国妇联巾帼大宣讲,organizer,全国妇联
2024年全国妇联巾帼大宣讲,part of,全国妇联巾帼大宣讲
全国三八红旗手标兵付巧妹,award received,全国三八红旗手
李薇,award received,全国三八红旗手标兵付巧妹
李薇,award received,全国三八红旗手
张琳,award received,全国三八红旗手标兵付巧妹
田沁鑫,award received,全国三八红旗手标兵付巧妹
赵晶,award received,全国三八红旗手标兵付巧妹
云岩区,located in the administrative territorial entity,贵阳市
林毅夫委员,educated at,北京大学
杨朝明,educated at,山东大学
葛泰佚,has written for,人民网
泰安市,located in the administrative territorial entity,河南省
武增,country of citizenship,中华人民共和国
金银墙,position held,福建省高级人民法院院长
宁凌,educated at,广东海洋大学
德宏州,located in the administrative territorial entity,云南省
中国农业发展银行湖北省分行,part of,中国农业银行
张凤宝委员,member of political party,九三学社
兴业银行,instance of,银行
政府工作报告,author,习近平同志
李成伟,educated at,河南农业大学
包信和,educated at,中国科学技术大学
陆治原,member of,工业和信息化部
黄润秋,member of,工业和信息化部
李小鹏,member of,工业和信息化部
罗文,employer,国家市场监督管理总局
百度智能云,developer,百度
宜居,located in the administrative territorial entity,北京市
宜业,located in the administrative territorial entity,北京市
宜商,located in the administrative territorial entity,北京市
宜游,located in the administrative territorial entity,北京市
樟树市,located in,江西省
尚海红,occupation,教师
李书磊,position held,全国政协主席
陈星莺,position held,全国政协主席
杨宇栋,position held,全国政协主席
全国人大常委会,headquarters location,人民大会堂
全国两会,participant,代表委员
中国国家铁路集团有限公司,item operated,沪渝蓉沿江高铁
中国国家铁路集团有限公司,item operated,杭州至衢州铁路
中国国家铁路集团有限公司,item operated,苏州至湖州铁路
中国国家铁路集团有限公司,item operated,湛江高铁
中国国家铁路集团有限公司,item operated,杭州至温州高铁
重庆至昆明高铁,owned by,中国国家铁路集团有限公司
西安至重庆高铁,owned by,中国国家铁路集团有限公司
池州至黄山高铁,owned by,中国国家铁路集团有限公司
沪渝蓉沿江高铁,owned by,中国国家铁路集团有限公司
杭州至衢州铁路,owned by,中国国家铁路集团有限公司
苏州至湖州铁路,owned by,中国国家铁路集团有限公司
湛江高铁,owned by,中国国家铁路集团有限公司
杭州至温州高铁,owned by,中国国家铁路集团有限公司
盐湖,located in the administrative territorial entity,青海
王晓萍,position held,人力资源社会保障部部长
倪虹,position held,住房城乡建设部部长
王贺胜,position held,住房城乡建设部部长
中国科学院遗传与发育生物学研究所,part of,中国科学院
郭振华,member of,全国人大常委会代表工作委员会
开平南油田,instance of,油田
中国全国两会,country,中华人民共和国
詹姆斯·基莫尼奥,country of citizenship,中华人民共和国
卡尔佩里斯,country of citizenship,希腊
法乌兹·苏维德,country of citizenship,突尼斯
中非教育和科技部,country,坦桑尼亚
詹姆斯·姆多埃,country of citizenship,坦桑尼亚
陈明健,country of citizenship,中国
孔敬府,country,泰国
泰国东北部成品油管道工程,country,泰国
中国和希腊,facet of,中希关系
中希关系,facet of,中国和希腊
中希关系,participant,习近平主席
习近平主席,country of citizenship,中国和希腊
中希文明互鉴中心,facet of,中国和希腊
文明互鉴中心,facet of,中国和希腊
卢森堡,diplomatic relation,匈牙利
莱乔内,country of citizenship,莱索托
2024年全国两会,instance of,全国两会
十三届,legislated by,全国人大常委会
十四届全国人大代表,legislated by,全国人大常委会
赵皖平,educated at,安徽省农业科学院
池州,located in the administrative territorial entity,安徽省
杨学明代表,educated at,南方科技大学
共建“一带一路”,participant,党中央
中国邮政储蓄银行陕西省分行,headquarters location,陕西省
邮储银行陕西省分行,headquarters location,陕西省
张希,educated at,吉林大学
安澜镇,located in the administrative territorial entity,巴南区
朱小坤,employer,天工国际公司
收费公路,subclass of,道路
南存辉,field of work,制造业
东方航空集团,item operated,国产大飞机
唐河县,located in the administrative territorial entity,河南省
陈雨露代表,country of citizenship,中华人民共和国
南开大学,country,中华人民共和国
2023年,point in time,2023年1月
中国平安,owned by,平安银行
张颐武委员,educated at,北京大学
博士后,part of,博士后创新人才支持计划
博士后创新人才支持计划,founded by,王 璞
杨贤金,educated at,天津大学
郭国平,educated at,中国科学技术大学
张凯丽,occupation,演员
上海市政协,located in the administrative territorial entity,上海市
伍爱群,member of,上海市政协
春天启程,part of,全国两会
芯恩,headquarters location,青岛市
润泽智算科技集团,different from,润泽科技
润泽科技,different from,润泽智算科技集团
润泽科技,different from,润泽科技
咸辉,position held,全国政协主席
阿西夫·扎尔达里,position held,巴基斯坦总统
信春鹰,position held,全国人大常委会副委员长
李鸿忠,position held,全国人大常委会委员长
王东明,position held,全国人大常委会委员长
肖捷,position held,全国人大常委会委员长
郑建邦,position held,全国人大常委会委员长
政府工作报告,author,习近平
习近平总书记,position held,国家主席
政府工作报告,legislated by,十四届全国人大二次会议
十四届全国人大二次会议主席团,follows,大会主席团第一次会议
十四届全国人大一次会议,follows,大会主席团第一次会议
孙景南,position held,全国人大代表
艾哈迈德·穆罕默德·塞得丁,country of citizenship,埃及
委内瑞拉,diplomatic relation,埃及
人民政协,country,中华人民共和国
中国人民政治协商会议全国委员会,country,中华人民共和国
高质量发展,part of,社会主义市场经济体制
赵玉芳,educated at,西南大学
中国科学院广州分院,chairperson,陈广浩
全国两会,participant,总书记
王岿然,member of political party,新疆维吾尔自治区发展和改革委员会
宜宾,located in the administrative territorial entity,四川省
宜宾市,located in the administrative territorial entity,四川
全国两会,location,北京
中国黄金集团有限公司,chairperson,卢进委员
青山湖区,located in the administrative territorial entity,南昌市
湖坊镇,located in the administrative territorial entity,青山湖区
墨脱镇,located in the administrative territorial entity,墨脱县
陈卫国,employer,中国建筑第三工程局有限公司
宁乡市,located in the administrative territorial entity,长沙
浏阳市,located in the administrative territorial entity,长沙
二连浩特铁路口岸,located in the administrative territorial entity,呼和浩特
日本,capital,曼谷
三星堆国家文物保护利用示范区,located in the administrative territorial entity,四川
皮洛,located in the administrative territorial entity,四川
濛溪河,located in the administrative territorial entity,四川
桃花河遗址,located in the administrative territorial entity,四川
城坝,located in the administrative territorial entity,四川
罗家坝,located in the administrative territorial entity,四川
江口,located in the administrative territorial entity,四川
G60科创走廊,located in the administrative territorial entity,上海市
绵竹市,located in the administrative territorial entity,德阳市
中国气象局,item operated,温室气体观测站
最高人民检察院,field of work,刑事检察
最高人民检察院,field of work,民事检察
最高人民检察院,field of work,行政检察
最高人民检察院,field of work,公益诉讼检察
刑事检察工作白皮书,instance of,新闻发布会
民事检察工作白皮书,instance of,新闻发布会
行政检察工作白皮书,instance of,新闻发布会
公益诉讼检察工作白皮书,instance of,新闻发布会
张天培,place of birth,北京
上汽通用汽车,subsidiary,别克
上汽通用汽车,subsidiary,凯迪拉克
上汽通用汽车,subsidiary,雪佛兰
别克,owned by,上汽通用汽车
凯迪拉克,owned by,上汽通用汽车
雪佛兰,owned by,上汽通用汽车
别克君越,manufacturer,上汽通用汽车
君威2024,manufacturer,上汽通用汽车
凯迪拉克CT5,manufacturer,凯迪拉克
凯迪拉克XT5,manufacturer,凯迪拉克
科鲁泽,manufacturer,雪佛兰
TRAVERSE,manufacturer,上汽通用汽车
中国外交,country,中国
中国全国两会,country,中国
越南,capital,河内市
河内市,country,越南
2024柏林国际旅游交易会,country,德国
2024柏林国际旅游交易会,located in the administrative territorial entity,柏林
印度尼西亚投资部,country,印尼
印尼中央统计局,country,印尼
尼古拉斯·马帕,employer,荷兰国际集团
巴基斯坦,office held by head of state,总统
总统,country,巴基斯坦
阿西夫·阿里·扎尔达里,country of citizenship,巴基斯坦
阿西夫·阿里·扎尔达里,position held,总统
阿西夫·阿里·扎尔达里,member of political party,人民党
伊斯兰堡总统府,country,巴基斯坦
卡齐·法伊兹·伊萨,position held,巴基斯坦最高法院首席大法官
夏巴兹,position held,总统
夏巴兹,member of political party,人民党
国民议会,country,巴基斯坦
萨迪克,country of citizenship,巴基斯坦
萨迪克,position held,总统
萨迪克,member of political party,人民党
阿尔维,position held,总统
穆尼尔,country of citizenship,巴基斯坦
穆尼尔,position held,总统
人民党,country,巴基斯坦
阿斯塔纳,located in the administrative territorial entity,哈萨克斯坦
奇姆肯特,located in the administrative territorial entity,哈萨克斯坦
阿尔曼·拜加诺夫,country of citizenship,哈萨克斯坦
阿拉斯加航空公司,item operated,波音737 MAX 9型客机
阳光焦化集团,headquarters location,山西
第十四届全国人民代表大会第二次会议,participant,习近平
第十四届全国人民代表大会第二次会议,participant,赵乐际
第十四届全国人民代表大会第二次会议,participant,王东明
第十四届全国人民代表大会第二次会议,participant,肖捷
第十四届全国人民代表大会第二次会议,participant,郑建邦
第十四届全国人民代表大会第二次会议,participant,郝明金
第十四届全国人民代表大会第二次会议,participant,蔡达峰
第十四届全国人民代表大会第二次会议,participant,何维
第十四届全国人民代表大会第二次会议,participant,武维华
第十四届全国人民代表大会第二次会议,participant,铁凝
第十四届全国人民代表大会第二次会议,participant,彭清华
第十四届全国人民代表大会第二次会议,participant,张庆伟
第十四届全国人民代表大会第二次会议,participant,雪克来提·扎克尔
第十四届全国人民代表大会第二次会议,participant,刘奇
第十四届全国人民代表大会第二次会议,participant,李强
第十四届全国人民代表大会第二次会议,participant,王沪宁
第十四届全国人民代表大会第二次会议,participant,蔡奇
第十四届全国人民代表大会第二次会议,participant,丁薛祥
第十四届全国人民代表大会第二次会议,participant,李希
第十四届全国人民代表大会第二次会议,participant,韩正
第十四届全国人民代表大会第二次会议,follows,十四届全国人大二次会议
中华人民共和国国务院组织法,publication date,2024年3月11日
中华人民共和国国务院,main regulatory text,宪法
2024年国民经济和社会发展计划,follows,2023年国民经济和社会发展计划执行情况与2024年国民经济和社会发展计划草案的报告
2024年国民经济和社会发展计划,follows,2023年国民经济和社会发展计划执行情况与2024年国民经济和社会发展计划执行情况与2024年国民经济和社会发展计划草案的报告
2024年国民经济和社会发展计划,follows,2023年国民经济和社会
2024年中央和地方预算,point in time,2024年
最高人民法院院长,country,中华人民共和国
张军,country of citizenship,中华人民共和国
全国两会,participant,国务院办公厅
全国两会,participant,国务院
新华社,located in the administrative territorial entity,北京
铁凝,position held,全国人大常委会委员长
彭清华,position held,全国人大常委会委员长
张庆伟,position held,全国人大常委会委员长
洛桑江村,position held,全国人大常委会委员长
亓玉昆,position held,全国人大常委会委员长
十四届全国人大二次会议,participant,韩正
全国两会,location,北京人民大会堂
西蒂·拉迪扎·哈玛扎,employer,马来西亚国家新闻社
加利福尼亚州,capital,旧金山
布里德,country of citizenship,美国
旧金山动物园,country,美国
旧金山动物园,located in the administrative territorial entity,旧金山
所罗门群岛,capital,霍尼亚拉国际机场
霍尼亚拉国际机场,country,所罗门群岛
所罗门群岛国家体育场,country,所罗门群岛
坦桑尼亚,capital,达累斯萨拉姆
中国土木工程集团有限公司,item operated,拉伊铁路
拉伊铁路,owned by,中国土木工程集团有限公司
莫博拉吉·约翰逊火车站,connecting line,拉伊铁路
扎实推进高质量发展,subclass of,高质量发展
金融人才,field of this occupation,金融业
妙峰山镇,located in the administrative territorial entity,门头沟城区
王平镇,located in the administrative territorial entity,门头沟城区
雁翅镇,located in the administrative territorial entity,门头沟城区
斋堂镇,located in the administrative territorial entity,门头沟城区
长城国家文化公园,located in the administrative territorial entity,北京市
石家庄解放后人民政府,located in the administrative territorial entity,石家庄市
流光岭镇,located in the administrative territorial entity,邵东市
文化和旅游部,chairperson,孙业礼
孙业礼,member of,文化和旅游部
慈溪市,located in the administrative territorial entity,浙江
邗江区,located in the administrative territorial entity,扬州
国家市场监督管理总局,subsidiary,价格监督检查
百色,connecting line,南昆铁路
威舍,connecting line,南昆铁路
高质量发展,has quality,习近平新时代中国特色社会主义思想
供给侧结构性改革,creator,习近平
习近平,movement,马克思主义
习近平,field of work,政治经济学
马克思,field of work,政治经济学
现代财税体制,subclass of,财政
紫杉醇,natural product of taxon,红豆杉
农业农村部,subsidiary,中国文联
北票市,located in the administrative territorial entity,辽宁省
孙其星正,educated at,清华大学
孙其星,educated at,清华大学
洛阳博物馆,located in the administrative territorial entity,河南
睦坝镇,located in the administrative territorial entity,蓬安县
雷兴山,educated at,北京联合大学
香港文化中心大剧院,located in the administrative territorial entity,香港
香港艺术节,located in the administrative territorial entity,香港
广州大剧院,located in the administrative territorial entity,香港
花园街道,located in the administrative territorial entity,柯城区
梁子湖区,located in the administrative territorial entity,鄂州市
东沟镇,located in the administrative territorial entity,梁子湖区
武清,located in the administrative territorial entity,河北
南太行军事体验园,located in the administrative territorial entity,辉县市
中国共产党,office held by head of the,总书记
赵乐际,member of political party,中共中央政治局常委
十四届全国人大二次会议,organizer,全国人大常委会
若昂·曼努埃尔·贡萨尔维斯·洛伦索,position held,安哥拉共和国总统
塞尼风电项目,country,克罗地亚
欧莱雅集团,founded by,让—保罗·安巩
让—保罗·安巩,country of citizenship,法国
欧莱雅亚洲,founded by,让—保罗·安巩
苏州工业园区,located in the administrative territorial entity,江苏
阿布扎比塔维勒海水淡化项目,country,阿联酋
阿布扎比塔维勒海水淡化项目,located in the administrative territorial entity,阿布扎比塔维勒
阿布扎比塔维勒,country,阿联酋
十四届全国人大二次会议,participant,习主席
民政局婚姻登记服务中心,located in the administrative territorial entity,北京
东风拂面万象新,part of,全国两会
电动汽车,manufacturer,中国制造
锂电池,manufacturer,中国制造
光伏,manufacturer,中国制造
衡东县,located in the administrative territorial entity,衡阳市
郑建邦,member of political party,中国国民党革命委员会
马利怀,member of political party,中国国民党革命委员会
司马红,member of political party,中国国民党革命委员会
何报翔,member of political party,中国国民党革命委员会
爱达·魔都号,significant event,科技创新
体育锻炼,subclass of,运动
农业,studies,粮食
养老服务人才,field of this occupation,养老服务
养老服务人才,field of,养老服务
习近平喜欢的典故,production company,中共中央宣传部
习近平喜欢的典故,production company,中央广播电视总台
光明科学城,located in the administrative territorial entity,深圳
深圳市工程生物产业创新中心,located in the administrative territorial entity,深圳
合成生物学研究所,located in the administrative territorial entity,深圳
材料合成生物学研究中心,located in the administrative territorial entity,深圳
龙州,located in the administrative territorial entity,广西
龙州县,located in the administrative territorial entity,龙州
四岔口乡,located in the administrative territorial entity,丰宁满族自治县
黄<unk>坪街道,located in the administrative territorial entity,九龙坡区
孙景南,field of work,电焊
湛江市,located in the administrative territorial entity,广东
抚远,located in the administrative territorial entity,黑龙江
2023年12月召开的中央外事工作会议,point in time,2023年12月
国家统计局,country,国家
竹<unk>镇,located in the administrative territorial entity,溧阳市
姜下村,located in the administrative territorial entity,溧阳市
普陀区人民法院,located in the administrative territorial entity,上海市
粤港澳海关,headquarters location,广州
建材城中路,located in the administrative territorial entity,北京市
加利福尼亚大学,country,美国
苏州大学,country,美国
得克萨斯大学系统,country,美国
清华大学,country,美国
斯坦福大学,country,美国
中国消费者协会,field of work,消费者权益保护
崖州湾科技城,located in the administrative territorial entity,三亚
凤山县,located in the administrative territorial entity,河池市
鹿寨县,located in the administrative territorial entity,柳州市
柳城县,located in the administrative territorial entity,柳州市
平南县,located in the administrative territorial entity,贵港市
金城江区,located in the administrative territorial entity,河池市
罗城<unk>佬族自治县,located in the administrative territorial entity,河池市
彭海廷,occupation,残疾人
吕建生,award received,全国五一劳动奖章
秦巴山区,located in the administrative territorial entity,上海市
万安镇,located in the administrative territorial entity,新绛县
芒场镇,located in the administrative territorial entity,南丹县
洋湖乡,located in the administrative territorial entity,樟树市
全国绿化委员会办公室,item operated,全国重要生态系统保护和修复重大工程
蔡华伟,occupation,制图
广西壮族自治区政府,applies to jurisdiction,广西
沙特阿拉伯国家石油公司,owned by,沙特阿美
沙特阿美,owned by,沙特阿拉伯国家石油公司
巴西咖啡出口企业委员会,country,巴西
印度尼西亚,member of,联合国
厄尔尼诺现象,country,印度尼西亚
第六十届法国国际农业博览会,part of,法国国际农业博览会
第六十届法国国际农业博览会,location,凡尔赛门展览中心
第六十届法国国际农业博览会,country,法国
法国国际农业博览会,country,法国
卫报,country,英国
英国法通保险公司,country,英国
丽塔·巴特勒—琼斯,country of citizenship,英国
张丹华,country of citizenship,华
王丹,country of citizenship,华
王者,country of citizenship,华
姚雪青,country of citizenship,华
王云娜,country of citizenship,华
刘军国,country of citizenship,华
碧波荡漾,located in or next to body of water,黄海
蔚蓝,located in or next to body of water,黄海
胶州湾,part of,黄海
叶片,made from material,纤维
光伏板,use,光伏
东方电气集团,owned by,中国重燃
上海电气集团,owned by,中国重燃
中国重燃,subsidiary,东方电气集团
中国重燃,subsidiary,上海电气集团
许桐晖,employer,迪卡侬
税务总局,part of,市场监管总局
人力资源和社会保障部,part of,市场监管总局
餐饮住宿业,subclass of,生活服务业
昔日皇家庭院,part of,故宫
奉先殿,part of,故宫
钟表馆,part of,故宫
尼雅遗址,located on terrain feature,塔克拉玛干沙漠
寒林归樵,creator,胡佩衡
胡佩衡,notable work,寒林归樵
勐腊,located in the administrative territorial entity,勐腊县
兴文县,located in the administrative territorial entity,宜宾
国家勋章,country,中华人民共和国
国家荣誉称号,country,中华人民共和国
最高规格褒奖,country,中华人民共和国
中华人民共和国勋章,country,中华人民共和国
2023年,point in time,2027年
港珠澳大桥,located in the administrative territorial entity,天峨县
港珠澳大桥,owned by,中国交通建设集团有限公司
港珠澳大桥,owned by,中交集团
港珠澳大桥,crosses,珠江口
八桂大地,part of,粤港澳大湾区
广西,located in or next to body of water,东海
广西,part of,长三角
东海,basin country,广西
长三角,located in the administrative territorial entity,广西
中国交通建设集团有限公司,item operated,港珠澳大桥
中交集团,item operated,港珠澳大桥
珠江口,located in the administrative territorial entity,广西
雪原,located in the administrative territorial entity,吉林市
北大湖滑雪度假区,located in the administrative territorial entity,吉林市
北大湖滑雪场,located in the administrative territorial entity,吉林市
2023年国民经济和社会发展计划,point in time,2023年
2023年中央和地方预算执行情况,point in time,2023年
习近平主席,position held,欧亚事务特别代表
俄罗斯,member of,联合国安理会常任理事国
俄罗斯,office held by head of government,欧亚事务特别代表
马尔塞拉·穆萨贝卢,country of citizenship,阿尔巴尼亚
埃及新行政首都CBD项目,country,埃及
胡里奥·里奥斯,country of citizenship,西班牙
雪兰莪州,located in the administrative territorial entity,马来西亚
雪兰莪州,country,马来西亚
苏丹阿卜杜勒·阿齐兹·沙阿机场,country,马来西亚
中央网信办,subsidiary,国家发展改革委
中央网信办,subsidiary,工业和信息化部
国家发展改革委,part of,国家发展改革委
杨浦滨江,located in the administrative territorial entity,上海市
大红门地区,located in the administrative territorial entity,北京市
太要镇,located in the administrative territorial entity,潼关县
碧波悠悠绕村舍,instance of,农村黑臭水体
泉州湾后渚港,located in the administrative territorial entity,泉州市
大数据,subclass of,数据
人工智能,subclass of,数据
基因技术,subclass of,数据
阳光保险,industry,保险业
应急管理部,field of work,应急管理
应急管理部,field of,应急管理
公有制经济,part of,社会主义市场经济
非公有制经济,part of,社会主义市场经济
社会主义基本经济制度,facet of,社会主义市场经济
社会主义市场经济体制,facet of,社会主义市场经济
北京历史文化遗产,located in the administrative territorial entity,北京
北京中轴线,located in the administrative territorial entity,北京
古槐村,located in the administrative territorial entity,白水县
京杭大运河,located in the administrative territorial entity,京津冀
斋堂水库,located in the administrative territorial entity,北京市
山峡水库,located in the administrative territorial entity,北京市
北京市水务部门,applies to jurisdiction,北京市
中央气象台,located in the administrative territorial entity,北京
世界羽联世界巡回赛,sport,羽毛球
法国公开赛,part of,世界羽联世界巡回赛
法国公开赛,location,巴黎
法国公开赛,sport,羽毛球
松山奈未,sport,羽毛球
志田千阳,sport,羽毛球
昌都市,located in the administrative territorial entity,西藏
洛隆县,located in the administrative territorial entity,昌都市
2024年国际体联体操世界杯,point in time,2024年
2024年国际体联体操世界杯,sports season of league or competition,国际体联体操世界杯
2024年国际体联体操世界杯,participant,尤浩
2024年国际体联体操世界杯,participant,张清颖
2024年国际体联体操世界杯,participant,邹敬园
2024年国际体联体操世界杯,participant,欧钰珊
尤浩,sport,平衡木
张清颖,sport,平衡木
欧钰珊,sport,自由体操
2024年国际体联体操世界杯,point in,2024年
2023—2024赛季自由式滑雪空中技巧世界杯,organizer,国际雪联
埃尔祖鲁姆,country,土耳其
听障冬奥会,country,土耳其
听障冬奥会,location,埃尔祖鲁姆
400米,event distance,400
艾力西尔·吾买尔,sports discipline competed in,400米
艾力西尔·吾买尔,sports discipline competed in,400
2024年WTA(国际女子网球协会)1000美国印第安维尔斯站女单,follows,2024年WTA(国际女子网球协会)1000美国印第安维尔斯站女单
WTA250奥斯汀站,winner,多勒海德
新华社,headquarters location,广州
北非,part of,非洲
2023年非洲多国旅游业表现亮眼,point in time,2023年
南非,diplomatic relation,摩洛哥
摩洛哥,diplomatic relation,南非
塞尔维亚外交部,country,塞尔维亚
塞尔维亚,diplomatic relation,匈牙利
匈牙利,diplomatic relation,塞尔维亚
自然恢复法,legislated by,欧洲议会
泰国政府,headquarters location,曼谷
中华人民共和国,head of state,习近平总书记
邹 彬,country of citizenship,中华人民共和国
赵鹏,educated at,中国政法大学
2023年,follows,2021年
最高人民法院最高人民检察院公安部关于依法适用正当防卫制度的指导意见,is a list of,最高人民法院工作报告
民法典第一千一百九十八条第一款,part of,民法典
枝江市,located in the administrative territorial entity,宜昌市
田沁鑫,occupation,剧作家
崔口镇,located in the administrative territorial entity,庆云县
农业农村部,field of work,春耕
国家水安全保障进展成效新闻发布会,point in time,3月14日
吴江经济技术开发区,located in the administrative territorial entity,苏州
亨通光纤科技有限公司,headquarters location,苏州
亨通光纤,headquarters location,苏州
陈晓东,position held,外交部副部长
分布式光伏,subclass of,光伏
海关总署,subsidiary,广东分署
雅<unk>江流域水风光一体化基地,located in the administrative territorial entity,成都
雅<unk>江流域水风光互补绿色清洁可再生能源示范基地,located in the administrative territorial entity,成都
全球文明倡议,publication date,2023年3月15日
毕飞宇,notable work,推拿
推拿,author,毕飞宇
石一枫,notable work,推拿
中国国家铁路集团有限公司,item operated,中老铁路
彼得斯,position held,新西兰副总理
澳大利亚,diplomatic relation,彼得斯
迈克尔·特韦尔德,country of citizenship,中国
韦丹丹,country of citizenship,瑞士
翠鸟油田,country,乌干达
中海石油(乌干达)有限公司,country,乌干达
中共中央政治局第十一次集体学习,participant,习近平总书记
河北省,part of,京津冀协同发展
北京市,part of,京津冀协同发展
动物园,located in the administrative territorial entity,北京市
二环,located in the administrative territorial entity,北京市
乡村美丽蝶变,creator,森文
水利部,office held by head of the organization,水利部副部长
水利部副部长,part of,水利部
永定河,located in the administrative territorial entity,天津
付家店满族乡,located in the administrative territorial entity,滦平县
东盟,diplomatic relation,中国
中国消费者协会,headquarters location,北京
北京互联网法院,located in the administrative territorial entity,北京
中国铁路广州局集团,item operated,粤海铁路
粤海铁路轮渡,part of,粤海铁路
北京,twinned administrative body,上海
上海,twinned administrative body,北京
网约车,subclass of,生活服务
远程医疗,subclass of,生活服务
全民数字素养与技能,facet of,全民
南浦街道,located in the administrative territorial entity,西湖区
万柏林区,located in the administrative territorial entity,太原
柳沟镇,located in the administrative territorial entity,剑阁县
周口市,located in the administrative territorial entity,河南
太康县纪委监委,applies to jurisdiction,太康县
上海市网信办,located in the administrative territorial entity,上海市
市场监管局,applies to jurisdiction,上海市
市场监管部门,applies to jurisdiction,上海市
数学,part of,科学
生物学,part of,科学
物理学,part of,科学
计算机科学,part of,科学
剪纸工坊,founded by,杨国权
剪纸工坊,located in the administrative territorial entity,红崖村
聊城,located in the administrative territorial entity,山东省
临沂,located in the administrative territorial entity,山东省
食品添加剂,subclass of,食品
北京市就业工作领导小组办公室,applies to jurisdiction,北京市
铁东路街道,located in the administrative territorial entity,河北区
秦淮区,located in the administrative territorial entity,南京市
大洋镇,located in the administrative territorial entity,建德市
寿昌镇,located in the administrative territorial entity,建德市
财政厅,applies to jurisdiction,甘肃省
税务局,applies to jurisdiction,甘肃省
三墩镇,located in the administrative territorial entity,西湖区
万盛经济技术开发区,located in the administrative territorial entity,重庆市
2024年WTA,point in time,2024年
印第安维尔斯站,part of,2024年WTA
卡萨金娜,country of citizenship,俄罗斯
高芙,country of citizenship,美国
格姆克,country of citizenship,丹麦
何济霆,country of citizenship,韩国
任翔宇,country of citizenship,韩国
姜敏赫,country of citizenship,韩国
2024年伦敦书展,location,伦敦奥林匹亚展览中心
圣智学习出版集团,country,美国
肯尼亚,part of,撒哈拉以南非洲
肯尼亚经济更新,country,肯尼亚
肯尼亚经济,location,肯尼亚
