head,relation,tail
南昌县,located in the administrative territorial entity,南昌
蒋巷镇,located in the administrative territorial entity,南昌县
赣江,located in the administrative territorial entity,江西
南昌,located in or next to body of water,赣江
江西,capital,南昌县
新浜镇,located in the administrative territorial entity,松江区
陈妤颉,sports discipline competed in,百米跑道
葛曼棋,sports discipline competed in,百米跑道
姚华莉,sports discipline competed in,百米跑道
王琦,sports discipline competed in,百米跑道
体育教育,subclass of,教育
生态校园,subclass of,教育
彭慧姣,occupation,教师
青山,located in the administrative territorial entity,香港
龙鼓滩发电厂,located in the administrative territorial entity,香港
香港贸易发展局,located in the administrative territorial entity,香港
香港会议展览中心,located in the administrative territorial entity,香港
澳门,located in the administrative territorial entity,澳门特别行政区
澳门特区行政长官,applies to jurisdiction,澳门特别行政区
澳门特别行政区,office held by head of government,澳门特区行政长官
国旗、国徽及国歌的使用及保护,instance of,法律
国歌法,instance of,法律
淮南市,located in the administrative territorial entity,安徽
寿县,located in the administrative territorial entity,淮南市
2023华侨华人粤港澳大湾区大会,point in time,2023
平潭,located in the administrative territorial entity,福州
伊塔洛·卡尔维诺,date of birth,1923年10月15日
伊塔洛·卡尔维诺,place of birth,圣雷莫
伊塔洛·卡尔维诺,educated at,都灵大学
圣雷莫,located in or next to body of water,利古里亚海
克雷莫纳,country,意大利
中央音乐学院,country,意大利
中央音乐学院,located in the administrative territorial entity,克雷莫纳
中国美术史,facet of,美术
雕版印刷术,subclass of,美术
鲁迅,field of work,美术
力群,field of work,美术
新中国,instance of,新时代
工业版画,subclass of,美术
新时代,facet of,美术
瑶琳镇,located in the administrative territorial entity,桐庐县
上海建设国际金融中心,located in the administrative territorial entity,上海
浙江省人民政府,headquarters location,杭州市
浙江省,office held by head of state,国家主席
武进国家高新技术产业开发区,located in the administrative territorial entity,常州市
大兴机场,place served by transport hub,北京
昌景黄高铁,located in the administrative territorial entity,京津冀
杭昌高铁,located in the administrative territorial entity,京津冀
东兴铁路,located in the administrative territorial entity,广西
东兴,located in the administrative territorial entity,广西
国家标准委,part of,中国证监会
中国证监会,subsidiary,国家标准委
证券,subclass of,金融产品
基金,subclass of,金融产品
债券,subclass of,金融产品
绿色金融,subclass of,金融产品
通用设备制造业,subclass of,制造业
电气机械和器材制造业,subclass of,制造业
王巍,occupation,考古学家
2023年“读懂中国”国际会议,point in time,2023年
链博会,instance of,经贸盛会
摩洛哥,located in or next to body of water,直布罗陀海峡
丹吉尔地中海港,country,摩洛哥
直布罗陀海峡,country,摩洛哥
蔡越,country of citizenship,老挝
宪法,instance of,法律
宪法,subclass of,法律
闵行区,located in the administrative territorial entity,上海
黄循财,position held,新加坡共和国副总理兼财政部长
张翔,member of political party,中国共产党
重庆,shares border with,陕西
奉节县,located in the administrative territorial entity,重庆
达尼洛·图尔克,country of citizenship,斯洛文尼亚
共建“一带一路”合作,participant,习近平主席
马克思主义人权理论,subclass of,人权
吉林大学,located in the administrative territorial entity,北京
波纳佩州,located in the administrative territorial entity,密克罗尼西亚
欧盟,subsidiary,欧盟驻华代表团团长
欧盟驻华代表团团长,applies to jurisdiction,欧盟
习近平主席,position held,中国和白俄罗斯政府间合作委员会中方主席
卢卡申科,position held,中国和白俄罗斯政府间合作委员会中方主席
何卫东,country of citizenship,柬埔寨
哈斯,member of,美国对外关系委员会
旧金山会晤,participant,哈斯
维多维奇,member of political party,克罗地亚社会民主者党
瓦德普尔,member of political party,德国联邦议院联盟党
阿里什,country,埃及
新华社酒泉12月4日电,start point,酒泉卫星发射中心
新华社酒泉12月4日电,space launch vehicle,长征二号丙运载火箭
新华社酒泉12月4日电,space launch vehicle,长征系列运载火箭
酒泉卫星发射中心,significant event,新华社酒泉12月4日电
安东尼奥,country of citizenship,安哥拉
马里,head of government,迪奥普
迪奥普,country of citizenship,马里
夏帕克提·吾,position held,教育部副部长
闵行区,located in the administrative territorial entity,上海市
宜业宜居,located in the administrative territorial entity,上海市
广汽集团,headquarters location,广州
广汽埃安第一智造中心,located in the administrative territorial entity,广州
广汽埃安第一智造中心,located in the administrative territorial enti,广州
第十二届全国减轻企业负担政策宣传周,start time,12月4日
超级计算机,subclass of,计算机硬件
东莞,located in the administrative territorial entity,粤港澳大
稻,made from material,土
稻,made from,土
徐 之文,employer,国家林草局
国家历史文化名城,is a list of,历史文化遗产
文化创新,facet of,文化
共建‘一带一路’,participant,习近平主席
正镶白旗,located in the administrative territorial entity,锡林郭勒盟
星耀镇,located in the administrative territorial entity,正镶白旗
宜居,located in the administrative territorial entity,江苏省
东区,located in the administrative territorial entity,攀枝花市
银江镇,located in the administrative territorial entity,东区
复兴路,located in the administrative territorial entity,海淀区
西部计划,instance of,志愿服务
肥西县,located in the administrative territorial entity,安徽省
陵水黎族自治县,located in the administrative territorial entity,海南省
礼记·大学,author,习近平总书记
改革开放,part of,中国特色社会主义新时代
龙岗区,located in the administrative territorial entity,广东省
丝绸之路山地度假区,located in the administrative territorial entity,乌鲁木齐市
世界级景区,subclass of,景区
馆陶县,located in the administrative territorial entity,河北省
崔滋刚,military branch,海军
亚龙湾,located in the administrative territorial entity,三亚
赘婿,instance of,网络文学
香港,diplomatic relation,澳门
澳门,diplomatic relation,香港
陈冬,occupation,航天员
航天员,field of this occupation,航天
咸宁市,located in the administrative territorial entity,湖北省
崇阳县,located in the administrative territorial entity,咸宁市
白霓镇,located in the administrative territorial entity,崇阳县
宁厂镇,located in the administrative territorial entity,巫溪县
呼吸道疾病,subclass of,传染病
天津市卫生健康委,applies to jurisdiction,天津市
东北,instance of,省份
华北,instance of,省份
养老保险,subclass of,保险
基本养老保险,subclass of,养老保险
企业年金,subclass of,养老保险
职业年金,subclass of,养老保险
个人储蓄性养老保险,subclass of,养老保险
商业养老保险,subclass of,养老保险
兴化市,located in the administrative territorial entity,南京
生物学,studies,生物
台州供电公司,owned by,国家电网
北京石刻艺术博物馆,located in the administrative territorial entity,北京市
金刚宝座,part of,北京石刻艺术博物馆
金刚宝座,heritage designation,全国重点文物保护单位
丛日晨,employer,北京石刻艺术博物馆
西凤酒,located in the administrative territorial entity,陕西
国际残疾人日,country,西班牙
西班牙,member of,联合国
巴林电力和水务局,country,巴林
埃及,currency,埃及镑
埃及,part of,中东
埃及镑,country,埃及
诗丽吉王后国家会议中心,located in the administrative territorial entity,曼谷
联合国气候大会,location,迪拜
联合国气候大会,participant,法提赫·比罗尔
圣诞剧场,country,希腊
圣诞剧场,located in the administrative territorial entity,雅典
希腊文化部,country,希腊
南非“女孩享有科技”基金会,founded by,诺布荷西·德拉米妮
诺布荷西·德拉米妮,member of,南非“女孩享有科技”基金会
毓璜顶街道,located in the administrative territorial entity,芝罘区
谷城县,located in the administrative territorial entity,襄阳市
南河镇,located in the administrative territorial entity,谷城县
何平同志,member of political party,中国共产党
黎光同志,member of political party,中国共产党
万花筒,author,陆梅
丹江,located in the administrative territorial entity,陕西省
秦岭,located in the administrative territorial entity,陕西省
平陆运河,located in the administrative territorial entity,重庆
平陆运河,located in the administrative territorial entity,四川
平陆运河,located in the administrative territorial entity,贵州
重庆,capital,成都
成都,located in the administrative territorial entity,重庆
钦州,located in the administrative territorial entity,重庆
贵阳,located in the administrative territorial entity,重庆
乡村医生,field of this occupation,乡村医生
兰溪市,located in the administrative territorial entity,浙江省
河南,shares border with,湖北
南阳,located in the administrative territorial entity,河南
丹江口水库,located in the administrative territorial entity,湖北
丹江口水库,located in the administrative territorial entity,河南
高新区,located in the administrative territorial entity,济宁
浩珂科技,headquarters location,济宁
中央组织部举报中心,instance of,举报网站
大台街道,located in the administrative territorial entity,门头沟区
武夷山市,located in the administrative territorial entity,南平市
岚山区,located in the administrative territorial entity,日照市
G4218雅叶高速公路,terminus location,拉萨
拉萨,located in or next to body of water,雅鲁藏布江
日喀则机场,place served by transport hub,拉萨
拉日高速公路,terminus location,拉萨
脱钩断链,facet of,全球经济
世界人权宣言,publication date,1948年12月10日
三季度,instance of,宏观经济
四季度,instance of,宏观经济
四季度,follows,三季度
卡梅伦,position held,英国外交发展大臣
中英关系,participant,卡梅伦
巴尔塞纳,country of citizenship,墨西哥
洛佩斯,country of citizenship,墨西哥
科洛科利采夫,position held,俄罗斯内务部长
恩赫阿木格楞,position held,主席
中国共产党,headquarters location,北京
马那瓜消息,headquarters location,墨西哥城
桑解阵,chairperson,波拉斯
波拉斯,member of political party,桑解阵
携手构建人类命运共同体的伟大实践——“一带一路”国际评论精选,publisher,人民日报出版社
山南镇,located in the administrative territorial entity,肥西县
G3铜陵长江公铁大桥,length,11.88
丁仲礼,member of political party,中国民主同盟
九台区,located in the administrative territorial entity,长春市
卢谢线乡道,located in the administrative territorial entity,九台区
胡家回族乡,located in the administrative territorial entity,九台区
易舒冉,member of political party,台湾民主自治同盟
苏辉,member of political party,台湾民主自治同盟
新疆,office held by head of government,总书记
总书记,applies to jurisdiction,新疆
总书记,applies to jurisdi,新疆
石景山区,located in the administrative territorial entity,北京
鲁谷,located in the administrative territorial entity,石景山区
甄 奇文,employer,长江经济带
郑薛飞腾,occupation,快递员
快递员,field of this occupation,快递业
习近平文化思想,part of,习近平新时代中国特色社会主义思想
霍尔果斯市,located in the administrative territorial entity,新疆
全国妇联,subsidiary,全国妇联干部
东和乡,located in the administrative territorial entity,互助土族自治县
焦裕禄,located in the administrative territorial entity,河南
辉南县,located in the administrative territorial entity,通化市
石道河镇,located in the administrative territorial entity,辉南县
青竹街道,located in the administrative territorial entity,青神县
三亚崖州湾科技城,instance of,科技城
习近平同志,movement,习近平文化思想
福厦高铁,located in the administrative territorial enti,厦门
芷江侗族自治县,located in the administrative territorial entity,湖南省
新店坪镇,located in the administrative territorial entity,芷江侗族自治县
响水县,located in the administrative territorial entity,盐城市
小尖镇,located in the administrative territorial entity,响水县
朝外街道,located in the administrative territorial entity,朝阳区
庄浪县,located in the administrative territorial entity,平凉市
水洛镇,located in the administrative territorial entity,庄浪县
准格尔旗,located in the administrative territorial entity,鄂尔多斯市
十二连城乡,located in the administrative territorial entity,准格尔旗
商丘市,located in the administrative territorial entity,河南
骑马乡,located in the administrative territorial entity,青川县
肥西县,located in the administrative territorial entity,合肥市
支付宝,founded by,万明慧
山西运城永乐宫,heritage designation,全国重点文物保护单位
广东省博物馆,located in the administrative territorial entity,广州
鲁迅纪念馆,part of,广东省博物馆
鲁迅纪念馆,located in the administrative territorial entity,广州
中国(广州)国际纪录片节,instance of,纪录片节
陶溪川大剧院,located in the administrative territorial entity,景德镇
松桃苗族自治县,located in the administrative territorial entity,铜仁市
首尔大学,country,韩国
清华大学附属北京清华长庚医院,located in the administrative territorial entity,北京
运河街道,located in the administrative territorial entity,临平区
高明镇,located in the administrative territorial entity,成都东部新区
中国建设银行四川省分行,part of,中国建设银行
中国建设银行总行,part of,中国建设银行
路水电气讯“五网”,located in the administrative territorial entity,四川
巴西,diplomatic relation,委内瑞拉
格拉马杜,country,巴西
委内瑞拉,diplomatic relation,巴西
2023东盟光伏与储能展,point in time,2023年
普坦,position held,泰国总理
沙特阿拉伯工业和矿产资源大臣,country,沙特
班达尔·胡拉耶夫,position held,沙特阿拉伯工业和矿产资源大臣
班达尔·胡拉耶夫,country of citizenship,沙特
沙特食品饮料博览会,country,沙特
沙特食品饮料博览会,located in the administrative territorial entity,利雅得
沙特,office held by head of government,沙特阿拉伯工业和矿产资源大臣
沙特环境、水利和农业部,country,沙特
沙特里亚尔,country,沙特
巴基斯坦瓜达尔,country,巴基斯坦
俾路支省,located in the administrative territorial entity,巴基斯坦
俾路支省,capital,瓜达尔
姜再冬,position held,中国驻巴基斯坦大使
全球能源互联网发展合作组织,headquarters location,迪拜
科威特,capital,科威特城
科威特城,country,科威特
赣鄱大地,located in the administrative territorial entity,江西
雾凇沆<unk>,located in the administrative territorial entity,江西
赣南,located in the administrative territorial entity,江西
汽车,use,消费
福清市,located in the administrative territorial entity,福州
工业和信息化部,subsidiary,交通运输部
延川县,located in the administrative territorial entity,延安市
清涧县,located in the administrative territorial entity,榆林市
横山区,located in the administrative territorial entity,榆林市
友谊集团,headquarters location,福清
三爪仑,located in the administrative territorial entity,江西省
果园村,located in the administrative territorial entity,通州区
安德里·尼里纳·拉乔利纳,position held,马达加斯加共和国总统
新加坡,office held by head of government,国务院总理
李显龙,position held,国务院总理
坎潘,position held,国家监察总署署长
中墨关系,participant,韩正
中墨关系,participant,巴尔塞纳
中墨关系,participant,习近平主席
海关总署,instance of,垂直管理部门
税务总局,instance of,垂直管理部门
华能石岛湾高温气冷堆核电站示范工程,located in the administrative territorial entity,荣成
华能石岛湾高温气冷堆核电站,located in the administrative territorial entity,荣成
国家发展改革委,subsidiary,国民经济综合司
国民经济综合司,part of,国家发展改革委
青海西宁曹家堡国际机场,located in the administrative territorial entity,青海
青海民航,applies to jurisdiction,青海
海洋石油122,instance of,海上油气加工厂
日本,head of state,习近平
日本,head of state,习近平主席
哥伦比亚,head of state,佩特罗
佩特罗,country of citizenship,哥伦比亚
中国常驻联合国代表,part of,联合国安理会
巴以新一轮冲突,location,加沙地带
基辛格,position held,美国国务卿
习近平主席同拜登总统在旧金山成功会晤,participant,王毅
习近平主席同拜登总统在旧金山成功会晤,participant,布林肯
丹穗,country of citizenship,缅甸
班比,country of citizenship,泰国
埃塞俄比亚,office held by head of government,埃塞俄比亚总理
埃塞俄比亚总理,country,埃塞俄比亚
何卫东,position held,老挝人民革命党中央总书记
何卫东,position held,国家主席
特里·戴尔,country of citizenship,美国
迪亚姆尼亚久工业园,country,塞内加尔
迪亚姆尼亚久工业园,located in the administrative territorial entity,迪亚姆尼亚久市
改革创新,subclass of,创新
中华人民共和国,member of,国际竹藤组织
中华人民共和国,executive body,国家发展改革委
云南丽江至香格里拉铁路,length,139
丽江,located in the administrative territorial entity,云南
香格里拉,located in the administrative territorial entity,云南
产教融合,subclass of,教育
开齐开足开好体育课,author,周珊珊
周珊珊,notable work,开齐开足开好体育课
抖音,part of,人民日报海外网
梨视频,part of,人民日报海外网
优酷,part of,人民日报海外网
360快资讯,part of,人民日报海外网
快传号,part of,人民日报海外网
中欧班列长安号,start point,西安国际港站
翔安区,located in the administrative territorial entity,厦门市
古城区,located in the administrative territorial entity,丽江市
里雍镇,located in the administrative territorial entity,鱼峰区
邢台,located in the administrative territorial entity,河北省
婺源县,located in the administrative territorial entity,江西省
达川区,located in the administrative territorial entity,达州市
翠屏街道,located in the administrative territorial entity,达川区
国网保定供电公司,industry,电力
宪法,subclass of,宪法精神
科技创新,facet of,人类社会发展
青山,mouth of the watercourse,长江
金山,mouth of the watercourse,长江
大城县,located in the administrative territorial entity,廊坊市
廊坊经济技术开发区人民法院,located in the administrative territorial entity,廊坊市
廊坊开发区法院,located in the administrative territorial entity,廊坊市
宝东镇,located in the administrative territorial entity,虎林市
庆丰农场,located in the administrative territorial entity,虎林市
庆丰农场,located in,虎林市
凉亭乡,located in the administrative territorial entity,怀宁县
高河镇,located in the administrative territorial entity,怀宁县
老板电器,headquarters location,杭州
连南瑶族自治县,located in the administrative territorial entity,清远市
民族高级中学,located in the administrative territorial entity,清远市
大码头镇,located in the administrative territorial entity,广饶县
杭州市儿童医院,located in the administrative territorial entity,杭州市
吴力群,employer,北京中医药大学
四川剑南春(集团)有限责任公司,headquarters location,绵竹市
绵阳燃气集团,country,中国
绵阳能创科技有限责任公司,country,中国
绵阳造,country,中国
大娄山脉,located in the administrative territorial entity,贵州省
大同镇,located in the administrative territorial entity,赤水市
张家口市,instance of,城市
环县,located in the administrative territorial entity,庆阳市
天平山,located in the administrative territorial entity,苏州
九寨沟,located in the administrative territorial entity,四川
五角<unk>,located in the administrative territorial entity,四川
峨眉山,located in the administrative territorial entity,四川
连香树,located in the administrative territorial entity,四川
类胡萝卜素,instance of,植物色素
花青素,instance of,植物色素
中信银行,headquarters location,北京
中国南方电网,instance of,央企
西电东送大通道,owned by,中国南方电网
中国,member of,联合国教科文组织
潮州,located in the administrative territorial entity,中国
新加坡,member of,联合国教科文组织
中国国家电网有限公司,country,中国
辛保安,country of citizenship,中国
解振华,country of citizenship,中国
李军华,country of citizenship,中国
世界气象组织,headquarters location,迪拜
彼得里·塔拉斯,employer,世界气象组织
慕尼黑国际体育用品博览会,country,德国
慕尼黑国际体育用品博览会,located in the administrative territorial entity,慕尼黑
波司登展台,country,德国
蒙古国,capital,乌兰巴托
乌兰巴托,country,蒙古国
苏赫巴托,country,蒙古国
扎门乌德,country,蒙古国
额仁察布,country,蒙古国
西伯库伦,country,蒙古国
嘎舒苏海图,country,蒙古国
毕其格图,country,蒙古国
杭吉,country,蒙古国
阿尔查苏日,country,蒙古国
大呼拉尔,country,蒙古国
赞丹沙塔尔,country of,蒙古国
威利·沃尔什,employer,国际航协
新能源产业,subclass of,战略性新兴产业
华宁县,located in the administrative territorial entity,玉溪市
通红甸彝族苗族乡,located in the administrative territorial entity,华宁县
梅早村,located in the administrative territorial entity,通红甸彝族苗族乡
河南省政协,part of,全国政协
振华西道,located in the administrative territorial entity,天津
赣州市,located in the administrative territorial entity,江西
寻乌县,located in the administrative territorial entity,赣州市
南桥镇,located in the administrative territorial entity,寻乌县
青少年模式,part of,软件服务协议
阮富仲,position held,越南共产党中央委员会总书记
武文赏,position held,越南社会主义共和国主席
武文赏,position held,越南共产党中央委员会总书记
中国宝武,part of,长三角百强企业
第二十四次中国—欧盟领导人会晤,participant,李强
第二十四次中国—欧盟领导人会晤,participant,米歇尔
第二十四次中国—欧盟领导人会晤,participant,冯德莱恩
中洪建交,participant,赵乐际
中洪建交,participant,雷东多
中洪建交,participant,习近平主席
李显龙,position held,国务院副总理
洪都拉斯国会主席,country,洪都拉斯
雷东多,country of citizenship,洪都拉斯
洪都拉斯,office held by head of government,洪都拉斯国会主席
桑国卫,member of political party,中国农工民主党
桑国卫,member of political party,中国共产党
桑国卫,date of death,2023年12月7日
汉堡热能隧道,country,德国
中铁工程装备集团有限公司,headquarters location,郑州市
宇通客车,headquarters location,郑州市
民营经济,subclass of,高质量发展
海宁市,located in the administrative territorial entity,浙江省
锦屏地下实验室,located in the administrative territorial entity,成都
天河星逸,instance of,超级计算系统
天河二号,instance of,超级计算系统
自然资源部,subsidiary,自然资源开发利用司
自然资源部自然资源开发利用司,part of,自然资源部
南非,part of,撒哈拉以南非洲
撒哈拉以南非洲,country,南非
中欧关系,participant,习近平主席
中欧关系,participant,米歇尔
中欧关系,participant,冯德莱恩
景洪市,located in the administrative territorial entity,西双版纳傣族自治州
澜沧江,located in the administrative territorial entity,云南省
塞维姆·达代伦,member of political party,左翼党
宋金达,country of citizenship,柬埔寨
通沙万,country of citizenship,老挝
澜湄,named after,湄公河
湄公河,country,老挝
宋金达,position held,柬埔寨副首相兼外交与国际合作部大臣
米莱,country of citizenship,阿根廷
萨迪克,country of citizenship,伊朗
哈拉齐,country of citizenship,伊朗
华亭镇,located in the administrative territorial entity,宿松县
国家禁毒委员会,chairperson,王小洪
王小洪,member of,国家禁毒委员会
福鼎市,located in the administrative territorial entity,福建省
<unk>门<unk>族乡,located in the administrative territorial entity,福鼎市
马桥镇,located in the administrative territorial entity,保康县
刘博通,member of political party,中国民主促进会
蔡达峰,member of political party,中国民主促进会
朱永新,member of political party,中国民主促进会
比亚迪,industry,新能源汽车
新能源汽车,manufacturer,比亚迪
马山县,located in the administrative territorial entity,广西
人工智能,part of,下一代互联网技术
邓剑洋文,country of citizenship,中国
山东省,executive body,省政府
省政府,applies to jurisdiction,山东省
山东,executive body,省政府
国家发展改革委,subsidiary,国家石油天然气管网集团有限公司
庞佳乐摄影,director / manager,董肖肖
中国传媒大学,located in the administrative territorial entity,石家庄市
上海,instance of,城市
广州,instance of,城市
曲敏,member of political party,中国共产党
李金柱,member of political party,中国共产党
巢湖,inflows,淮河
宝<unk>区,located in the administrative territorial entity,天津
河池市,located in the administrative territorial entity,广西壮族自治区
天峨变电站,located in the administrative territorial entity,河池市
凤山变电站,located in the administrative territorial entity,河池市
北景港镇,located in the administrative territorial entity,华容县
白石街道,located in the administrative territorial entity,乐清市
中华人民共和国,ethnic group,全国各族人民
新时代,country,中华人民共和国
中国特色社会主义,country,中华人民共和国
中国特色社会主义,part of,新时代
中共,country,中华人民共和国
中共,part of,中共中央
中共中央,country,中华人民共和国
全国各族人民,country,中华人民共和国
习近平在亚太经合组织第三十次领导人非正式会议上的讲话,author,习近平
细颗粒物,subclass of,氮氧化物
细颗粒物,subclass of,挥发性有机物
氮氧化物,subclass of,细颗粒物
挥发性有机物,subclass of,细颗粒物
第五次全国经济普查,point in time,2024年1月1日
长清站,connecting line,济郑高铁
济郑高铁,located in the administrative territorial entity,山东
国家外汇管理局,headquarters location,北京
蟠龙抽水蓄能电站1号机组,located in the administrative territorial entity,重庆市
中峰镇,located in the administrative territorial entity,<unk>江区
中国供销集团,headquarters location,西藏自治区
阮富仲总书记,position held,越南共产党中央委员会总书记
吉灵—河东线,country,越南
吉灵—河东线,located in the administrative territorial entity,河内
吉灵—河东线,length,13
中国中铁六局,item operated,吉灵—河东线
海克斯康,founded by,奥拉·罗伦
奥拉·罗伦,country of citizenship,瑞典
所罗门群岛,diplomatic relation,巴布亚新几内亚
汤加,diplomatic relation,巴布亚新几内亚
基里巴斯,diplomatic relation,巴布亚新几内亚
瓦努阿图,diplomatic relation,巴布亚新几内亚
巴布亚新几内亚,diplomatic relation,所罗门群岛
巴布亚新几内亚,diplomatic relation,汤加
巴布亚新几内亚,diplomatic relation,基里巴斯
巴布亚新几内亚,diplomatic relation,瓦努阿图
巴布亚新几内亚,diplomatic relation,库克群岛
库克群岛,diplomatic relation,巴布亚新几内亚
拉提夫,position held,马尔代夫副总统
2023年全球市长论坛,point in time,2023年
2023年全球市长论坛,organizer,广州市人民政府
唐文弘,position held,商务部部长助理
新郑市,located in the administrative territorial entity,河南省
马玉璞,employer,公安部
刘宇辉,position held,国务院副秘书长
鹿新弟,position held,全国人大代表
中国证监会,stock exchange,资本市场
颜晓峰,educated at,天津大学
焦守云,member of political party,中国共产党
于敏,member of political party,中国共产党
曹建申,member of political party,中国共产党
李培隽,member of political party,中国共产党
外沟门乡,located in the administrative territorial entity,丰宁满族自治县
张丹峰,employer,水利部
敖汉旗,located in the administrative territorial entity,赤峰市
洛阳,located in the administrative territorial entity,郑州
